source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD001468-Sample-11	homo sapiens, mus musculus	kidney	not available	epithelial cell	HEK293	not available	1	not available	not available	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q-Exactive Orbitrap, LTQ Orbitrap Elite	not available	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HEK293), mouse brain lysate	6 ppm	9 ppm	orbitrap	b1931_293T_proteinID_11A_QE3_122212.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001468-Sample-12	homo sapiens, mus musculus	kidney	not available	epithelial cell	HEK293	not available	1	not available	not available	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q-Exactive Orbitrap, LTQ Orbitrap Elite	not available	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HEK293), mouse brain lysate	6 ppm	9 ppm	orbitrap	b1932_293T_proteinID_12A_QE3_122212.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001468-Sample-13	homo sapiens, mus musculus	kidney	not available	epithelial cell	HEK293	not available	1	not available	not available	run 13	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q-Exactive Orbitrap, LTQ Orbitrap Elite	not available	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HEK293), mouse brain lysate	6 ppm	9 ppm	orbitrap	b1937_293T_proteinID_01B_QE3_122212.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001468-Sample-14	homo sapiens, mus musculus	kidney	not available	epithelial cell	HEK293	not available	1	not available	not available	run 14	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q-Exactive Orbitrap, LTQ Orbitrap Elite	not available	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HEK293), mouse brain lysate	6 ppm	9 ppm	orbitrap	b1938_293T_proteinID_02B_QE3_122212.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001468-Sample-15	homo sapiens, mus musculus	kidney	not available	epithelial cell	HEK293	not available	1	not available	not available	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q-Exactive Orbitrap, LTQ Orbitrap Elite	not available	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HEK293), mouse brain lysate	6 ppm	9 ppm	orbitrap	b1939_293T_proteinID_03B_QE3_122212.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001468-Sample-16	homo sapiens, mus musculus	kidney	not available	epithelial cell	HEK293	not available	1	not available	not available	run 16	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q-Exactive Orbitrap, LTQ Orbitrap Elite	not available	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HEK293), mouse brain lysate	6 ppm	9 ppm	orbitrap	b1940_293T_proteinID_04B_QE3_122212.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001468-Sample-17	homo sapiens, mus musculus	kidney	not available	epithelial cell	HEK293	not available	1	not available	not available	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q-Exactive Orbitrap, LTQ Orbitrap Elite	not available	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HEK293), mouse brain lysate	6 ppm	9 ppm	orbitrap	b1941_293T_proteinID_05B_QE3_122212.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001468-Sample-18	homo sapiens, mus musculus	kidney	not available	epithelial cell	HEK293	not available	1	not available	not available	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q-Exactive Orbitrap, LTQ Orbitrap Elite	not available	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HEK293), mouse brain lysate	6 ppm	9 ppm	orbitrap	b1942_293T_proteinID_06B_QE3_122212.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001468-Sample-19	homo sapiens, mus musculus	kidney	not available	epithelial cell	HEK293	not available	1	not available	not available	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q-Exactive Orbitrap, LTQ Orbitrap Elite	not available	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HEK293), mouse brain lysate	6 ppm	9 ppm	orbitrap	b1943_293T_proteinID_07B_QE3_122212.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001468-Sample-20	homo sapiens, mus musculus	kidney	not available	epithelial cell	HEK293	not available	1	not available	not available	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q-Exactive Orbitrap, LTQ Orbitrap Elite	not available	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HEK293), mouse brain lysate	6 ppm	9 ppm	orbitrap	b1944_293T_proteinID_08B_QE3_122212.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001468-Sample-21	homo sapiens, mus musculus	kidney	not available	epithelial cell	HEK293	not available	1	not available	not available	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q-Exactive Orbitrap, LTQ Orbitrap Elite	not available	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HEK293), mouse brain lysate	6 ppm	9 ppm	orbitrap	b1945_293T_proteinID_09B_QE3_122212.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001468-Sample-22	homo sapiens, mus musculus	kidney	not available	epithelial cell	HEK293	not available	1	not available	not available	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q-Exactive Orbitrap, LTQ Orbitrap Elite	not available	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HEK293), mouse brain lysate	6 ppm	9 ppm	orbitrap	b1946_293T_proteinID_10B_QE3_122212.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001468-Sample-23	homo sapiens, mus musculus	kidney	not available	epithelial cell	HEK293	not available	1	not available	not available	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q-Exactive Orbitrap, LTQ Orbitrap Elite	not available	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HEK293), mouse brain lysate	6 ppm	9 ppm	orbitrap	b1947_293T_proteinID_11B_QE3_122212.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD001468-Sample-24	homo sapiens, mus musculus	kidney	not available	epithelial cell	HEK293	not available	1	not available	not available	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q-Exactive Orbitrap, LTQ Orbitrap Elite	not available	24	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HEK293), mouse brain lysate	6 ppm	9 ppm	orbitrap	b1948_293T_proteinID_12B_QE3_122212.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
