source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD012255-Sample-11	homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116	not available	1	not available	not available	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	40	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HCT116)	7 ppm	8 ppm	orbitrap	Phospho_redissolve_final_12.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma
PXD012255-Sample-12	homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116	not available	1	not available	not available	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	40	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HCT116)	7 ppm	8 ppm	orbitrap	Phospho_redissolve_final_13.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma
PXD012255-Sample-13	homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116	not available	1	not available	not available	run 13	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	40	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HCT116)	7 ppm	8 ppm	orbitrap	Phospho_redissolve_final_15.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma
PXD012255-Sample-14	homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116	not available	1	not available	not available	run 14	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	40	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HCT116)	7 ppm	8 ppm	orbitrap	Phospho_redissolve_final_16.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma
PXD012255-Sample-15	homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116	not available	1	not available	not available	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	40	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HCT116)	7 ppm	8 ppm	orbitrap	Phospho_redissolve_final_18.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma
PXD012255-Sample-16	homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116	not available	1	not available	not available	run 16	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	40	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HCT116)	7 ppm	8 ppm	orbitrap	Phospho_redissolve_final_19.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma
PXD012255-Sample-17	homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116	not available	1	not available	not available	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	40	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HCT116)	7 ppm	8 ppm	orbitrap	Phospho_redissolve_final_20.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma
PXD012255-Sample-18	homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116	not available	1	not available	not available	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	40	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HCT116)	7 ppm	8 ppm	orbitrap	Phospho_redissolve_final_21.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma
PXD012255-Sample-19	homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116	not available	1	not available	not available	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	40	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HCT116)	7 ppm	8 ppm	orbitrap	Phospho_redissolve_final_23.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma
PXD012255-Sample-20	homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116	not available	1	not available	not available	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	40	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HCT116)	7 ppm	8 ppm	orbitrap	Phospho_redissolve_final_26.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma
PXD012255-Sample-21	homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116	not available	1	not available	not available	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	40	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HCT116)	7 ppm	8 ppm	orbitrap	Phospho_redissolve_final_27.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma
PXD012255-Sample-22	homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116	not available	1	not available	not available	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	40	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HCT116)	7 ppm	8 ppm	orbitrap	Phospho_redissolve_final_29.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma
PXD012255-Sample-23	homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116	not available	1	not available	not available	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	40	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HCT116)	7 ppm	8 ppm	orbitrap	Phospho_redissolve_final_30.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma
PXD012255-Sample-24	homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116	not available	1	not available	not available	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	40	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HCT116)	7 ppm	8 ppm	orbitrap	Phospho_redissolve_final_32.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma
PXD012255-Sample-25	homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116	not available	1	not available	not available	run 25	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	40	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HCT116)	7 ppm	8 ppm	orbitrap	Phospho_redissolve_final_33.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma
PXD012255-Sample-26	homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116	not available	1	not available	not available	run 26	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	40	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HCT116)	7 ppm	8 ppm	orbitrap	Phospho_redissolve_final_34.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma
PXD012255-Sample-27	homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116	not available	1	not available	not available	run 27	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	40	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HCT116)	7 ppm	8 ppm	orbitrap	Phospho_redissolve_final_37.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma
PXD012255-Sample-28	homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116	not available	1	not available	not available	run 28	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	40	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HCT116)	7 ppm	8 ppm	orbitrap	Phospho_redissolve_final_38.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma
PXD012255-Sample-29	homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116	not available	1	not available	not available	run 29	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	40	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HCT116)	7 ppm	8 ppm	orbitrap	Phospho_redissolve_final_39.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma
PXD012255-Sample-30	homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116	not available	1	not available	not available	run 30	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	40	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (HCT116)	7 ppm	8 ppm	orbitrap	Phospho_redissolve_final_40.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal carcinoma
