source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD030403-Sample-17	homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	1	not available	not available	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ-Orbitrap	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype/variant (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	7 ppm	8 ppm	orbitrap	qe_2020_0163_13.1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD030403-Sample-18	homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	1	not available	not available	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ-Orbitrap	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype/variant (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	7 ppm	8 ppm	orbitrap	qe_2020_0164_12.1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD030403-Sample-19	homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	1	not available	not available	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ-Orbitrap	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype/variant (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	7 ppm	8 ppm	orbitrap	qe_2020_0167_1.3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD030403-Sample-20	homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	1	not available	not available	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ-Orbitrap	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype/variant (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	7 ppm	8 ppm	orbitrap	qe_2020_0168_1.2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD030403-Sample-21	homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	1	not available	not available	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ-Orbitrap	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype/variant (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	7 ppm	8 ppm	orbitrap	qe_2020_0169_2.2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD030403-Sample-22	homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	1	not available	not available	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ-Orbitrap	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype/variant (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	7 ppm	8 ppm	orbitrap	qe_2020_0170_3.2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD030403-Sample-23	homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	1	not available	not available	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ-Orbitrap	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype/variant (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	7 ppm	8 ppm	orbitrap	qe_2020_0171_4.2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD030403-Sample-24	homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	1	not available	not available	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ-Orbitrap	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype/variant (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	7 ppm	8 ppm	orbitrap	qe_2020_0173_6.2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD030403-Sample-25	homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	1	not available	not available	run 25	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ-Orbitrap	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype/variant (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	7 ppm	8 ppm	orbitrap	qe_2020_0175_1.2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD030403-Sample-26	homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	1	not available	not available	run 26	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ-Orbitrap	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype/variant (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	7 ppm	8 ppm	orbitrap	qe_2020_0176_3.1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD030403-Sample-27	homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	1	not available	not available	run 27	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ-Orbitrap	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype/variant (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	7 ppm	8 ppm	orbitrap	qe_2020_0177_4.1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD030403-Sample-28	homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	1	not available	not available	run 28	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ-Orbitrap	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype/variant (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	7 ppm	8 ppm	orbitrap	qe_2020_0178_5.1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD030403-Sample-29	homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	1	not available	not available	run 29	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ-Orbitrap	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype/variant (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	7 ppm	8 ppm	orbitrap	qe_2020_0182_3.3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD030403-Sample-30	homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	1	not available	not available	run 30	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ-Orbitrap	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype/variant (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	7 ppm	8 ppm	orbitrap	qe_2020_0184_5.3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
