mod_key,mod_name,unimod_id,mass_shift,group,n_pxds_observed,n_sample_obs,mean_fraction_modified,median_fraction_modified,total_peptides_with_mod,total_modified_sites
unimod:284,Deuterium Methylation of Lysine,284,16.028204,Other isotope labels,6,17,0.09318129411764706,0.087903,66597,79408
unimod:414,hydroxymethyl,414,30.010565,Miscellaneous rare,6,24,0.19077225,0.15084150000000002,106143,108390
unimod:1312,Reduced acrolein addition +58,1312,58.041866,Lipid adducts,6,24,0.16381041666666665,0.17471799999999998,132283,155703
unimod:472,aminoethylcysteine,472,59.019356,Cys alkylation,6,13,0.073386,0.066712,47508,50222
unimod:837,Arginine replacement by Nitropyrimidyl ornithine,837,80.98508,Miscellaneous rare,6,26,0.09459019230769229,0.0856445,33485,38989
unimod:359,proline oxidation to pyroglutamic acid,359,13.979265,Oxidation,6,22,0.14870877272727273,0.10322049999999999,35098,35863
unimod:64,Succinic anhydride labeling reagent light form (N-term & K),64,100.016045,Other isotope labels,6,18,0.0663908888888889,0.057089,43273,49782
unimod:303,Cysteine mercaptoethanol,303,75.99828,Cys alkylation,6,19,0.22191947368421053,0.193118,15569,15785
unimod:481,"4,4,5,5-D4 Lysine",481,4.025107,TMT/isobaric labels,6,17,0.16536070588235297,0.173513,163392,244141
unimod:1888,Water quenched monolink of BuUrBu crosslinker,1888,214.09535,Crosslinkers/affinity,6,12,0.06613883333333333,0.064476,57761,63819
unimod:1841,EZ-Link Sulfo-NHS-SS-Biotin,1841,389.09015,Crosslinkers/affinity,5,20,0.09444630000000001,0.067944,36118,39974
unimod:262,Trideuteration,262,3.01883,SILAC labels,5,22,0.11315340909090908,0.12553999999999998,92944,96657
unimod:1906,Ammonium-quenched monolink of BS2-G crosslinker,1906,113.047676,Crosslinkers/affinity,5,20,0.23305395,0.271972,43541,65215
unimod:529,Dimethylation of proline residue,529,29.039125,Methylation,5,12,0.1169985,0.116423,38757,39446
unimod:1020,Water-quenched monolink of DSS/BS3 crosslinker,1020,156.07864,Crosslinkers/affinity,5,7,0.218086,0.179739,16176,22224
unimod:330,dimethylation,330,36.07567,Methylation,5,17,0.15724582352941177,0.157213,147111,225237
unimod:188,13C(6) Silac label,188,6.020129,SILAC labels,4,7,0.198019,0.183817,97536,167737
unimod:2070,Monomodification with glutamine,2070,128.05858,Miscellaneous rare,4,14,0.09440457142857143,0.0888855,66082,69038
unimod:1878,Water-quenched monolink of DSSO crosslinker,1878,176.01433,Crosslinkers/affinity,4,12,0.20898966666666663,0.2158935,20314,26147
unimod:23,Dehydration,23,-18.010565,Dehydration/Pyro-Glu,4,10,0.0518628,0.033192,56850,58739
unimod:953,Replacement of 2 protons by nickel,953,55.919697,Metal adducts,4,20,0.042240150000000004,0.0407605,138582,144465
unimod:256,Propionaldehyde +40,256,40.0313,Miscellaneous rare,4,13,0.10945753846153845,0.107788,39929,47095
unimod:259,13C(6) 15N(2) Silac label,259,8.014199,SILAC labels,4,11,0.4689861818181819,0.346122,67633,121427
unimod:1006,2H(3) 13C(1) monomethylated Arg13C(6) 15N(4),1006,28.046104,SILAC labels,4,10,0.11080929999999997,0.11475099999999999,14210,17257
unimod:329,monomethylation,329,18.037834,Methylation,4,8,0.033611375,0.035001500000000005,9494,10871
unimod:530,Replacement of proton by potassium,530,37.955883,Metal adducts,4,9,0.05832422222222222,0.061281,22268,23047
unimod:37,tri-Methylation,37,42.04695,Methylation,4,15,0.12148420000000001,0.107466,56742,71549
unimod:1028,Cleavage product of EGS protein crosslinks by hydroylamine treatment,1028,115.02694,Crosslinkers/affinity,4,12,0.2908975,0.24352849999999998,72671,99150
unimod:773,maleimide,773,97.01638,Cys alkylation,4,10,0.11911200000000002,0.11224400000000001,11945,15318
unimod:267,13C(6) 15N(4) Silac label,267,10.008269,SILAC labels,4,12,0.5619156666666666,0.580648,106687,202821
unimod:371,Michael addition of hydroxymethylvinyl ketone to cysteine,371,86.03678,Cys alkylation,4,9,0.2735518888888889,0.231821,7240,7266
unimod:207,Acrolein addition +38,207,38.01565,Lipid adducts,3,8,0.24099075000000003,0.1744615,12076,17172
unimod:1342,Sixplex iodoacetyl Tandem Mass Tag®,1342,329.2266,TMT/isobaric labels,3,12,0.057027666666666664,0.064221,30961,32295
unimod:58,Propionate labeling reagent light form (N-term & K),58,56.026215,Other isotope labels,3,10,0.1224006,0.1281665,11657,14335
unimod:129,Iodination,129,125.896645,Miscellaneous rare,3,8,0.1163245,0.117946,16423,17014
unimod:60,Quaternary amine labeling reagent light form (N-term & K),60,127.09972,Miscellaneous rare,3,12,0.05102416666666667,0.05591,14344,18193
unimod:662,Thr->Pro substitution,662,-3.994915,Amino acid substitutions,3,7,0.2515808571428571,0.231979,17695,18215
unimod:275,nitrosylation,275,28.990164,Nitrosylation/sulfonation,3,5,0.143155,0.138645,3382,3406
unimod:957,S-(2-succinyl) cysteine,957,116.010956,Miscellaneous rare,3,14,0.18150792857142856,0.18378450000000002,15826,15944
unimod:116,Oxidized arginine biotinylated with biotin-LC-hydrazide,116,310.1351,Miscellaneous rare,3,10,0.06447099999999999,0.048294000000000004,26333,29001
unimod:1388,Modification by hydroxylated mechloroethamine (HN-2),1388,101.08406,Miscellaneous rare,3,13,0.22376830769230768,0.136032,33249,42565
unimod:369,Pyrrolidone from Proline,369,-27.994915,Oxidation,3,12,0.1614961666666667,0.1707105,25511,26251
unimod:392,quinone,392,29.974178,Miscellaneous rare,3,9,0.23541877777777775,0.235225,17244,17702
unimod:345,cysteine oxidation to cysteic acid,345,47.984745,Oxidation,3,10,0.0934331,0.08807899999999999,6531,6715
unimod:1910,Replacement of 3 protons by aluminium,1910,23.958063,Metal adducts,3,7,0.06758571428571429,0.073554,7739,8321
unimod:734,Carboxyl modification with ethanolamine,734,43.0422,Miscellaneous rare,3,11,0.08298872727272727,0.082782,15808,16320
unimod:25,pyridylacetyl,25,119.03712,Miscellaneous rare,3,10,0.108043,0.1138885,7681,10691
unimod:1288,Addition of arginine due to transpeptidation,1288,156.1011,Miscellaneous rare,3,6,0.004597833333333333,0.0033035,142,142
unimod:1356,phosphate-ribosylation,1356,212.00859,Miscellaneous rare,3,10,0.0581827,0.0593825,9784,11704
unimod:56,"Acetate labeling reagent (N-term & K) (heavy form, +3amu)",56,45.029396,Other isotope labels,3,7,0.06947,0.064819,25568,27911
unimod:335,reduced 4-Hydroxynonenal,335,158.13068,Lipid adducts,3,8,0.106546375,0.116231,17591,21822
unimod:1923,"Tryptophan oxidation to beta-unsaturated-2,4-bis-tryptophandione",1923,27.958529,Miscellaneous rare,3,16,0.111832625,0.1097735,3531,3535
unimod:178,phosphorylation to amine thiol,178,87.05065,Miscellaneous rare,2,3,0.08683733333333334,0.076729,3250,3290
unimod:185,C13 label (Phosphotyrosine),185,88.99652,Miscellaneous rare,2,6,0.10683783333333334,0.101479,3536,3583
unimod:105,Applied Biosystems cleavable ICAT(TM) light,105,227.12698,Other isotope labels,2,10,0.2087901,0.149654,10666,10802
unimod:476,4-trimethyllammoniumbutyryl-,476,128.10754,Miscellaneous rare,2,9,0.048826777777777775,0.040355,8596,11417
unimod:1425,Pentose,1425,132.04225,Glycosylation,2,5,0.07705979999999998,0.073202,2472,2720
unimod:451,diglutamyl,451,258.08517,Miscellaneous rare,2,5,0.0972474,0.117384,13958,14066
unimod:1344,Phosphogluconoylation,1344,258.01407,Miscellaneous rare,2,10,0.0875487,0.085542,5556,7408
unimod:1887,Ammonia quenched monolink of BuUrBu crosslinker,1887,213.11134,Crosslinkers/affinity,2,4,0.07584500000000001,0.07519100000000001,5444,6269
unimod:768,Mono-methylated lysine labelled with Acetyl_heavy,768,59.045044,Miscellaneous rare,2,3,0.23555133333333333,0.31673,2352,2942
unimod:763,Beta elimination of modified S or T followed by Michael addition of labelled DTT,763,142.03932,Cys alkylation,2,8,0.120444,0.1269295,90840,93891
unimod:344,Arginine oxidation to glutamic semialdehyde,344,-43.053432,Miscellaneous rare,2,7,0.29704614285714287,0.297833,14996,20970
unimod:276,Aminoethylbenzenesulfonylation,276,183.0354,Miscellaneous rare,2,3,0.07696766666666667,0.066628,1650,2008
unimod:1355,Formation of five membered aromatic heterocycle,1355,-20.026215,Miscellaneous rare,2,7,0.19659614285714286,0.196089,7211,7438
unimod:351,tryptophan oxidation to kynurenin,351,3.994915,Oxidation,2,8,0.2848525,0.2314025,12878,12930
unimod:510,DiMethyl-C13HD2,510,34.063118,Other isotope labels,2,4,0.112062,0.109627,15746,21970
unimod:402,oxoalanine,402,-17.992805,Miscellaneous rare,2,8,0.29549400000000003,0.35269,17499,17710
unimod:1882,Thiol fragment of DSSO crosslinker,1882,85.982635,Crosslinkers/affinity,2,5,0.2463264,0.237068,21714,31645
unimod:324,Cleaved and reduced DTBP crosslinker,324,87.01427,Crosslinkers/affinity,2,3,0.3543906666666667,0.368487,3127,4122
unimod:772,13C(5) Silac label,772,5.016774,SILAC labels,2,6,0.11259033333333333,0.11042099999999999,3713,3764
unimod:1300,Label:2H(4)13C(1),1300,5.028462,TMT/isobaric labels,2,8,0.10065662499999999,0.089315,15887,19868
unimod:989,replacement of proton with ammonium ion,989,17.026548,Miscellaneous rare,2,4,0.10837775,0.108458,11414,12100
unimod:739,Native Tandem Mass Tag®,739,224.15248,TMT/isobaric labels,2,5,0.11802779999999999,0.107959,35118,51530
unimod:278,Ethanolation,278,44.026215,Miscellaneous rare,2,7,0.2187805714285714,0.232214,27405,34018
unimod:738,Duplex Tandem Mass Tag®,738,225.15584,TMT/isobaric labels,2,5,0.0324148,0.027362,16678,17872
unimod:1789,Ammonium-quenched monolink of DSS/BS3 crosslinker,1789,155.09464,Crosslinkers/affinity,2,6,0.1266048333333333,0.12846049999999998,3706,4514
unimod:141,amidination of lysines or N-terminal amines with methyl acetimidate,141,41.02655,Miscellaneous rare,2,8,0.144637625,0.169238,14813,19320
unimod:1041,Deoxyhypusine,1041,71.0735,Miscellaneous rare,2,3,0.105027,0.105899,4040,4551
unimod:952,Replacement of 2 protons by iron,952,53.91929,Miscellaneous rare,2,5,0.0442992,0.047261,4051,4199
unimod:1358,D5 N-ethylmaleimide+water on cysteines,1358,148.08963,Cys alkylation,2,8,0.139765125,0.129112,3904,3920
unimod:735,Beta elimination of modified S or T followed by Michael addition of DTT,735,136.00166,Cys alkylation,2,5,0.07309439999999999,0.083026,8424,9251
unimod:518,"Diethylation, analogous to Dimethylation",518,56.0626,Miscellaneous rare,2,6,0.14695483333333334,0.146184,13120,17433
unimod:3,Biotinylation,3,226.07759,Crosslinkers/affinity,2,6,0.09180883333333333,0.08966550000000001,35921,43929
unimod:1799,SUMOylation by Giardia lamblia,1799,469.2285,Miscellaneous rare,1,6,0.13710233333333333,0.151688,6869,9335
unimod:728,Methylphosphonylation,728,77.98707,Organophosphorus adducts,1,3,0.06159066666666666,0.058258,9508,10289
unimod:1387,3-phosphoglyceryl,1387,167.98238,Miscellaneous rare,1,4,0.19145174999999998,0.1918955,3157,4356
unimod:866,"Bruker Daltonics SERVA-ICPL(TM) quantification chemistry, +10 Da form",866,115.0667,Miscellaneous rare,1,2,0.0645635,0.0645635,2198,3368
unimod:1255,o-toluyl-phosphorylation,1255,170.01328,Organophosphorus adducts,1,3,0.058305666666666665,0.055982,234,320
unimod:209,Acrolein addition +112,209,112.05243,Lipid adducts,1,2,0.1750255,0.1750255,1901,2265
unimod:613,Met->Lys substitution,613,-2.945522,Amino acid substitutions,1,1,0.111322,0.111322,1463,1468
unimod:944,SILAC label,944,11.050561,Miscellaneous rare,1,4,0.100002,0.1010625,4406,6544
unimod:40,O-Sulfonation,40,79.95682,Nitrosylation/sulfonation,1,2,0.166198,0.166198,55308,60805
unimod:434,"cis-14-hydroxy-10,13-dioxo-7-heptadecenoic ester",434,294.1831,Miscellaneous rare,1,2,0.032648,0.032648,119,119
unimod:1291,Dimethyl-Medium,1291,34.068962,Other isotope labels,1,3,0.084551,0.082897,7858,8977
unimod:1916,Aspartylurea,1916,-10.031969,Miscellaneous rare,1,3,0.25733866666666666,0.264163,8453,8631
unimod:318,MDA adduct +62,318,62.01565,Lipid adducts,1,3,0.34634800000000004,0.372192,14931,22035
unimod:1365,N-dimethylphosphate,1365,107.01362,Organophosphorus adducts,1,3,0.08118333333333333,0.078527,9298,9559
unimod:951,Replacement of 2 protons by calcium,951,37.94694,Metal adducts,1,1,0.041132,0.041132,865,881
unimod:1873,Acetone chemical artifact,1873,98.073166,Miscellaneous rare,1,6,0.121328,0.1099565,1572,1841
unimod:319,MDA adduct +54,319,54.010567,Lipid adducts,1,5,0.221976,0.231781,15246,23645
unimod:295,Fucose,295,146.0579,Glycosylation,1,1,0.074917,0.074917,5112,5348
unimod:1271,S-homocysteinylation,1271,133.01974,Miscellaneous rare,1,1,0.296524,0.296524,667,674
unimod:92,NHS-LC-Biotin,92,339.16165,Crosslinkers/affinity,1,3,0.098952,0.098622,36453,43280
unimod:2035,Photo-induced Proline adduct,2035,129.04259,Miscellaneous rare,1,1,0.264018,0.264018,2572,2665
unimod:421,persulfide,421,31.97207,Nitrosylation/sulfonation,1,3,0.12246299999999999,0.123233,4896,5284
unimod:171,Shimadzu NBS-13C,171,159.00858,Miscellaneous rare,1,3,0.16554500000000003,0.168197,2524,2530
unimod:1380,reaction with methyl vinyl sulfone,1380,106.00885,Miscellaneous rare,1,3,0.2715356666666667,0.267486,28737,37341
unimod:1327,SulfurDioxide,1327,63.9619,Nitrosylation/sulfonation,1,3,0.180565,0.192753,771,778
unimod:301,Monobromobimane derivative,301,190.07423,Miscellaneous rare,1,3,0.17154366666666668,0.17189,752,757
unimod:285,Light Sulfanilic Acid (SA) C12,285,155.0041,Miscellaneous rare,1,2,0.052687,0.052687,4477,4507
unimod:1368,3-fold methylated lysine labelled with Acetyl_heavy,1368,62.063873,Miscellaneous rare,1,6,0.12598849999999998,0.1285105,678,858
unimod:2034,Photo-induced Glycine Adduct,2034,89.01129,Miscellaneous rare,1,4,0.106078,0.1181625,3967,3991
unimod:61,"Quaternary amine labeling reagent heavy (+3amu) form, N-term & K",61,130.11855,Miscellaneous rare,1,2,0.027507499999999997,0.027507499999999997,797,1091
unimod:1895,succinimidyl 4-[N-maleimidomethyl]cyclohexane-1-carboxylate,1895,219.08954,Crosslinkers/affinity,1,3,0.15374866666666667,0.155134,3626,4099
unimod:211,N-ethyl iodoacetamide-d0,211,85.052765,Miscellaneous rare,1,6,0.1569556666666667,0.1521185,25216,25278
unimod:354,Oxidation to nitro,354,44.985077,Miscellaneous rare,1,4,0.21565,0.1773385,17263,17412
unimod:1892,Disuccinimidyl tartrate crosslinker,1892,113.99531,Miscellaneous rare,1,6,0.2282211666666667,0.229018,28570,37941
unimod:536,CLIP_TRAQ_3,536,271.14874,TMT/isobaric labels,1,4,0.093483,0.09362000000000001,22130,24721
unimod:506,Levuglandinyl - arginine hydroxylactam adduct,506,306.17188,Miscellaneous rare,1,4,0.071051,0.0718995,6037,7052
unimod:41,Hexose,41,162.05283,Glycosylation,1,2,0.036604,0.036604,7801,8670
unimod:956,Replacement of 2 protons by magnesium,956,21.969393,Metal adducts,1,3,0.06620033333333335,0.068401,2464,2515
unimod:1925,Tryptophan oxidation to dihydroxy-N-formaylkynurenine,1925,63.97966,Oxidation,1,3,0.14173899999999998,0.144753,292,292
unimod:1390,N-ethylmaleimide on cysteine sulfenic acid,1390,141.04259,Cys alkylation,1,1,0.119174,0.119174,464,473
unimod:357,oxidized proline biotinylated with biotin hydrazide,357,258.11505,Crosslinkers/affinity,1,5,0.1096814,0.109152,625,671
unimod:316,"2,5-dimethypyrrole",316,78.04695,Miscellaneous rare,1,2,0.17012,0.17012,119,175
unimod:376,hydroxyfarnesyl,376,220.18271,Miscellaneous rare,1,2,0.111343,0.111343,2411,2425
unimod:1382,reaction with phenyl vinyl sulfone,1382,168.0245,Miscellaneous rare,1,1,0.23545,0.23545,89,89
unimod:1884,disuccinimidyl dibutyric urea CID cleavable cross-link,1884,196.0848,Crosslinkers/affinity,1,1,0.054342,0.054342,2683,3092
unimod:1848,Glutarylation,1848,114.03169,Miscellaneous rare,1,6,0.2629723333333333,0.201729,8872,13521
unimod:205,Acrolein addition +94,205,94.04186,Lipid adducts,1,4,0.23316475000000003,0.20428000000000002,12822,15867
unimod:896,Methionine replacement by azido homoalanine,896,-4.986324,Miscellaneous rare,1,5,0.112622,0.115289,2423,2423
unimod:94,IMID d0,94,68.037445,Miscellaneous rare,1,1,0.381584,0.381584,7458,7940
unimod:931,deamidation followed by esterification with ethanol,931,29.015316,Miscellaneous rare,1,3,0.12202633333333333,0.120537,9856,10325
unimod:162,Selenium replaces sulfur,162,47.94445,Miscellaneous rare,1,4,0.24021399999999998,0.238225,13528,13795
unimod:1035,Thiadiazolydation of Cys,1035,174.02516,Miscellaneous rare,1,4,0.13117,0.1329855,124,125
unimod:1977,Unidentified modification of 301.9864 found in open search,1977,301.9865,Miscellaneous rare,1,3,0.017562666666666667,0.017917,287,290
unimod:556,Asp->Gly substitution,556,-58.005478,Amino acid substitutions,1,3,0.14845333333333333,0.143726,570,575
unimod:365,"Bruker Daltonics SERVA-ICPL(TM) quantification chemistry, light form",365,105.02146,Miscellaneous rare,1,4,0.11355375000000001,0.111984,7825,11551
unimod:1800,Carboxyethylpyrrole,1800,122.03678,Lipid adducts,1,1,0.261844,0.261844,1144,1437
unimod:1845,Azidophenylalanine,1845,41.001396,Miscellaneous rare,1,3,0.2419,0.241148,2469,2480
unimod:1973,Unidentified modification of 216.1002 found in open search,1973,216.09978,Miscellaneous rare,1,5,0.0658374,0.068116,18794,22156
unimod:1831,tris adduct causes 104 Da addition at asparagine-succinimide intermediate,1831,104.07115,Miscellaneous rare,1,5,0.16699599999999998,0.175377,9351,10239
unimod:361,oxidized Threonine biotinylated with biotin hydrazide,361,240.10448,Miscellaneous rare,1,6,0.1461083333333333,0.1459035,11602,12114
unimod:902,Reaction with dimethylarsinous (AsIII) acid,902,103.96072,Metal adducts,1,3,0.249768,0.249647,2248,2252
unimod:97,Acrylamide d3,97,74.05595,Miscellaneous rare,1,6,0.2842843333333333,0.28442449999999997,5273,5325
unimod:130,di-Iodination,130,251.79329,Miscellaneous rare,1,4,0.11117474999999999,0.093585,7786,8010
unimod:1392,Representative mass and accurate mass for 114,1392,217.16293,Miscellaneous rare,1,6,0.247985,0.235667,58291,99710
unimod:528,Deamidation followed by a methylation,528,14.999666,Miscellaneous rare,1,6,0.25771,0.2582915,21833,22359
unimod:1310,Propiophenone,1310,132.05751,Miscellaneous rare,1,6,0.12149783333333335,0.12669249999999999,6984,9019
unimod:1927,methylglyoxal-derived argpyrimidine,1927,80.026215,Miscellaneous rare,1,3,0.4212576666666667,0.420883,4717,7419
unimod:368,Dehydroalanine (from Cysteine),368,-33.98772,Miscellaneous rare,1,5,0.16622960000000003,0.16503,6309,6380
unimod:1021,Water quenched monolink of EGS cross-linker,1021,244.0583,Miscellaneous rare,1,4,0.34101675,0.33501800000000004,4864,5933
unimod:350,tryptophan oxidation to hydroxykynurenin,350,19.989828,Miscellaneous rare,1,4,0.23465400000000003,0.23456749999999998,1973,1998
unimod:253,Crotonaldehyde,253,70.04186,Lipid adducts,1,4,0.15987825,0.16331,3462,4584
unimod:1031,desthiobiotin modification of lysine,1031,196.12119,Crosslinkers/affinity,1,1,0.076797,0.076797,1040,1598
unimod:723,O-Dimethylphosphorylation,723,107.99763,Organophosphorus adducts,1,1,0.109262,0.109262,148,151
unimod:379,hypusine,379,87.06841,Miscellaneous rare,1,1,0.145002,0.145002,5233,5765
unimod:393,glucosylgalactosyl hydroxylysine,393,340.10056,Miscellaneous rare,1,2,0.1899775,0.1899775,3465,4165
unimod:534,Dibromo,534,155.82101,Miscellaneous rare,1,3,0.27884,0.33523,3279,3492
unimod:372,Ornithine from Arginine,372,-42.021797,Amino acid substitutions,1,3,0.18247066666666667,0.182794,5105,6444
unimod:52,Guanidination,52,42.021797,Miscellaneous rare,1,2,0.0839715,0.0839715,5694,6451
unimod:897,SILAC 15N(4),897,3.98814,SILAC labels,1,2,0.1329615,0.1329615,8360,9040
unimod:729,O-Isopropylmethylphosphonylation,729,120.03402,Organophosphorus adducts,1,3,0.08203700000000001,0.081656,6448,7665
unimod:747,Malonylation,747,86.0004,Miscellaneous rare,1,5,0.1969862,0.192845,44851,53267
unimod:1033,N-ethylmaleimide on selenocysteines,1033,172.99213,Cys alkylation,1,5,0.12218380000000002,0.120496,4345,4352
unimod:1913,glyoxal-derived AGE,1913,21.98435,Miscellaneous rare,1,3,0.10280133333333334,0.103628,10343,10375
unimod:725,O-Diethylphosphorylation,725,136.02893,Organophosphorus adducts,1,4,0.03010375,0.032738,953,1067
unimod:422,N-pyruvic acid 2-iminyl,422,70.00548,Miscellaneous rare,1,6,0.15988983333333331,0.16116599999999998,20257,30481
unimod:118,EDT-iodo-PEO-biotin,118,490.17422,Miscellaneous rare,1,6,0.11344633333333332,0.11343400000000001,1855,2406
unimod:1400,N-Acetylmuramic acid,1400,275.1005,Glycosylation,1,3,0.11083766666666667,0.110402,1762,1928
unimod:1313,Reduced acrolein addition +96,1313,96.05752,Lipid adducts,1,2,0.19211650000000002,0.19211650000000002,2530,3806
unimod:184,13C(9) Silac label,184,9.030193,SILAC labels,1,3,0.12657466666666664,0.128597,6692,6818
unimod:117,"Oxidized arginine biotinylated with biotin-LC-hydrazide, reduced",117,312.15076,Miscellaneous rare,1,3,0.13062266666666666,0.14067,16373,18924
unimod:1176,Pro->Tyr substitution,1176,66.01057,Amino acid substitutions,1,3,0.245744,0.228052,43440,45504
