source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD013234-Sample-11	homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	18	not available	not available	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF-X	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_L_GG193.raw	v1.1.0	HAMLET-agentic v0.1.0	polycythemia vera, healthy
PXD013234-Sample-12	homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	18	not available	not available	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF-X	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_L_GG195.raw	v1.1.0	HAMLET-agentic v0.1.0	polycythemia vera, healthy
PXD013234-Sample-13	homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	18	not available	not available	run 13	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF-X	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_L_GG198.raw	v1.1.0	HAMLET-agentic v0.1.0	polycythemia vera, healthy
PXD013234-Sample-14	homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	18	not available	not available	run 14	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF-X	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_L_GG205.raw	v1.1.0	HAMLET-agentic v0.1.0	polycythemia vera, healthy
PXD013234-Sample-15	homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	18	not available	not available	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF-X	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_L_GG207.raw	v1.1.0	HAMLET-agentic v0.1.0	polycythemia vera, healthy
PXD013234-Sample-16	homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	18	not available	not available	run 16	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF-X	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_L_GG218.raw	v1.1.0	HAMLET-agentic v0.1.0	polycythemia vera, healthy
PXD013234-Sample-17	homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	18	not available	not available	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF-X	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_L_GG219.raw	v1.1.0	HAMLET-agentic v0.1.0	polycythemia vera, healthy
PXD013234-Sample-18	homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	18	not available	not available	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF-X	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG191.raw	v1.1.0	HAMLET-agentic v0.1.0	polycythemia vera, healthy
PXD013234-Sample-19	homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	18	not available	not available	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF-X	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG193.raw	v1.1.0	HAMLET-agentic v0.1.0	polycythemia vera, healthy
PXD013234-Sample-20	homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	18	not available	not available	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF-X	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG194.raw	v1.1.0	HAMLET-agentic v0.1.0	polycythemia vera, healthy
PXD013234-Sample-21	homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	18	not available	not available	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF-X	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG198.raw	v1.1.0	HAMLET-agentic v0.1.0	polycythemia vera, healthy
PXD013234-Sample-22	homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	18	not available	not available	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF-X	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG205.raw	v1.1.0	HAMLET-agentic v0.1.0	polycythemia vera, healthy
PXD013234-Sample-23	homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	18	not available	not available	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF-X	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG207.raw	v1.1.0	HAMLET-agentic v0.1.0	polycythemia vera, healthy
PXD013234-Sample-24	homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	18	not available	not available	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF-X	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG209.raw	v1.1.0	HAMLET-agentic v0.1.0	polycythemia vera, healthy
PXD013234-Sample-25	homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	18	not available	not available	run 25	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF-X	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG214.raw	v1.1.0	HAMLET-agentic v0.1.0	polycythemia vera, healthy
PXD013234-Sample-26	homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	18	not available	not available	run 26	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF-X	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG215.raw	v1.1.0	HAMLET-agentic v0.1.0	polycythemia vera, healthy
PXD013234-Sample-27	homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	18	not available	not available	run 27	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF-X	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG216.raw	v1.1.0	HAMLET-agentic v0.1.0	polycythemia vera, healthy
PXD013234-Sample-28	homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	18	not available	not available	run 28	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF-X	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG218.raw	v1.1.0	HAMLET-agentic v0.1.0	polycythemia vera, healthy
PXD013234-Sample-29	homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	18	not available	not available	run 29	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF-X	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG220.raw	v1.1.0	HAMLET-agentic v0.1.0	polycythemia vera, healthy
PXD013234-Sample-30	homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	18	not available	not available	run 30	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF-X	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG221.raw	v1.1.0	HAMLET-agentic v0.1.0	polycythemia vera, healthy
