source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD005355-Sample-11	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	65	not available	not available	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite, Orbitrap Velos	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	Full Proteome Subtypes (FPA, FPB, FPC), Kinobeads Subtypes (KA, KB, KC), Consensus Molecular Subtypes (CMS)	9 ppm	13 ppm	orbitrap	00892_F04_P007589_B00_A00_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005355-Sample-12	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	65	not available	not available	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite, Orbitrap Velos	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	Full Proteome Subtypes (FPA, FPB, FPC), Kinobeads Subtypes (KA, KB, KC), Consensus Molecular Subtypes (CMS)	9 ppm	13 ppm	orbitrap	00892_G07_P007614_B00_A00_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005355-Sample-13	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	65	not available	not available	run 13	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite, Orbitrap Velos	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	Full Proteome Subtypes (FPA, FPB, FPC), Kinobeads Subtypes (KA, KB, KC), Consensus Molecular Subtypes (CMS)	9 ppm	13 ppm	orbitrap	00892_H07_P007615_B00_A00_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005355-Sample-14	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	65	not available	not available	run 14	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite, Orbitrap Velos	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	Full Proteome Subtypes (FPA, FPB, FPC), Kinobeads Subtypes (KA, KB, KC), Consensus Molecular Subtypes (CMS)	9 ppm	13 ppm	orbitrap	00915_A03_P007975_B00_A00_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005355-Sample-15	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	65	not available	not available	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite, Orbitrap Velos	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	Full Proteome Subtypes (FPA, FPB, FPC), Kinobeads Subtypes (KA, KB, KC), Consensus Molecular Subtypes (CMS)	9 ppm	13 ppm	orbitrap	00915_A04_P007983_B00_A00_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005355-Sample-16	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	65	not available	not available	run 16	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite, Orbitrap Velos	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	Full Proteome Subtypes (FPA, FPB, FPC), Kinobeads Subtypes (KA, KB, KC), Consensus Molecular Subtypes (CMS)	9 ppm	13 ppm	orbitrap	00915_B01_P007960_B00_A00_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005355-Sample-17	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	65	not available	not available	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite, Orbitrap Velos	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	Full Proteome Subtypes (FPA, FPB, FPC), Kinobeads Subtypes (KA, KB, KC), Consensus Molecular Subtypes (CMS)	9 ppm	13 ppm	orbitrap	00915_B02_P007968_B00_A00_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005355-Sample-18	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	65	not available	not available	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite, Orbitrap Velos	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	Full Proteome Subtypes (FPA, FPB, FPC), Kinobeads Subtypes (KA, KB, KC), Consensus Molecular Subtypes (CMS)	9 ppm	13 ppm	orbitrap	00915_B04_P007984_B00_A00_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005355-Sample-19	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	65	not available	not available	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite, Orbitrap Velos	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	Full Proteome Subtypes (FPA, FPB, FPC), Kinobeads Subtypes (KA, KB, KC), Consensus Molecular Subtypes (CMS)	9 ppm	13 ppm	orbitrap	00915_C01_P007961_B00_A00_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005355-Sample-20	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	65	not available	not available	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite, Orbitrap Velos	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	Full Proteome Subtypes (FPA, FPB, FPC), Kinobeads Subtypes (KA, KB, KC), Consensus Molecular Subtypes (CMS)	9 ppm	13 ppm	orbitrap	00915_C08_P008017_B00_A00_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005355-Sample-21	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	65	not available	not available	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite, Orbitrap Velos	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	Full Proteome Subtypes (FPA, FPB, FPC), Kinobeads Subtypes (KA, KB, KC), Consensus Molecular Subtypes (CMS)	9 ppm	13 ppm	orbitrap	00915_D05_P007994_B00_A00_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005355-Sample-22	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	65	not available	not available	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite, Orbitrap Velos	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	Full Proteome Subtypes (FPA, FPB, FPC), Kinobeads Subtypes (KA, KB, KC), Consensus Molecular Subtypes (CMS)	9 ppm	13 ppm	orbitrap	00915_E03_P007979_B00_A00_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005355-Sample-23	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	65	not available	not available	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite, Orbitrap Velos	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	Full Proteome Subtypes (FPA, FPB, FPC), Kinobeads Subtypes (KA, KB, KC), Consensus Molecular Subtypes (CMS)	9 ppm	13 ppm	orbitrap	00915_F02_P007972_B00_A00_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005355-Sample-24	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	65	not available	not available	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite, Orbitrap Velos	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	Full Proteome Subtypes (FPA, FPB, FPC), Kinobeads Subtypes (KA, KB, KC), Consensus Molecular Subtypes (CMS)	9 ppm	13 ppm	orbitrap	00915_F05_P007996_B00_A00_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005355-Sample-25	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	65	not available	not available	run 25	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite, Orbitrap Velos	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	Full Proteome Subtypes (FPA, FPB, FPC), Kinobeads Subtypes (KA, KB, KC), Consensus Molecular Subtypes (CMS)	9 ppm	13 ppm	orbitrap	00915_G03_P007981_B00_A00_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005355-Sample-26	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	65	not available	not available	run 26	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite, Orbitrap Velos	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	Full Proteome Subtypes (FPA, FPB, FPC), Kinobeads Subtypes (KA, KB, KC), Consensus Molecular Subtypes (CMS)	9 ppm	13 ppm	orbitrap	00915_H03_P007982_B00_A00_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005355-Sample-27	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	65	not available	not available	run 27	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite, Orbitrap Velos	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	Full Proteome Subtypes (FPA, FPB, FPC), Kinobeads Subtypes (KA, KB, KC), Consensus Molecular Subtypes (CMS)	9 ppm	13 ppm	orbitrap	00915_H06_P008006_B00_A00_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005355-Sample-28	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	65	not available	not available	run 28	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite, Orbitrap Velos	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	Full Proteome Subtypes (FPA, FPB, FPC), Kinobeads Subtypes (KA, KB, KC), Consensus Molecular Subtypes (CMS)	9 ppm	13 ppm	orbitrap	00915_H07_P008014_B00_A00_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
