source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD003977-Sample-11	homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F22F37_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-12	homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F23F38_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-13	homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 13	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F25F40_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-14	homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 14	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	30	3	NT=collision-induced dissociation;AC=MS:1000133	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F25F40_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-15	homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F27_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-16	homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 16	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F36_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-17	homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F37_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-18	homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_ET_F40_hybrid_151219140953.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-19	homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F14F29_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-20	homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	30	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F17F32_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-21	homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F20F35_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-22	homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F23F38_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-23	homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	30	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F23F38_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-24	homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	30	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_E_F24F39_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-25	homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 25	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_Trypsin_F13F28_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-26	homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 26	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	30	3	NT=collision-induced dissociation;AC=MS:1000133	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_Trypsin_F16F31_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-27	homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 27	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	30	3	NT=collision-induced dissociation;AC=MS:1000133	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_Trypsin_F17F32_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-28	homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 28	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	30	3	NT=collision-induced dissociation;AC=MS:1000133	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_Trypsin_F22F37_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-29	homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 29	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	30	3	not available	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_Trypsin_F23F38_hybrid.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
PXD003977-Sample-30	homo sapiens	breast	breast carcinoma	epithelial cell	MCF-7	not available	1	not available	not available	run 30	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	30	3	NT=collision-induced dissociation;AC=MS:1000133	protease (trypsin, elastase, Post Digest Mix), acquisition method (CHOPIN, Universal Method)	7 ppm	orbitrap	FL0026_RFI_261114_Deep_High_Trypsin_F24F39_uni.raw	v1.1.0	HAMLET-agentic v0.1.0	breast carcinoma
