source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD041681-Sample-11	homo sapiens	blood	covid-19, healthy	platelets	40	male	≥18 years of age	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Fusion Lumos	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	patient group (ICU, NW, healthy controls)	6 ppm	12 ppm	orbitrap	FLI13789.raw	v1.1.0	HAMLET-agentic v0.1.0	covid-19, healthy
PXD041681-Sample-12	homo sapiens	blood	covid-19, healthy	platelets	40	male	≥18 years of age	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Fusion Lumos	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	patient group (ICU, NW, healthy controls)	6 ppm	12 ppm	orbitrap	FLI13793.raw	v1.1.0	HAMLET-agentic v0.1.0	covid-19, healthy
PXD041681-Sample-13	homo sapiens	blood	covid-19, healthy	platelets	40	male	≥18 years of age	run 13	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Fusion Lumos	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	patient group (ICU, NW, healthy controls)	6 ppm	12 ppm	orbitrap	FLI13795.raw	v1.1.0	HAMLET-agentic v0.1.0	covid-19, healthy
PXD041681-Sample-14	homo sapiens	blood	covid-19, healthy	platelets	40	male	≥18 years of age	run 14	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Fusion Lumos	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	patient group (ICU, NW, healthy controls)	6 ppm	12 ppm	orbitrap	FLI13801.raw	v1.1.0	HAMLET-agentic v0.1.0	covid-19, healthy
PXD041681-Sample-15	homo sapiens	blood	covid-19, healthy	platelets	40	male	≥18 years of age	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Fusion Lumos	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	patient group (ICU, NW, healthy controls)	6 ppm	12 ppm	orbitrap	FLI13805.raw	v1.1.0	HAMLET-agentic v0.1.0	covid-19, healthy
PXD041681-Sample-16	homo sapiens	blood	covid-19, healthy	platelets	40	male	≥18 years of age	run 16	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Fusion Lumos	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	patient group (ICU, NW, healthy controls)	6 ppm	12 ppm	orbitrap	FLI13807.raw	v1.1.0	HAMLET-agentic v0.1.0	covid-19, healthy
PXD041681-Sample-17	homo sapiens	blood	covid-19, healthy	platelets	40	male	≥18 years of age	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Fusion Lumos	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	patient group (ICU, NW, healthy controls)	6 ppm	12 ppm	orbitrap	FLI13811.raw	v1.1.0	HAMLET-agentic v0.1.0	covid-19, healthy
PXD041681-Sample-18	homo sapiens	blood	covid-19, healthy	platelets	40	male	≥18 years of age	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Fusion Lumos	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	patient group (ICU, NW, healthy controls)	6 ppm	12 ppm	orbitrap	FLI13815.raw	v1.1.0	HAMLET-agentic v0.1.0	covid-19, healthy
PXD041681-Sample-19	homo sapiens	blood	covid-19, healthy	platelets	40	male	≥18 years of age	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Fusion Lumos	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	patient group (ICU, NW, healthy controls)	6 ppm	12 ppm	orbitrap	FLI13819.raw	v1.1.0	HAMLET-agentic v0.1.0	covid-19, healthy
PXD041681-Sample-20	homo sapiens	blood	covid-19, healthy	platelets	40	male	≥18 years of age	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Fusion Lumos	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	patient group (ICU, NW, healthy controls)	6 ppm	12 ppm	orbitrap	FLI13823.raw	v1.1.0	HAMLET-agentic v0.1.0	covid-19, healthy
PXD041681-Sample-21	homo sapiens	blood	covid-19, healthy	platelets	40	male	≥18 years of age	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Fusion Lumos	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	patient group (ICU, NW, healthy controls)	6 ppm	12 ppm	orbitrap	FLI13825.raw	v1.1.0	HAMLET-agentic v0.1.0	covid-19, healthy
PXD041681-Sample-22	homo sapiens	blood	covid-19, healthy	platelets	40	male	≥18 years of age	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Fusion Lumos	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	patient group (ICU, NW, healthy controls)	6 ppm	12 ppm	orbitrap	FLI13827.raw	v1.1.0	HAMLET-agentic v0.1.0	covid-19, healthy
PXD041681-Sample-23	homo sapiens	blood	covid-19, healthy	platelets	40	male	≥18 years of age	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Fusion Lumos	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	patient group (ICU, NW, healthy controls)	6 ppm	12 ppm	orbitrap	FLI13829.raw	v1.1.0	HAMLET-agentic v0.1.0	covid-19, healthy
PXD041681-Sample-24	homo sapiens	blood	covid-19, healthy	platelets	40	male	≥18 years of age	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Fusion Lumos	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	patient group (ICU, NW, healthy controls)	6 ppm	12 ppm	orbitrap	FLI13831.raw	v1.1.0	HAMLET-agentic v0.1.0	covid-19, healthy
PXD041681-Sample-25	homo sapiens	blood	covid-19, healthy	platelets	40	male	≥18 years of age	run 25	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Fusion Lumos	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	patient group (ICU, NW, healthy controls)	6 ppm	12 ppm	orbitrap	FLI13833.raw	v1.1.0	HAMLET-agentic v0.1.0	covid-19, healthy
PXD041681-Sample-26	homo sapiens	blood	covid-19, healthy	platelets	40	male	≥18 years of age	run 26	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Fusion Lumos	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	patient group (ICU, NW, healthy controls)	6 ppm	12 ppm	orbitrap	FLI13835.raw	v1.1.0	HAMLET-agentic v0.1.0	covid-19, healthy
PXD041681-Sample-27	homo sapiens	blood	covid-19, healthy	platelets	40	male	≥18 years of age	run 27	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Fusion Lumos	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	patient group (ICU, NW, healthy controls)	6 ppm	12 ppm	orbitrap	FLI13837.raw	v1.1.0	HAMLET-agentic v0.1.0	covid-19, healthy
PXD041681-Sample-28	homo sapiens	blood	covid-19, healthy	platelets	40	male	≥18 years of age	run 28	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Fusion Lumos	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	patient group (ICU, NW, healthy controls)	6 ppm	12 ppm	orbitrap	FLI13839.raw	v1.1.0	HAMLET-agentic v0.1.0	covid-19, healthy
PXD041681-Sample-29	homo sapiens	blood	covid-19, healthy	platelets	40	male	≥18 years of age	run 29	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Fusion Lumos	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	patient group (ICU, NW, healthy controls)	6 ppm	12 ppm	orbitrap	FLI13841.raw	v1.1.0	HAMLET-agentic v0.1.0	covid-19, healthy
PXD041681-Sample-30	homo sapiens	blood	covid-19, healthy	platelets	40	male	≥18 years of age	run 30	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Fusion Lumos	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	patient group (ICU, NW, healthy controls)	6 ppm	12 ppm	orbitrap	FLI13843.raw	v1.1.0	HAMLET-agentic v0.1.0	covid-19, healthy
