pxd	characteristics[age]	characteristics[enrichment process]	comment[alkylation reagent]	comment[reduction reagent]	factor value[experimental design]	factor value[disease]	comment[proteomics data acquisition method]	comment[cleavage agent details]	characteristics[biological replicate]	comment[fragment mass tolerance]	technology type	characteristics[sex]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	characteristics[cell line]	characteristics[cell type]	characteristics[organism part]	characteristics[disease]	comment[technical replicate]	comment[dissociation method]	comment[modification parameters]	comment[fraction identifier]	comment[label]	comment[instrument]	characteristics[organism]
PXD005463	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	NA	0.000000	0.000000	0.000000	0.000000	1.000000	NA	1.000000	4.000000	1.000000	1.000000
PXD006003	0.600000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.600000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	NA	1.000000	1.633333	1.000000	0.233333
PXD006195	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NA	1.000000	0.000000	0.000000	1.000000	NA	1.000000	4.000000	1.000000	1.000000
PXD006233	1.000000	NA	NA	NA	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	1.000000	0.000000	1.000000	NA	NA	1.000000	1.000000	1.000000	0.000000	NA	1.000000	1.000000	1.000000	1.000000
PXD006401	0.428571	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.428571	0.000000	1.000000	NA	NA	1.000000	0.000000	1.000000	0.000000	NA	1.000000	1.000000	1.000000	1.000000
PXD006675	0.200000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.700000	1.000000	0.000000	1.000000	0.000000	1.000000	NA	0.166667	1.000000	1.000000	1.000000	0.000000	NA	1.000000	1.000000	1.000000	1.000000
PXD007555	1.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	NA	NA	1.000000	1.000000	0.000000	1.000000	NA	1.000000	1.000000	1.000000	1.000000
PXD008722	1.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	NA	NA	2.000000	1.000000	1.000000	0.000000	NA	1.000000	1.000000	1.000000	1.000000
PXD008840	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	NA	0.000000	0.000000	0.000000	1.000000	NA	0.000000	1.000000	1.000000	0.000000	1.000000	NA	1.000000	1.000000	1.000000	1.000000
PXD008934	1.000000	NA	NA	NA	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	NA	1.000000	1.000000	1.000000	1.000000	0.000000	NA	1.000000	1.000000	1.000000	1.000000
PXD009630	0.000000	NA	NA	NA	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	NA	0.000000	0.966667	0.666667	0.000000	1.000000	NA	1.000000	1.000000	1.000000	1.000000
PXD009815	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	NA	NA	0.000000	0.000000	1.000000	0.000000	NA	1.000000	1.000000	1.000000	1.000000
PXD010603	1.000000	NA	NA	NA	0.000000	1.000000	0.000000	1.000000	0.000000	NA	0.000000	1.000000	0.000000	1.000000	NA	0.000000	1.000000	1.000000	1.000000	0.000000	NA	1.000000	1.000000	1.000000	1.000000
PXD011175	0.214286	NA	NA	NA	0.000000	0.000000	0.000000	2.000000	1.000000	1.000000	0.000000	0.214286	0.000000	1.000000	NA	NA	1.000000	1.000000	1.000000	1.000000	NA	1.000000	1.000000	2.000000	1.000000
PXD011799	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	NA	0.000000	1.000000	1.000000	1.000000	0.000000	NA	1.000000	10.000000	1.000000	1.000000
PXD012203	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	NA	NA	2.000000	3.000000	0.000000	0.000000	NA	1.000000	4.000000	1.000000	1.000000
PXD012255	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	NA	1.000000	1.000000	1.000000	1.000000
PXD012755	1.000000	NA	NA	NA	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	NA	NA	1.000000	1.000000	1.000000	0.000000	NA	1.000000	1.000000	1.000000	1.000000
PXD013234	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	2.100000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	NA	0.000000	1.000000	1.000000	1.000000	1.000000	NA	0.000000	1.000000	1.000000	1.000000
PXD013523	2.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	NA	NA	1.000000	1.000000	1.000000	0.000000	NA	1.000000	1.000000	1.000000	1.000000
PXD013765	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	2.000000	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	0.000000	NA	1.000000	1.000000	1.000000	1.000000
PXD013923	1.000000	NA	NA	NA	0.000000	0.000000	0.000000	2.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	0.000000	0.000000	NA	1.000000	3.000000	1.000000	1.000000
PXD014528	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	2.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	NA	1.000000	1.000000	1.000000	1.000000
PXD015957	1.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	1.000000	NA	1.000000	1.000000	1.000000	1.000000
PXD016002	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.133333	0.000000	0.000000	NA	NA	1.000000	2.000000	0.000000	0.000000	NA	1.066667	6.000000	1.000000	1.000000
PXD016837	1.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	NA	1.000000	1.000000	1.000000	1.000000
PXD017201	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NA	NA	1.000000	1.000000	0.000000	1.000000	NA	1.000000	10.000000	1.000000	1.000000
PXD018117	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	NA	1.000000	1.000000	1.000000	1.000000
PXD019113	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.766667	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	0.000000	1.000000	NA	1.000000	1.000000	1.000000	1.000000
PXD019394	1.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	NA	1.000000	1.000000	1.000000	1.000000	0.000000	NA	1.000000	1.000000	1.000000	1.000000
PXD036832	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	0.000000	NA	0.000000	1.000000	1.000000	1.000000	0.000000	NA	1.000000	1.000000	1.000000	1.000000
PXD049224	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	2.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	NA	NA	1.000000	1.000000	0.000000	0.000000	2.000000	1.000000	1.000000	1.000000	1.000000
PXD054113	0.000000	NA	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	NA	1.000000	1.000000	0.000000	NA	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000
PXD054186	0.500000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	NA	1.000000	1.000000	0.000000	NA	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	4.000000	1.000000	1.000000	1.000000	1.000000
PXD054332	1.000000	NA	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	NA	1.000000	1.000000	0.000000	NA	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	3.000000	1.000000	1.000000	1.000000	1.000000
PXD068894	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	1.833333	0.000000	0.000000	0.000000	0.000000	NA	NA	0.000000	1.000000	0.000000	1.666667	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000
