pxd	characteristics[age]	characteristics[enrichment process]	comment[alkylation reagent]	comment[reduction reagent]	factor value[experimental design]	factor value[disease]	comment[proteomics data acquisition method]	comment[cleavage agent details]	characteristics[biological replicate]	comment[fragment mass tolerance]	technology type	characteristics[sex]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	characteristics[cell line]	characteristics[cell type]	characteristics[organism part]	characteristics[disease]	comment[technical replicate]	comment[dissociation method]	comment[modification parameters]	comment[fraction identifier]	comment[label]	comment[instrument]	characteristics[organism]
PXD003668	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	2.000000	0.633333	0.000000	0.000000	0.000000	0.000000	0.000000	0.900000	0.000000	0.033333	0.033333	0.000000	0.000000	NA	0.000000	0.000000	1.000000	0.000000
PXD003977	1.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.800000	0.000000	NA	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	NA	1.000000	1.000000	0.000000	0.000000
PXD004143	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	NA	NA	0.000000	0.000000	0.000000	0.000000	NA	1.000000	0.000000	1.000000	0.000000
PXD004242	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	2.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	NA	NA	1.000000	1.000000	0.666667	0.000000	NA	0.000000	0.000000	0.000000	0.000000
PXD004682	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	NA	NA	1.000000	0.466667	0.500000	0.000000	NA	0.966667	0.000000	0.000000	0.000000
PXD004683	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	NA	NA	0.000000	0.000000	0.500000	0.000000	NA	0.933333	4.000000	0.000000	0.000000
PXD004684	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	NA	NA	1.000000	0.533333	0.533333	0.000000	NA	1.000000	0.000000	0.000000	0.000000
PXD004987	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	NA	0.000000	1.000000	0.000000	0.000000	0.000000	NA	0.000000	1.000000	0.000000	0.000000
PXD005354	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	NA	0.900000	0.000000	1.000000	0.000000
PXD005355	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	NA	0.000000	0.000000	1.000000	0.000000
PXD005445	0.366667	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.366667	0.000000	0.000000	NA	NA	0.000000	1.000000	0.000000	0.000000	NA	0.533333	0.000000	0.000000	0.000000
PXD005463	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	NA	0.000000	0.000000	0.000000	0.000000	1.000000	NA	1.000000	4.000000	1.000000	1.000000
PXD006003	0.600000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.600000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	NA	0.800000	1.000000	0.000000	0.233333
PXD006195	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NA	1.000000	0.000000	0.000000	1.000000	NA	0.000000	4.000000	0.000000	0.000000
PXD006233	1.000000	NA	NA	NA	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	1.000000	0.000000	1.000000	NA	NA	1.000000	1.000000	0.000000	0.000000	NA	1.000000	0.000000	1.000000	0.000000
PXD006401	0.428571	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	NA	NA	1.000000	0.000000	0.964286	0.000000	NA	0.000000	0.000000	0.000000	1.000000
PXD006675	0.200000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.500000	1.000000	0.000000	0.000000	0.000000	1.000000	NA	0.166667	0.000000	1.000000	1.000000	0.000000	NA	0.966667	0.000000	0.000000	0.000000
PXD007555	1.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	NA	NA	0.000000	1.000000	0.000000	1.000000	NA	0.000000	0.000000	0.000000	0.000000
PXD008722	1.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.866667	0.000000	0.000000	0.000000	0.000000	0.000000	NA	NA	1.000000	1.000000	0.000000	0.000000	NA	0.833333	0.000000	0.000000	0.000000
PXD008840	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	NA	0.000000	0.000000	0.000000	1.000000	NA	0.000000	0.000000	1.000000	0.000000	0.866667	NA	0.833333	1.000000	1.000000	0.000000
PXD008934	1.000000	NA	NA	NA	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	NA	1.000000	1.000000	1.000000	0.000000	0.000000	NA	0.000000	0.000000	0.000000	0.000000
PXD009630	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	NA	0.000000	0.966667	0.666667	0.000000	0.000000	NA	0.000000	0.000000	0.000000	0.000000
PXD009815	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	NA	NA	0.000000	0.000000	0.733333	0.000000	NA	0.000000	0.000000	0.000000	0.000000
PXD010603	1.000000	NA	NA	NA	0.000000	0.266667	0.000000	1.000000	0.000000	NA	0.000000	1.000000	0.000000	1.000000	NA	0.000000	1.000000	0.266667	0.000000	0.000000	NA	0.933333	1.000000	0.000000	0.000000
PXD011175	0.214286	NA	NA	NA	0.000000	0.000000	0.000000	2.000000	1.000000	1.000000	0.000000	0.214286	0.000000	1.000000	NA	NA	1.000000	0.000000	0.821429	0.000000	NA	0.964286	0.000000	2.000000	0.000000
PXD011799	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	NA	0.000000	1.000000	1.000000	0.000000	0.000000	NA	0.933333	10.000000	0.000000	0.000000
PXD012203	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.566667	1.000000	0.000000	0.000000	0.000000	1.000000	NA	NA	1.000000	2.000000	0.000000	0.000000	NA	1.000000	4.000000	0.000000	0.000000
PXD012255	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NA	1.000000	0.000000	0.000000	0.000000
PXD012755	1.000000	NA	NA	NA	0.000000	0.481481	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	NA	NA	1.000000	0.481481	0.000000	0.000000	NA	0.000000	1.000000	0.000000	0.000000
PXD013234	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	2.100000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NA	0.000000	1.000000	0.433333	1.000000	0.000000	NA	0.000000	0.000000	0.000000	0.000000
PXD013523	2.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	NA	NA	0.000000	0.633333	0.000000	0.000000	NA	0.833333	0.000000	0.000000	0.000000
PXD013765	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	2.000000	0.700000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.600000	0.000000	NA	1.000000	0.000000	0.000000	0.000000
PXD013923	1.000000	NA	NA	NA	0.000000	0.000000	0.000000	2.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	0.000000	0.000000	NA	1.000000	3.000000	0.000000	0.000000
PXD014528	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.633333	0.000000	NA	0.000000	0.000000	1.000000	0.000000
PXD015957	1.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.666667	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	NA	0.000000	0.000000	0.000000	0.000000
PXD016002	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.133333	0.000000	0.000000	NA	NA	1.000000	1.000000	0.000000	0.000000	NA	1.000000	6.000000	0.000000	0.000000
PXD016837	1.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	NA	0.875000	1.000000	0.000000	0.000000
PXD017201	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NA	NA	1.000000	0.000000	0.000000	0.000000	NA	1.000000	10.000000	0.000000	0.000000
PXD018117	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.733333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NA	0.000000	0.000000	0.000000	0.000000
PXD019113	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.766667	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	NA	0.000000	0.000000	0.000000	0.000000
PXD019394	1.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	NA	1.000000	1.000000	0.000000	0.866667	0.000000	NA	0.866667	1.000000	1.000000	0.000000
PXD036832	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	NA	0.000000	1.000000	0.526316	0.368421	0.000000	NA	0.947368	0.000000	0.000000	0.000000
PXD049224	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	NA	NA	1.000000	1.000000	0.000000	0.000000	2.000000	0.000000	0.000000	0.000000	0.000000
PXD054113	0.000000	NA	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	NA	0.000000	1.000000	0.000000	NA	1.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000
PXD054186	0.500000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	NA	0.000000	1.000000	0.000000	NA	1.000000	0.000000	1.000000	1.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000
PXD054332	1.000000	NA	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	NA	0.000000	1.000000	0.000000	NA	1.000000	0.000000	1.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	1.000000
PXD068894	0.000000	NA	NA	NA	0.000000	0.000000	0.000000	1.000000	1.833333	0.000000	0.000000	0.000000	0.000000	NA	NA	0.000000	1.000000	0.000000	0.833333	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
