pxd	characteristics[age]	characteristics[enrichment process]	comment[alkylation reagent]	comment[reduction reagent]	factor value[experimental design]	factor value[disease]	comment[proteomics data acquisition method]	comment[cleavage agent details]	characteristics[biological replicate]	comment[fragment mass tolerance]	technology type	characteristics[sex]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	characteristics[cell line]	characteristics[cell type]	characteristics[organism part]	characteristics[disease]	comment[technical replicate]	comment[dissociation method]	comment[modification parameters]	comment[fraction identifier]	comment[label]	comment[instrument]	characteristics[organism]
PXD006003	0.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	NA	0.800000	0.366667	0.000000	1.000000
PXD006195	0.000000	NA	NA	NA	1.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	NA	0.000000	0.000000	1.000000	0.321429	NA	0.000000	0.000000	0.000000	0.000000
PXD006233	0.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	NA	NA	1.000000	1.000000	0.000000	1.000000	NA	1.000000	0.000000	1.000000	0.000000
PXD006401	1.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.571429	1.000000	1.000000	NA	NA	1.000000	1.000000	0.964286	1.000000	NA	0.000000	0.000000	0.000000	1.000000
PXD006675	1.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	0.800000	1.000000	1.000000	0.000000	1.000000	1.000000	NA	1.000000	0.000000	1.000000	1.000000	1.000000	NA	0.966667	0.000000	0.000000	0.000000
PXD007555	1.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	NA	NA	0.000000	1.000000	1.000000	1.000000	NA	0.000000	0.000000	0.000000	0.000000
PXD008722	1.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	0.866667	1.000000	1.000000	0.000000	1.000000	1.000000	NA	NA	0.000000	1.000000	0.000000	1.000000	NA	0.833333	0.000000	0.000000	0.000000
PXD008840	0.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	1.000000	NA	1.000000	0.000000	1.000000	1.000000	NA	1.000000	0.000000	1.000000	1.000000	0.000000	NA	0.833333	0.000000	1.000000	0.000000
PXD008934	0.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	NA	1.000000	1.000000	1.000000	0.000000	1.000000	NA	0.000000	0.000000	0.000000	0.000000
PXD009630	1.000000	NA	NA	NA	1.000000	1.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	NA	1.000000	1.000000	1.000000	1.000000	0.000000	NA	0.000000	0.000000	0.000000	0.000000
PXD009815	0.000000	NA	NA	NA	1.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	1.000000	0.000000	NA	NA	0.000000	0.000000	0.733333	1.000000	NA	0.000000	0.000000	0.000000	0.000000
PXD010603	1.000000	NA	NA	NA	1.000000	0.266667	1.000000	0.000000	1.000000	NA	1.000000	0.000000	1.000000	1.000000	NA	1.000000	1.000000	0.266667	0.000000	0.000000	NA	0.933333	1.000000	0.000000	0.000000
PXD011175	0.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	NA	NA	1.000000	0.000000	0.821429	0.000000	NA	0.964286	0.000000	1.000000	0.000000
PXD011799	0.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	NA	1.000000	1.000000	1.000000	0.000000	1.000000	NA	0.933333	0.000000	0.000000	0.000000
PXD012203	1.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	0.566667	1.000000	1.000000	1.000000	1.000000	1.000000	NA	NA	0.000000	0.000000	1.000000	1.000000	NA	1.000000	0.000000	0.000000	0.000000
PXD012255	0.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	NA	1.000000	0.000000	0.000000	0.000000
PXD012755	0.000000	NA	NA	NA	1.000000	0.481481	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	NA	NA	1.000000	0.481481	0.000000	1.000000	NA	0.000000	1.000000	0.000000	0.000000
PXD013234	0.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	1.000000	NA	1.000000	1.000000	0.433333	1.000000	0.000000	NA	1.000000	0.000000	0.000000	0.000000
PXD013523	0.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	NA	NA	0.000000	0.633333	0.000000	1.000000	NA	0.833333	0.000000	0.000000	0.000000
PXD013765	0.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	0.700000	1.000000	1.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.600000	1.000000	NA	1.000000	0.000000	0.000000	0.000000
PXD013923	0.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	NA	1.000000	1.000000	0.000000	0.000000
PXD014528	0.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	1.000000	0.633333	1.000000	NA	0.000000	0.000000	1.000000	0.000000
PXD015957	0.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	0.666667	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	NA	0.000000	0.000000	0.000000	0.000000
PXD016002	0.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	NA	NA	1.000000	0.000000	1.000000	1.000000	NA	0.933333	0.000000	0.000000	0.000000
PXD016837	0.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	1.000000	NA	0.875000	1.000000	0.000000	0.000000
PXD017201	0.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	NA	NA	1.000000	0.000000	1.000000	0.000000	NA	1.000000	0.000000	0.000000	0.000000
PXD018117	0.000000	NA	NA	NA	1.000000	0.000000	1.000000	0.000000	0.733333	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	0.000000	0.000000	1.000000	1.000000	NA	0.000000	0.000000	0.000000	0.000000
PXD019113	0.000000	NA	NA	NA	1.000000	1.000000	0.233333	0.000000	1.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	0.000000	1.000000	1.000000	0.000000	NA	0.000000	0.000000	0.000000	0.000000
PXD019394	1.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	NA	1.000000	1.000000	0.000000	0.866667	0.600000	NA	0.866667	0.000000	1.000000	0.000000
PXD036832	1.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	NA	1.000000	1.000000	0.526316	0.368421	1.000000	NA	0.947368	0.000000	0.000000	0.000000
PXD049224	0.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	NA	NA	1.000000	1.000000	1.000000	1.000000	5.000000	0.000000	0.000000	0.000000	0.000000
PXD054113	0.000000	NA	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	1.000000	NA	0.000000	0.000000	1.000000	NA	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	3.000000	0.000000	1.000000	1.000000	1.000000
PXD054186	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	1.000000	NA	0.000000	0.000000	1.000000	NA	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	1.000000
PXD054332	0.000000	NA	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	NA	0.000000	0.000000	1.000000	NA	1.000000	0.000000	1.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000
PXD068894	1.000000	NA	NA	NA	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	NA	NA	1.000000	1.000000	1.000000	0.166667	1.000000	1.000000	0.000000	0.000000	1.000000	0.000000
