source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD030403-Sample-11	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0154_10.1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-12	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0155_11.1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-13	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0157_14.3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-14	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0158_13.3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-15	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0160_13.2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-16	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0162_14.1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-17	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0163_13.1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-18	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0164_12.1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-19	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0167_1.3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-20	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0168_1.2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-21	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0169_2.2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-22	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0170_3.2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-23	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0171_4.2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-24	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0173_6.2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-25	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0175_1.2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-26	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0176_3.1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-27	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0177_4.1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-28	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0178_5.1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-29	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0182_3.3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-30	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0184_5.3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-31	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0143_7.2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-32	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0150_9.2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-33	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0151_10.2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-34	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0172_5.2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-35	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0183_4.3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-36	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0152_11.2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-37	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0181_2.3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-38	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0174_1.1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-39	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0179_6.1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-40	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0159_12.3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-41	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0161_12.2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD030403-Sample-42	Homo sapiens	thyroid	normal	epithelial cell	Nthy-ORI	not available	not available	not available	not available	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wildtype TRβ, TRβPV, TRβGS125), treatment (10 nM T3, vehicle)	not available	7 ppm	8 ppm	orbitrap	qe_2020_0185_6.3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
