source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD017035-Sample-19	anaerostipes caccae, bacteroides thetaiotaomicron, bifidobacterium longum, blautia producta, clostridium butyricum, clostridium ramosum, escherichia coli, lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	7 ppm	9 ppm	orbitrap	d4_12_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-20	anaerostipes caccae, bacteroides thetaiotaomicron, bifidobacterium longum, blautia producta, clostridium butyricum, clostridium ramosum, escherichia coli, lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	7 ppm	9 ppm	orbitrap	d4_48_hTT_I.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-21	anaerostipes caccae, bacteroides thetaiotaomicron, bifidobacterium longum, blautia producta, clostridium butyricum, clostridium ramosum, escherichia coli, lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	7 ppm	9 ppm	orbitrap	d5_48_hTT_I.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-22	anaerostipes caccae, bacteroides thetaiotaomicron, bifidobacterium longum, blautia producta, clostridium butyricum, clostridium ramosum, escherichia coli, lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	7 ppm	9 ppm	orbitrap	d5_48_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-23	anaerostipes caccae, bacteroides thetaiotaomicron, bifidobacterium longum, blautia producta, clostridium butyricum, clostridium ramosum, escherichia coli, lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	7 ppm	9 ppm	orbitrap	d7_12_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-24	anaerostipes caccae, bacteroides thetaiotaomicron, bifidobacterium longum, blautia producta, clostridium butyricum, clostridium ramosum, escherichia coli, lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	7 ppm	9 ppm	orbitrap	d7_48_hTT_I.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-25	anaerostipes caccae, bacteroides thetaiotaomicron, bifidobacterium longum, blautia producta, clostridium butyricum, clostridium ramosum, escherichia coli, lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 25	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	7 ppm	9 ppm	orbitrap	d7_48_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-26	anaerostipes caccae, bacteroides thetaiotaomicron, bifidobacterium longum, blautia producta, clostridium butyricum, clostridium ramosum, escherichia coli, lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 26	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	7 ppm	9 ppm	orbitrap	d8_12_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-27	anaerostipes caccae, bacteroides thetaiotaomicron, bifidobacterium longum, blautia producta, clostridium butyricum, clostridium ramosum, escherichia coli, lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 27	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	7 ppm	9 ppm	orbitrap	d8_24_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-28	anaerostipes caccae, bacteroides thetaiotaomicron, bifidobacterium longum, blautia producta, clostridium butyricum, clostridium ramosum, escherichia coli, lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 28	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	7 ppm	9 ppm	orbitrap	d8_48_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-29	anaerostipes caccae, bacteroides thetaiotaomicron, bifidobacterium longum, blautia producta, clostridium butyricum, clostridium ramosum, escherichia coli, lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 29	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	7 ppm	9 ppm	orbitrap	d9_24_hTT_I.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-30	anaerostipes caccae, bacteroides thetaiotaomicron, bifidobacterium longum, blautia producta, clostridium butyricum, clostridium ramosum, escherichia coli, lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 30	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	7 ppm	9 ppm	orbitrap	d9_24_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
