source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD010357-Sample-18	homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 18	proteomic profiling by mass spectrometry	data-independent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	5 ppm	10 ppm	orbitrap	20160311_Haura-SCC-PG-06S15092283-DIA.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010357-Sample-19	homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 19	proteomic profiling by mass spectrometry	data-independent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	5 ppm	10 ppm	orbitrap	20160311_Haura-SCC-PG-06S15101119-DIA.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010357-Sample-20	homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 20	proteomic profiling by mass spectrometry	data-independent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	5 ppm	10 ppm	orbitrap	20160311_Haura-SCC-PG-06S15101173-DIA.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010357-Sample-21	homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 21	proteomic profiling by mass spectrometry	data-independent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	5 ppm	10 ppm	orbitrap	20160311_Haura-SCC-PG-06S15101176-DIA.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010357-Sample-22	homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 22	proteomic profiling by mass spectrometry	data-independent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	5 ppm	10 ppm	orbitrap	20160315_Haura-SCC-PG-06S15092287-DIA.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010357-Sample-23	homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 23	proteomic profiling by mass spectrometry	data-independent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	5 ppm	10 ppm	orbitrap	20160315_Haura-SCC-PG-06S15092303-DIA.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010357-Sample-24	homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 24	proteomic profiling by mass spectrometry	data-independent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	5 ppm	10 ppm	orbitrap	20160315_Haura-SCC-PG-06S15101130-DIA.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010357-Sample-25	homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 25	proteomic profiling by mass spectrometry	data-independent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	5 ppm	10 ppm	orbitrap	20160315_Haura-SCC-PG-06S15101185-DIA.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010357-Sample-26	homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 26	proteomic profiling by mass spectrometry	data-independent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	5 ppm	10 ppm	orbitrap	20160315_Koomen-SCC-Pool-run18.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010357-Sample-27	homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 27	proteomic profiling by mass spectrometry	data-independent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	5 ppm	10 ppm	orbitrap	20160316_Haura-SCC-PG-06S15092276-DIA.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010357-Sample-28	homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 28	proteomic profiling by mass spectrometry	data-independent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	5 ppm	10 ppm	orbitrap	20160316_Haura-SCC-PG-06S15101150-DIA.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010357-Sample-29	homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 29	proteomic profiling by mass spectrometry	data-independent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	5 ppm	10 ppm	orbitrap	20160316_Haura-SCC-PG-06S15101154-DIA.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010357-Sample-30	homo sapiens	lung	squamous cell lung cancer	108	not available	mean age = 69.1	run 30	proteomic profiling by mass spectrometry	data-independent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	5 ppm	10 ppm	orbitrap	20160316_Koomen-SCC-Pool-run20.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
