source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD010429-Sample-11	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT11-fx04-run2.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-12	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT11-fx12-run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-13	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 13	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT12-2-Fx01-run2.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-14	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 14	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT12-2-Fx08-run2.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-15	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT13-2_fx08-Run2.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-16	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 16	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT14-2_fx04_Run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-17	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT14-2_fx04_Run2.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-18	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT15-2-Fx07-run2.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-19	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT18-2_fx03_Run2.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-20	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT19-2_fx07_Run2.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-21	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT19-2_fx08_Run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-22	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT21-2-fx03-run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-23	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT22-2-fx10-run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-24	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT23-2-fx11-run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-25	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 25	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT26-fx01-run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-26	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 26	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT26-fx02-run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-27	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 27	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT26-fx04-run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-28	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 28	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT26-fx09-run2.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-29	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 29	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT27-fx06-run2.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-30	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 30	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT29-fx02-run2.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
