source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000202-Sample-11	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110317_OV3_P3_BH_HA_SA1_05_110318144238.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-12	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110317_OV3_P3_BH_HA_SA1_06.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-13	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110317_OV3_P3_BH_HA_SA1_07.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-14	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110317_OV3_P3_BH_HA_SA1_09.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-15	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110318_OV3_P3_BH_HA_SA2_03.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-16	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110318_OV3_P3_BH_HA_SA2_08.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-17	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110318_OV3_P3_BH_HA_SA2_09_110320172044.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-18	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110318_OV3_P3_BH_HA_SA2_10.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-19	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110318_OV3_P3_BH_HA_SA3_01.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-20	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110318_OV3_P3_BH_HA_SA3_02.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-21	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110318_OV3_P3_BH_HA_SA3_03.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-22	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110318_OV3_P3_BH_HA_SA3_04.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-23	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110318_OV3_P3_BH_HA_SA3_07.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-24	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110318_OV3_P3_BH_HA_SA3_10.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-25	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110224_OV3_P3_BH_HA_SACO_2_1.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-26	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110224_OV3_P3_BH_HA_SACO_2_4.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-27	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110224_OV3_P3_BH_HA_SACO_1_6.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-28	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110318_OV3_P3_BH_HA_SA2_06.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-29	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110318_OV3_P3_BH_HA_SA2_04.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-30	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110318_OV3_P3_BH_HA_SA3_06.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-31	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110318_OV3_P3_BH_HA_SA2_07.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
PXD000202-Sample-32	Haloferax volcanii	membrane, cytoplasm	mutant	planktonic cells, sessile cells	not available	not available	not available	run 32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	LTQ Orbitrap Velos, Q Exactive Plus, LTQ Orbitrap Elite, TripleTOF 5600+, LTQ Orbitrap XL, Q Exactive HF	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth state (planktonic, sessile/biofilm), cell density (OD600 0.08, 0.3, 0.8), and time (24, 48, 72 h)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	0.3 m/z	orbitrap	110224_OV3_P3_BH_HA_SACO_1_10.raw	v1.1.0	HAMLET-agentic v2.1.0	mutant
