source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000005-Sample-12	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr03.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-13	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr10.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-14	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr10.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-15	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr10.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-16	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr10.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-17	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr10.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-18	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr10.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-19	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr17.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-20	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr17.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-21	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr17.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-22	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr17.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-23	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr17.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-24	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr17.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-25	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr21.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-26	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr21.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-27	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr21.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-28	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr21.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-29	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr21.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-30	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr21.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-31	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr36.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-32	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr36.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-33	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr36.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-34	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr36.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-35	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr36.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-36	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr36.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-37	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr39.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-38	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT127	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr39.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-39	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT128	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr39.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-40	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT129	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr39.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-41	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT130	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr39.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-42	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT131	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr39.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
PXD000005-Sample-43	Homo sapiens	colon	colorectal carcinoma	epithelial cell	HCT116, HEK293, U2OS, MDA-231	not available	not available	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	TMT126	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	genotype (FBW7 WT, FBW7 KO)	NT=TMTpro;AC=UNIMOD:737;MT=Variable;TA=K	orbitrap	Azadeh_Cdc4-WTvsKO_cytosol_250ugIPG-37-49_TMT_fr48.raw	v1.1.0	HAMLET-agentic v2.1.0	colorectal carcinoma
