source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000414-Sample-13	Saccharomyces cerevisiae	not available	not available	yeast cells	Σ1278b	not available	not available	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (wild-type, sks1-K39R)	not available	7 ppm	1 m/z	orbitrap	yeast1_scx07.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000414-Sample-14	Saccharomyces cerevisiae	not available	not available	yeast cells	Σ1278b	not available	not available	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (wild-type, sks1-K39R)	not available	7 ppm	1 m/z	orbitrap	yeast1_scx07_control.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000414-Sample-15	Saccharomyces cerevisiae	not available	not available	yeast cells	Σ1278b	not available	not available	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	not available	genotype (wild-type, sks1-K39R)	not available	7 ppm	1 m/z	orbitrap	yeast1_scx08_2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000414-Sample-16	Saccharomyces cerevisiae	not available	not available	yeast cells	Σ1278b	not available	not available	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	not available	genotype (wild-type, sks1-K39R)	not available	7 ppm	1 m/z	orbitrap	yeast1_scx08_control.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000414-Sample-17	Saccharomyces cerevisiae	not available	not available	yeast cells	Σ1278b	not available	not available	not available	not available	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (wild-type, sks1-K39R)	not available	7 ppm	1 m/z	orbitrap	yeast1_scx09_2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000414-Sample-18	Saccharomyces cerevisiae	not available	not available	yeast cells	Σ1278b	not available	not available	not available	not available	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (wild-type, sks1-K39R)	not available	7 ppm	1 m/z	orbitrap	yeast1_scx09_control.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000414-Sample-19	Saccharomyces cerevisiae	not available	not available	yeast cells	Σ1278b	not available	not available	not available	not available	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (wild-type, sks1-K39R)	not available	7 ppm	1 m/z	orbitrap	yeast1_scx10.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000414-Sample-20	Saccharomyces cerevisiae	not available	not available	yeast cells	Σ1278b	not available	not available	not available	not available	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (wild-type, sks1-K39R)	not available	7 ppm	1 m/z	orbitrap	yeast1_scx10_control.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000414-Sample-21	Saccharomyces cerevisiae	not available	not available	yeast cells	Σ1278b	not available	not available	not available	not available	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (wild-type, sks1-K39R)	not available	7 ppm	1 m/z	orbitrap	yeast1_scx11.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000414-Sample-22	Saccharomyces cerevisiae	not available	not available	yeast cells	Σ1278b	not available	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	not available	genotype (wild-type, sks1-K39R)	not available	7 ppm	1 m/z	orbitrap	yeast1_scx11_control.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000414-Sample-23	Saccharomyces cerevisiae	not available	not available	yeast cells	Σ1278b	not available	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (wild-type, sks1-K39R)	not available	7 ppm	1 m/z	orbitrap	yeast1_scx12.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000414-Sample-24	Saccharomyces cerevisiae	not available	not available	yeast cells	Σ1278b	not available	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	not available	genotype (wild-type, sks1-K39R)	not available	7 ppm	1 m/z	orbitrap	yeast1_scx12_control.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
