source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000624-Sample-11	Homo sapiens	bladder	normal	smooth muscle cells	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment time (0, 4, 24 h)	not available	6 ppm	0.3 m/z	orbitrap	WY_R201.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000624-Sample-12	Homo sapiens	bladder	normal	smooth muscle cells	not available	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment time (0, 4, 24 h)	not available	6 ppm	0.3 m/z	orbitrap	WY_R202.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000624-Sample-13	Homo sapiens	bladder	normal	smooth muscle cells	not available	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment time (0, 4, 24 h)	not available	6 ppm	0.3 m/z	orbitrap	WY_R203.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000624-Sample-14	Homo sapiens	bladder	normal	smooth muscle cells	not available	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment time (0, 4, 24 h)	not available	6 ppm	0.3 m/z	orbitrap	WY_R204.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000624-Sample-15	Homo sapiens	bladder	normal	smooth muscle cells	not available	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment time (0, 4, 24 h)	not available	6 ppm	0.3 m/z	orbitrap	WY_R205.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000624-Sample-16	Homo sapiens	bladder	normal	smooth muscle cells	not available	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment time (0, 4, 24 h)	not available	6 ppm	0.3 m/z	orbitrap	WY_R206.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000624-Sample-17	Homo sapiens	bladder	normal	smooth muscle cells	not available	not available	not available	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment time (0, 4, 24 h)	not available	6 ppm	0.3 m/z	orbitrap	WY_R207.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000624-Sample-18	Homo sapiens	bladder	normal	smooth muscle cells	not available	not available	not available	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment time (0, 4, 24 h)	not available	6 ppm	0.3 m/z	orbitrap	WY_R208.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000624-Sample-19	Homo sapiens	bladder	normal	smooth muscle cells	not available	not available	not available	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment time (0, 4, 24 h)	not available	6 ppm	0.3 m/z	orbitrap	WY_R209.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000624-Sample-20	Homo sapiens	bladder	normal	smooth muscle cells	not available	not available	not available	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment time (0, 4, 24 h)	not available	6 ppm	0.3 m/z	orbitrap	WY_R210.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000624-Sample-21	Homo sapiens	bladder	normal	smooth muscle cells	not available	not available	not available	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment time (0, 4, 24 h)	not available	6 ppm	0.3 m/z	orbitrap	WY_R301.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000624-Sample-22	Homo sapiens	bladder	normal	smooth muscle cells	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment time (0, 4, 24 h)	not available	6 ppm	0.3 m/z	orbitrap	WY_R302.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000624-Sample-23	Homo sapiens	bladder	normal	smooth muscle cells	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment time (0, 4, 24 h)	not available	6 ppm	0.3 m/z	orbitrap	WY_R303.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000624-Sample-24	Homo sapiens	bladder	normal	smooth muscle cells	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment time (0, 4, 24 h)	not available	6 ppm	0.3 m/z	orbitrap	WY_R304.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000624-Sample-25	Homo sapiens	bladder	normal	smooth muscle cells	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment time (0, 4, 24 h)	not available	6 ppm	0.3 m/z	orbitrap	WY_R305.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000624-Sample-26	Homo sapiens	bladder	normal	smooth muscle cells	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment time (0, 4, 24 h)	not available	6 ppm	0.3 m/z	orbitrap	WY_R306.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000624-Sample-27	Homo sapiens	bladder	normal	smooth muscle cells	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment time (0, 4, 24 h)	not available	6 ppm	0.3 m/z	orbitrap	WY_R307.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000624-Sample-28	Homo sapiens	bladder	normal	smooth muscle cells	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment time (0, 4, 24 h)	not available	6 ppm	0.3 m/z	orbitrap	WY_R308.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000624-Sample-29	Homo sapiens	bladder	normal	smooth muscle cells	not available	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment time (0, 4, 24 h)	not available	6 ppm	0.3 m/z	orbitrap	WY_R309.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000624-Sample-30	Homo sapiens	bladder	normal	smooth muscle cells	not available	not available	not available	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment time (0, 4, 24 h)	not available	6 ppm	0.3 m/z	orbitrap	WY_R310.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
