source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000208-Sample-11	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	NT=Tryptophan oxidation to beta-unsaturated-2,4-bis-tryptophandione;AC=UNIMOD:1923;MT=Variable;TA=W	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-7-27_GFP_C1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-12	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	NT=Tryptophan oxidation to beta-unsaturated-2,4-bis-tryptophandione;AC=UNIMOD:1923;MT=Variable;TA=W	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-7-27_GFP_N1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-13	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	NT=Tryptophan oxidation to beta-unsaturated-2,4-bis-tryptophandione;AC=UNIMOD:1923;MT=Variable;TA=W	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-7-27_HDAC10_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-14	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	NT=Tryptophan oxidation to beta-unsaturated-2,4-bis-tryptophandione;AC=UNIMOD:1923;MT=Variable;TA=W	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-7-27_HDAC6_C2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-15	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	NT=Tryptophan oxidation to beta-unsaturated-2,4-bis-tryptophandione;AC=UNIMOD:1923;MT=Variable;TA=W	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-7-27_HDAC8_C1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-16	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	NT=Tryptophan oxidation to beta-unsaturated-2,4-bis-tryptophandione;AC=UNIMOD:1923;MT=Variable;TA=W	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-7-27_HDAC8_C2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-17	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	NT=Tryptophan oxidation to beta-unsaturated-2,4-bis-tryptophandione;AC=UNIMOD:1923;MT=Variable;TA=W	50 ppm, 10 ppm	0.5 m/z	orbitrap	2011-7-27_HDAC8_N2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-18	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	NT=Tryptophan oxidation to beta-unsaturated-2,4-bis-tryptophandione;AC=UNIMOD:1923;MT=Variable;TA=W	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012-3-9_HDAC7_IDIRTgel02.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-19	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	NT=Tryptophan oxidation to beta-unsaturated-2,4-bis-tryptophandione;AC=UNIMOD:1923;MT=Variable;TA=W	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012-3-9_HDAC7_IDIRTgel07.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-20	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	NT=Tryptophan oxidation to beta-unsaturated-2,4-bis-tryptophandione;AC=UNIMOD:1923;MT=Variable;TA=W	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012-3-9_HDAC7_IDIRTgel08.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-21	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	NT=Tryptophan oxidation to beta-unsaturated-2,4-bis-tryptophandione;AC=UNIMOD:1923;MT=Variable;TA=W	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012-4-18CEM_HDAC5_IDIRT02.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-22	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	NT=Tryptophan oxidation to beta-unsaturated-2,4-bis-tryptophandione;AC=UNIMOD:1923;MT=Variable;TA=W	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012-4-18CEM_HDAC5_IDIRT03.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-23	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	NT=Tryptophan oxidation to beta-unsaturated-2,4-bis-tryptophandione;AC=UNIMOD:1923;MT=Variable;TA=W	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012-4-18CEM_HDAC5_IDIRT04.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-24	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	NT=Tryptophan oxidation to beta-unsaturated-2,4-bis-tryptophandione;AC=UNIMOD:1923;MT=Variable;TA=W	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012-4-18CEM_HDAC5_IDIRT07.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-25	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	NT=Tryptophan oxidation to beta-unsaturated-2,4-bis-tryptophandione;AC=UNIMOD:1923;MT=Variable;TA=W	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012-4-18CEM_HDAC5_IDIRT10.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-26	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	NT=Tryptophan oxidation to beta-unsaturated-2,4-bis-tryptophandione;AC=UNIMOD:1923;MT=Variable;TA=W	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012-4-18_HDAC5_IDIRT_Input.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-27	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	NT=Tryptophan oxidation to beta-unsaturated-2,4-bis-tryptophandione;AC=UNIMOD:1923;MT=Variable;TA=W	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012-5-2_HDAC11_C1new.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-28	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	NT=Tryptophan oxidation to beta-unsaturated-2,4-bis-tryptophandione;AC=UNIMOD:1923;MT=Variable;TA=W	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012-5-2_HDAC11_N1new.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-29	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	NT=Tryptophan oxidation to beta-unsaturated-2,4-bis-tryptophandione;AC=UNIMOD:1923;MT=Variable;TA=W	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012-5-2_HDAC11_N2new.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-30	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	not available	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	NT=Tryptophan oxidation to beta-unsaturated-2,4-bis-tryptophandione;AC=UNIMOD:1923;MT=Variable;TA=W	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012_02_08_GFP_07.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000208-Sample-31	Homo sapiens	blood	normal	T cells	CEM	not available	not available	not available	not available	run 31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	bait protein (HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, HDAC10, HDAC11, EGFP control)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	not applicable	50 ppm, 10 ppm	0.5 m/z	orbitrap	2012-3-9_HDAC7_IDIRT_Input_01.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
