source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000429-Sample-21	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 21	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun21_D2_26_PVB_i01.raw	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-22	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	not available	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun22_C1_6_PVB_i01.raw	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-23	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun22_C1_7_PVB_i01.raw	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-24	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun22_D1_5_PVB_i01.raw	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-25	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun25_D1_12_PVB_i01.raw	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-26	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	not available	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun26_C1_17_PVB_i01.raw	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-27	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun26_C1_23_PVB_i01.raw	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-28	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	not available	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun26_D1_20_PVB_i01.raw	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-29	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 29	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun14_B2_17_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-30	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 30	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun20_D2_22_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-31	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 31	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Feb09_B8_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-32	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 32	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun15_A2_28_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-33	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 33	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun22_D1_3_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-34	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 34	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun20_C2_22_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-35	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 35	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Feb09_B9_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-36	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 36	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jul04_D1_36_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-37	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 37	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun13_A2_10_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-38	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 38	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun20_D2_18_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-39	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 39	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun20_D2_21_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-40	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 40	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jul03_D1_32_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-41	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 41	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jul04_C1_36_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-42	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 42	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun21_C2_24_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-43	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 43	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun20_D2_23_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-44	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 44	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun19_D2_16_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-45	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 45	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun14_A2_21_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-46	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 46	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Feb07_B19_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-47	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 47	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun26_D1_18_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-48	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 48	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun12_A2_5_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-49	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 49	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jul03_C1_32_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-50	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 50	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun15_B2_29_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-51	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 51	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun13_B2_8_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-52	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 52	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun21_C2_28_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-53	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 53	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Feb08_A12_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-54	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 54	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Feb08_B16_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-55	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 55	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Feb09_B6_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-56	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 56	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun20_C2_19_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
PXD000429-Sample-57	Aeromonas salmonicida	growth phase culture	furunculosis	not available	not available	not available	run 57	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	strain (wt, ΔascV mutant), growth phase (GP, SP), sample type (SN, pellet)	not available	6 ppm	0.5 Da	orbitrap	12Jun15_A2_25_PVB_i01.RAW	v1.1.0	HAMLET-agentic v2.1.0	furunculosis
