source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000461-Sample-12	Mus musculus	hematopoietic	not available	hematopoietic cell	Ba/F3, U2OS, 293T	not available	not available	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	protein expression (3xFN-Tel-TAL, 3xFNLDD)	not available	3718.8 ppm	0.4 m/z	orbitrap	130814_Fujii_1NC_2_8u.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000461-Sample-13	Mus musculus	hematopoietic	not available	hematopoietic cell	Ba/F3, U2OS, 293T	not available	not available	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	protein expression (3xFN-Tel-TAL, 3xFNLDD)	not available	3718.8 ppm	0.4 m/z	orbitrap	130814_Fujii_1NC_3_8u.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000461-Sample-14	Mus musculus	hematopoietic	not available	hematopoietic cell	Ba/F3, U2OS, 293T	not available	not available	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	protein expression (3xFN-Tel-TAL, 3xFNLDD)	not available	3718.8 ppm	0.4 m/z	orbitrap	130814_Fujii_1NC_4_8u.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000461-Sample-15	Mus musculus	hematopoietic	not available	hematopoietic cell	Ba/F3, U2OS, 293T	not available	not available	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	protein expression (3xFN-Tel-TAL, 3xFNLDD)	not available	3718.8 ppm	0.4 m/z	orbitrap	130814_Fujii_1NC_5_8u.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000461-Sample-16	Mus musculus	hematopoietic	not available	hematopoietic cell	Ba/F3, U2OS, 293T	not available	not available	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	protein expression (3xFN-Tel-TAL, 3xFNLDD)	not available	3718.8 ppm	0.4 m/z	orbitrap	130814_Fujii_1T_1_8u.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000461-Sample-17	Mus musculus	hematopoietic	not available	hematopoietic cell	Ba/F3, U2OS, 293T	not available	not available	not available	not available	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	protein expression (3xFN-Tel-TAL, 3xFNLDD)	not available	3718.8 ppm	0.4 m/z	orbitrap	130814_Fujii_1T_2_8u.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000461-Sample-18	Mus musculus	hematopoietic	not available	hematopoietic cell	Ba/F3, U2OS, 293T	not available	not available	not available	not available	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	protein expression (3xFN-Tel-TAL, 3xFNLDD)	not available	3718.8 ppm	0.4 m/z	orbitrap	130814_Fujii_1T_3_8u.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000461-Sample-19	Mus musculus	hematopoietic	not available	hematopoietic cell	Ba/F3, U2OS, 293T	not available	not available	not available	not available	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	protein expression (3xFN-Tel-TAL, 3xFNLDD)	not available	3718.8 ppm	0.4 m/z	orbitrap	130814_Fujii_1T_4_8u.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000461-Sample-20	Mus musculus	hematopoietic	not available	hematopoietic cell	Ba/F3, U2OS, 293T	not available	not available	not available	not available	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	protein expression (3xFN-Tel-TAL, 3xFNLDD)	not available	3718.8 ppm	0.4 m/z	orbitrap	130814_Fujii_1T_5_8u.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000461-Sample-21	Mus musculus	hematopoietic	not available	hematopoietic cell	Ba/F3, U2OS, 293T	not available	not available	not available	not available	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	protein expression (3xFN-Tel-TAL, 3xFNLDD)	not available	3718.8 ppm	0.4 m/z	orbitrap	130814_Fujii_2NC_1_8u.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000461-Sample-22	Mus musculus	hematopoietic	not available	hematopoietic cell	Ba/F3, U2OS, 293T	not available	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	protein expression (3xFN-Tel-TAL, 3xFNLDD)	not available	3718.8 ppm	0.4 m/z	orbitrap	130814_Fujii_2NC_2_8u.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000461-Sample-23	Mus musculus	hematopoietic	not available	hematopoietic cell	Ba/F3, U2OS, 293T	not available	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	protein expression (3xFN-Tel-TAL, 3xFNLDD)	not available	3718.8 ppm	0.4 m/z	orbitrap	130814_Fujii_2NC_3_8u.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000461-Sample-24	Mus musculus	hematopoietic	not available	hematopoietic cell	Ba/F3, U2OS, 293T	not available	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	protein expression (3xFN-Tel-TAL, 3xFNLDD)	not available	3718.8 ppm	0.4 m/z	orbitrap	130814_Fujii_2NC_4_8u.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000461-Sample-25	Mus musculus	hematopoietic	not available	hematopoietic cell	Ba/F3, U2OS, 293T	not available	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	protein expression (3xFN-Tel-TAL, 3xFNLDD)	not available	3718.8 ppm	0.4 m/z	orbitrap	130814_Fujii_2NC_5_8u.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000461-Sample-26	Mus musculus	hematopoietic	not available	hematopoietic cell	Ba/F3, U2OS, 293T	not available	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	protein expression (3xFN-Tel-TAL, 3xFNLDD)	not available	3718.8 ppm	0.4 m/z	orbitrap	130814_Fujii_2T_1_8u.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000461-Sample-27	Mus musculus	hematopoietic	not available	hematopoietic cell	Ba/F3, U2OS, 293T	not available	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	protein expression (3xFN-Tel-TAL, 3xFNLDD)	not available	3718.8 ppm	0.4 m/z	orbitrap	130814_Fujii_2T_2_8u.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000461-Sample-28	Mus musculus	hematopoietic	not available	hematopoietic cell	Ba/F3, U2OS, 293T	not available	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	protein expression (3xFN-Tel-TAL, 3xFNLDD)	not available	3718.8 ppm	0.4 m/z	orbitrap	130814_Fujii_2T_3_8u.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000461-Sample-29	Mus musculus	hematopoietic	not available	hematopoietic cell	Ba/F3, U2OS, 293T	not available	not available	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	protein expression (3xFN-Tel-TAL, 3xFNLDD)	not available	3718.8 ppm	0.4 m/z	orbitrap	130814_Fujii_2T_4_8u.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000461-Sample-30	Mus musculus	hematopoietic	not available	hematopoietic cell	Ba/F3, U2OS, 293T	not available	not available	not available	not available	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	protein expression (3xFN-Tel-TAL, 3xFNLDD)	not available	3718.8 ppm	0.4 m/z	orbitrap	130814_Fujii_2T_5_8u.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
