source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000011-Sample-11	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	TAP-N1_1500_N4a.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-12	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	TAP-N1_1500_N4b_1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-13	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	TAP-N1_1500_N4b_2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-14	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	TAP-N1_1500_N4b_3.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-15	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	TAP-N1_1500_N4c_1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-16	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	TAP-N1_1500_N5a.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-17	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	TAP-N1_1500_N5b_1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-18	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	TAP-N1_1500_N5c_3.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-19	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	TAP-N1_840_N3b_2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-20	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	TAP-N1_840_N3b_3.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-21	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	TAP-N1_840_N3c_2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-22	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	TAP-N1_840_N3c_3.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-23	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	WT_1500_W4a.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-24	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	WT_1500_W4b_1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-25	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	WT_1500_W4b_2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-26	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	WT_1500_W4b_3.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-27	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	WT_1500_W4c_1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-28	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	WT_1500_W5b_2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000011-Sample-29	Mus musculus, Homo sapiens	forebrain	not available	not available	not available	P56-P70, P1, P16, P69, E17.5, DIV7, DIV14	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	not available	not available	not available	purification target (TAP-GluN1, PSD95-TAP, WT control), postnatal age, drug treatment (TSA, 2BP), genetic mutation (Psd95-/-, Psd93-/-, NR-ΔPDZlig, Glun2b2A(CTR), Glun2a2B(CTR))	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	5 p.p.m.	0.8 Da	dithiothreitol	iodoacetamide	orbitrap	WT_1500_W5c_2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
