source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000341-Sample-22	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B110221_057.raw	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-23	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B110221_072.raw	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-24	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B110221_077.raw	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-25	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B110221_080.raw	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-26	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B110221_081.raw	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-27	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B110221_085.raw	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-28	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B110221_086.raw	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-29	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B110221_088.raw	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-30	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B101210_033.RAW	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-31	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B090307_007.RAW	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-32	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B090310_011.RAW	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-33	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B110221_065.RAW	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-34	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B090306_015.RAW	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-35	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B090307_003.RAW	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-36	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B110221_061.RAW	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-37	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B101210_035.RAW	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-38	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B0101213_003.RAW	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-39	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B110221_066.RAW	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-40	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B110221_052.RAW	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-41	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B110221_053.RAW	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-42	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B0101213_036.RAW	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-43	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B090311_003.RAW	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-44	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B101210_013.RAW	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-45	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B090310_014.RAW	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-46	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B101210_025.RAW	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-47	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 47	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B0101213_042.RAW	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-48	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 48	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B090307_006.RAW	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-49	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 49	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B110221_078.RAW	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
PXD000341-Sample-50	Homo sapiens	blood	t-cell lymphoma	T cells	Jurkat (CL20), JCam2.5	not available	not available	not available	not available	run 50	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (LAT-sufficient, LAT-defective), time (0, 0.5, 5, 10, 20 min)	not available	8 ppm	0.6 m/z	orbitrap	B090310_016.RAW	v1.1.0	HAMLET-agentic v2.1.0	t-cell lymphoma
