source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000155-Sample-11	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	not available	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100609_mAbBBA2_JDH_119.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-12	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	not available	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100609_mAbBBA2_JDH_124.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-13	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	not available	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100609_mAbBBA2_JDH_205.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-14	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	not available	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100609_mAbBBA2_JDH_211.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-15	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	not available	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100609_mAbBBA2_JDH_214.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-16	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	not available	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100609_mAbBBA2_JDH_225.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-17	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	not available	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100609_mAbBBA2_JDH_230.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-18	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	not available	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100625_mAbBBA1b_JAA_11.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-19	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	not available	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100625_mAbBBA1b_JAA_12.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-20	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	not available	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100625_mAbBBA1b_JAA_31.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-21	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	not available	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100625_mAbBBA1b_JAA_33.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-22	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	not available	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100625_mAbBBA1b_JAA_49.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-23	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	not available	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100702_mAbBBA2b_JDH_105.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-24	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	not available	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100702_mAbBBA2b_JDH_127.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-25	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	not available	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100702_mAbBBA2b_JDH_203.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-26	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	not available	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100702_mAbBBA2b_JDH_204.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-27	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	not available	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100702_mAbBBA2b_JDH_210.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-28	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	not available	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100702_mAbBBA2b_JDH_215.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-29	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	not available	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100702_mAbBBA2b_JDH_226.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-30	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100625_mAbBBA1b_JAA_51.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-31	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100609_mAbBBA2_JDH_128.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-32	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100625_mAbBBA1b_JAA_28.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-33	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100625_mAbBBA1b_JAA_24.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-34	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100625_mAbBBA1b_JAA_18.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-35	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100604_mAbBBA1_JAA_40.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-36	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100625_mAbBBA1b_JAA_39.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-37	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100625_mAbBBA1b_JAA_5.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-38	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100702_mAbBBA2b_JDH_103.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-39	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100609_mAbBBA2_JDH_127.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-40	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100625_mAbBBA1b_JAA_29.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-41	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100609_mAbBBA2_JDH_120.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-42	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100609_mAbBBA2_JDH_111.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-43	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100607_mAbBBA1_JAA_29.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-44	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100609_mAbBBA2_JDH_226.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-45	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100609_mAbBBA2_JDH_210.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-46	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100702_mAbBBA2b_JDH_112.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-47	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 47	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100609_mAbBBA2_JDH_203.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-48	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 48	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100625_mAbBBA1b_JAA_3.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-49	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 49	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100609_mAbBBA2_JDH_227.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
PXD000155-Sample-50	Homo sapiens	blood	chronic myeloid leukemia	myeloid cell	K562, HFF, HeLa, U2OS	not available	not available	not available	not available	run 50	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Velos;AC=MS:1000855	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	integrin activation state (active β1 integrin, inactive β1 integrin)	not available	0.4 Da	0.5 Da	ion trap	20100702_mAbBBA2b_JDH_201.raw	v1.1.0	HAMLET-agentic v2.1.0	chronic myeloid leukemia
