source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000217-Sample-11	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b0775p30_AML_LPH_MM_Part1_23_FUJI_2_Ex1.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-12	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b0775p30_AML_LPH_MM_Part1_29_RL_2_Ex1.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-13	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b0775p30_AML_LPH_MM_Part1_35_RPMI_2_Ex1.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-14	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b0775p30_AML_LPH_MM_Part1_39_OMP2_2_Ex1.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-15	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b0775p30_AML_LPH_MM_Part1_45_FUJI_3_EX1.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-16	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b0775p30_AML_LPH_MM_Part1_65_FUJI_1_Ex2.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-17	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b0775p30_AML_LPH_MM_Part1_81_OMP2_1_Ex2.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-18	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b0775p30_AML_LPH_MM_Part1_89_CTS_2_Ex2.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-19	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b0775p30_AML_LPH_MM_Part1_91_MV4_2_Ex2.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-20	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b0775p30_AML_LPH_MM_Part1_99_RPMI_2_Ex2.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-21	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b209p156s04.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-22	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b209p156s09.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-23	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b209p156s10.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-24	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b209p156s12.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-25	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b209p156s13.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-26	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b209p156s15.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-27	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b209p156s18.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-28	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b209p156s19.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-29	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b209p156s20.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-30	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b209p156s21.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-31	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b0775p30_AML_LPH_MM_Part1_57_RPMI_3_Ex1.RAW	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-32	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b209p156s07.RAW	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-33	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b209p156s02.RAW	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-34	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b209p156s17.RAW	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-35	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b0775p30_AML_LPH_MM_Part1_69_MV4_1_Ex2.RAW	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-36	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b0775p30_AML_LPH_MM_Part1_53_DHL6_3_Ex1.RAW	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-37	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b0775p30_AML_LPH_MM_Part1_25_CTS_2_Ex1.RAW	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-38	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b209p156s03.RAW	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
