source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000524-Sample-14	Mus musculus	not available	normal	embryonic stem cell	E14	not available	not available	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ Orbitrap Velos	not available	not available	not available	not available	cytosine modification (C, 5mC, 5hmC, 5fC), DNA probe (Pax6, Fgf15)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Lysine oxidation to aminoadipic semialdehyde;AC=UNIMOD:352;MT=Variable;TA=K	NT=Formylation;AC=UNIMOD:122;MT=Variable;TA=K	8 ppm	0.3 m/z	orbitrap	hmC-FGF15-rep2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000524-Sample-15	Mus musculus	not available	normal	embryonic stem cell	E14	not available	not available	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cytosine modification (C, 5mC, 5hmC, 5fC), DNA probe (Pax6, Fgf15)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Lysine oxidation to aminoadipic semialdehyde;AC=UNIMOD:352;MT=Variable;TA=K	NT=Formylation;AC=UNIMOD:122;MT=Variable;TA=K	8 ppm	0.3 m/z	orbitrap	hmC-FGF15-rep3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000524-Sample-16	Mus musculus	not available	normal	embryonic stem cell	E14	not available	not available	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cytosine modification (C, 5mC, 5hmC, 5fC), DNA probe (Pax6, Fgf15)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Lysine oxidation to aminoadipic semialdehyde;AC=UNIMOD:352;MT=Variable;TA=K	NT=Formylation;AC=UNIMOD:122;MT=Variable;TA=K	8 ppm	0.3 m/z	orbitrap	hmC-Pax6-rep1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000524-Sample-17	Mus musculus	not available	normal	embryonic stem cell	E14	not available	not available	not available	not available	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cytosine modification (C, 5mC, 5hmC, 5fC), DNA probe (Pax6, Fgf15)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Lysine oxidation to aminoadipic semialdehyde;AC=UNIMOD:352;MT=Variable;TA=K	NT=Formylation;AC=UNIMOD:122;MT=Variable;TA=K	8 ppm	0.3 m/z	orbitrap	hmC-Pax6-rep2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000524-Sample-18	Mus musculus	not available	normal	embryonic stem cell	E14	not available	not available	not available	not available	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cytosine modification (C, 5mC, 5hmC, 5fC), DNA probe (Pax6, Fgf15)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Lysine oxidation to aminoadipic semialdehyde;AC=UNIMOD:352;MT=Variable;TA=K	NT=Formylation;AC=UNIMOD:122;MT=Variable;TA=K	8 ppm	0.3 m/z	orbitrap	hmC-Pax6-rep3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000524-Sample-19	Mus musculus	not available	normal	embryonic stem cell	E14	not available	not available	not available	not available	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cytosine modification (C, 5mC, 5hmC, 5fC), DNA probe (Pax6, Fgf15)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Lysine oxidation to aminoadipic semialdehyde;AC=UNIMOD:352;MT=Variable;TA=K	NT=Formylation;AC=UNIMOD:122;MT=Variable;TA=K	8 ppm	0.3 m/z	orbitrap	mC-FGF15-rep1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000524-Sample-20	Mus musculus	not available	normal	embryonic stem cell	E14	not available	not available	not available	not available	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ Orbitrap Velos	not available	not available	not available	not available	cytosine modification (C, 5mC, 5hmC, 5fC), DNA probe (Pax6, Fgf15)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Lysine oxidation to aminoadipic semialdehyde;AC=UNIMOD:352;MT=Variable;TA=K	NT=Formylation;AC=UNIMOD:122;MT=Variable;TA=K	8 ppm	0.3 m/z	orbitrap	mC-FGF15-rep2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000524-Sample-21	Mus musculus	not available	normal	embryonic stem cell	E14	not available	not available	not available	not available	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cytosine modification (C, 5mC, 5hmC, 5fC), DNA probe (Pax6, Fgf15)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Lysine oxidation to aminoadipic semialdehyde;AC=UNIMOD:352;MT=Variable;TA=K	NT=Formylation;AC=UNIMOD:122;MT=Variable;TA=K	8 ppm	0.3 m/z	orbitrap	mC-FGF15-rep3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000524-Sample-22	Mus musculus	not available	normal	embryonic stem cell	E14	not available	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cytosine modification (C, 5mC, 5hmC, 5fC), DNA probe (Pax6, Fgf15)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Lysine oxidation to aminoadipic semialdehyde;AC=UNIMOD:352;MT=Variable;TA=K	NT=Formylation;AC=UNIMOD:122;MT=Variable;TA=K	8 ppm	0.3 m/z	orbitrap	mC-Pax6-rep1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000524-Sample-23	Mus musculus	not available	normal	embryonic stem cell	E14	not available	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ Orbitrap Velos	not available	not available	not available	not available	cytosine modification (C, 5mC, 5hmC, 5fC), DNA probe (Pax6, Fgf15)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Lysine oxidation to aminoadipic semialdehyde;AC=UNIMOD:352;MT=Variable;TA=K	NT=Formylation;AC=UNIMOD:122;MT=Variable;TA=K	8 ppm	0.3 m/z	orbitrap	mC-Pax6-rep2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000524-Sample-24	Mus musculus	not available	normal	embryonic stem cell	E14	not available	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ Orbitrap Velos	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cytosine modification (C, 5mC, 5hmC, 5fC), DNA probe (Pax6, Fgf15)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Lysine oxidation to aminoadipic semialdehyde;AC=UNIMOD:352;MT=Variable;TA=K	NT=Formylation;AC=UNIMOD:122;MT=Variable;TA=K	8 ppm	0.3 m/z	orbitrap	mC-Pax6-rep3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
