source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000265-Sample-37	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120110C-04.RAW	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-38	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120118P03.RAW	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-39	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	110603okamoto1314.RAW	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-40	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	110603okamoto2324.RAW	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-41	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120118P07.RAW	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-42	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120118P11.RAW	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-43	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120116M10.RAW	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-44	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120112S10.RAW	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-45	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120116M11.RAW	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-46	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120112S04.RAW	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-47	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 47	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120116M05.RAW	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-48	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 48	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120116M06.RAW	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-49	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 49	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	110603okamoto25.RAW	v1.1.0	HAMLET-agentic v2.1.0	normal
