source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD012987-Sample-11	mus musculus	muscle	not available	myoblast	C2C12	not available	3	not available	not available	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	spike-in protein concentration (1.25 to 125 nm)	7 ppm	8 ppm	orbitrap	QExHF03818.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD012987-Sample-12	mus musculus	muscle	not available	myoblast	C2C12	not available	3	not available	not available	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	spike-in protein concentration (1.25 to 125 nm)	7 ppm	8 ppm	orbitrap	QExHF03822.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD012987-Sample-13	mus musculus	muscle	not available	myoblast	C2C12	not available	3	not available	not available	run 13	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	spike-in protein concentration (1.25 to 125 nm)	7 ppm	8 ppm	orbitrap	QExHF03826.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD012987-Sample-14	mus musculus	muscle	not available	myoblast	C2C12	not available	3	not available	not available	run 14	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	spike-in protein concentration (1.25 to 125 nm)	7 ppm	8 ppm	orbitrap	QExHF03916.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD012987-Sample-15	mus musculus	muscle	not available	myoblast	C2C12	not available	3	not available	not available	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	spike-in protein concentration (1.25 to 125 nm)	7 ppm	8 ppm	orbitrap	QExHF03918.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD012987-Sample-16	mus musculus	muscle	not available	myoblast	C2C12	not available	3	not available	not available	run 16	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	spike-in protein concentration (1.25 to 125 nm)	7 ppm	8 ppm	orbitrap	QExHF03920.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD012987-Sample-17	mus musculus	muscle	not available	myoblast	C2C12	not available	3	not available	not available	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	spike-in protein concentration (1.25 to 125 nm)	7 ppm	8 ppm	orbitrap	QExHF03922.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD012987-Sample-18	mus musculus	muscle	not available	myoblast	C2C12	not available	3	not available	not available	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	spike-in protein concentration (1.25 to 125 nm)	7 ppm	8 ppm	orbitrap	QExHF03930.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD012987-Sample-19	mus musculus	muscle	not available	myoblast	C2C12	not available	3	not available	not available	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	spike-in protein concentration (1.25 to 125 nm)	7 ppm	8 ppm	orbitrap	QExHF04026.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD012987-Sample-20	mus musculus	muscle	not available	myoblast	C2C12	not available	3	not available	not available	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	spike-in protein concentration (1.25 to 125 nm)	7 ppm	8 ppm	orbitrap	QExHF04032.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD012987-Sample-21	mus musculus	muscle	not available	myoblast	C2C12	not available	3	not available	not available	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	spike-in protein concentration (1.25 to 125 nm)	7 ppm	8 ppm	orbitrap	QExHF04036.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD012987-Sample-22	mus musculus	muscle	not available	myoblast	C2C12	not available	3	not available	not available	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	spike-in protein concentration (1.25 to 125 nm)	7 ppm	8 ppm	orbitrap	QExHF04038.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD012987-Sample-23	mus musculus	muscle	not available	myoblast	C2C12	not available	3	not available	not available	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	spike-in protein concentration (1.25 to 125 nm)	7 ppm	8 ppm	orbitrap	QExHF04050.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD012987-Sample-24	mus musculus	muscle	not available	myoblast	C2C12	not available	3	not available	not available	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	spike-in protein concentration (1.25 to 125 nm)	7 ppm	8 ppm	orbitrap	QExHF04052.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD012987-Sample-25	mus musculus	muscle	not available	myoblast	C2C12	not available	3	not available	not available	run 25	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	spike-in protein concentration (1.25 to 125 nm)	7 ppm	8 ppm	orbitrap	QExHF04058.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD012987-Sample-26	mus musculus	muscle	not available	myoblast	C2C12	not available	3	not available	not available	run 26	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	spike-in protein concentration (1.25 to 125 nm)	7 ppm	8 ppm	orbitrap	QExHF04062.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD012987-Sample-27	mus musculus	muscle	not available	myoblast	C2C12	not available	3	not available	not available	run 27	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	spike-in protein concentration (1.25 to 125 nm)	7 ppm	8 ppm	orbitrap	QExHF04068.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD012987-Sample-28	mus musculus	muscle	not available	myoblast	C2C12	not available	3	not available	not available	run 28	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	spike-in protein concentration (1.25 to 125 nm)	7 ppm	8 ppm	orbitrap	QExHF04087.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD012987-Sample-29	mus musculus	muscle	not available	myoblast	C2C12	not available	3	not available	not available	run 29	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	spike-in protein concentration (1.25 to 125 nm)	7 ppm	8 ppm	orbitrap	QExHF04089.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD012987-Sample-30	mus musculus	muscle	not available	myoblast	C2C12	not available	3	not available	not available	run 30	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	spike-in protein concentration (1.25 to 125 nm)	7 ppm	8 ppm	orbitrap	QExHF04091.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
