source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD013234-Sample-16	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_L_GG218.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-17	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_L_GG219.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-18	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG191.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-19	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG193.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-20	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG194.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-21	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG198.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-22	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG205.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-23	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG207.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-24	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG209.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-25	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG214.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-26	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG215.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-27	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG216.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-28	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG218.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-29	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG220.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-30	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG221.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-31	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_L_GG221.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-32	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_CT_GG191.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-33	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_L_GG209.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-34	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_L_GG214.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-35	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_L_GG216.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-36	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_L_GG199.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-37	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG195.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-38	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_L_GG194.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-39	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_CT_GG215.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-40	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_CT_GG199.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-41	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_CT_GG217.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-42	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_L_GG215.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-43	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_L_GG217.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-44	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_T_GG217.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-45	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_CT_GG195.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-46	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 46	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_CT_GG205.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
PXD013234-Sample-47	Homo sapiens	serum	polycythemia vera, healthy	extracellular vesicles	not available	not available	not available	run 47	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Chymotrypsin;AC=MS:1001306	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (polycythemia vera, healthy controls)	not available	7 ppm	8 ppm	orbitrap	20180411_QX8_JRW_SA_L_GG220.raw	v1.1.0	HAMLET-agentic v2.1.0	polycythemia vera, healthy
