source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD018830-Sample-11	homo sapiens	breast	breast cancer	tumor cell	45	female	not available	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (ER positive, ER negative), mammographic appearance (spiculated, nonspiculated)	7 ppm	10 ppm	orbitrap	TDM_H1702_004.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-12	homo sapiens	breast	breast cancer	tumor cell	45	female	not available	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (ER positive, ER negative), mammographic appearance (spiculated, nonspiculated)	7 ppm	10 ppm	orbitrap	TDM_H1702_010.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-13	homo sapiens	breast	breast cancer	tumor cell	45	female	not available	run 13	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (ER positive, ER negative), mammographic appearance (spiculated, nonspiculated)	7 ppm	10 ppm	orbitrap	TDM_H1702_017.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-14	homo sapiens	breast	breast cancer	tumor cell	45	female	not available	run 14	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (ER positive, ER negative), mammographic appearance (spiculated, nonspiculated)	7 ppm	10 ppm	orbitrap	TDM_H1702_033.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-15	homo sapiens	breast	breast cancer	tumor cell	45	female	not available	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (ER positive, ER negative), mammographic appearance (spiculated, nonspiculated)	7 ppm	10 ppm	orbitrap	TDM_H1702_036.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-16	homo sapiens	breast	breast cancer	tumor cell	45	female	not available	run 16	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (ER positive, ER negative), mammographic appearance (spiculated, nonspiculated)	7 ppm	10 ppm	orbitrap	TDM_H1705_129.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-17	homo sapiens	breast	breast cancer	tumor cell	45	female	not available	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (ER positive, ER negative), mammographic appearance (spiculated, nonspiculated)	7 ppm	10 ppm	orbitrap	TDM_H1705_133.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-18	homo sapiens	breast	breast cancer	tumor cell	45	female	not available	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (ER positive, ER negative), mammographic appearance (spiculated, nonspiculated)	7 ppm	10 ppm	orbitrap	TDM_H1705_143.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-19	homo sapiens	breast	breast cancer	tumor cell	45	female	not available	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (ER positive, ER negative), mammographic appearance (spiculated, nonspiculated)	7 ppm	10 ppm	orbitrap	TDM_H1705_145.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-20	homo sapiens	breast	breast cancer	tumor cell	45	female	not available	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (ER positive, ER negative), mammographic appearance (spiculated, nonspiculated)	7 ppm	10 ppm	orbitrap	TDM_H1705_146.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-21	homo sapiens	breast	breast cancer	tumor cell	45	female	not available	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (ER positive, ER negative), mammographic appearance (spiculated, nonspiculated)	7 ppm	10 ppm	orbitrap	TDM_H1705_22.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-22	homo sapiens	breast	breast cancer	tumor cell	45	female	not available	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (ER positive, ER negative), mammographic appearance (spiculated, nonspiculated)	7 ppm	10 ppm	orbitrap	TDM_H1705_37.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-23	homo sapiens	breast	breast cancer	tumor cell	45	female	not available	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (ER positive, ER negative), mammographic appearance (spiculated, nonspiculated)	7 ppm	10 ppm	orbitrap	TDM_H1705_38.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-24	homo sapiens	breast	breast cancer	tumor cell	45	female	not available	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (ER positive, ER negative), mammographic appearance (spiculated, nonspiculated)	7 ppm	10 ppm	orbitrap	TDM_H1707_147.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-25	homo sapiens	breast	breast cancer	tumor cell	45	female	not available	run 25	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (ER positive, ER negative), mammographic appearance (spiculated, nonspiculated)	7 ppm	10 ppm	orbitrap	TDM_H1707_165.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-26	homo sapiens	breast	breast cancer	tumor cell	45	female	not available	run 26	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (ER positive, ER negative), mammographic appearance (spiculated, nonspiculated)	7 ppm	10 ppm	orbitrap	TDM_H1707_169.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-27	homo sapiens	breast	breast cancer	tumor cell	45	female	not available	run 27	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (ER positive, ER negative), mammographic appearance (spiculated, nonspiculated)	7 ppm	10 ppm	orbitrap	TDM_H1707_180.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-28	homo sapiens	breast	breast cancer	tumor cell	45	female	not available	run 28	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (ER positive, ER negative), mammographic appearance (spiculated, nonspiculated)	7 ppm	10 ppm	orbitrap	TDM_H1707_186.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-29	homo sapiens	breast	breast cancer	tumor cell	45	female	not available	run 29	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (ER positive, ER negative), mammographic appearance (spiculated, nonspiculated)	7 ppm	10 ppm	orbitrap	TDM_H1707_231.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-30	homo sapiens	breast	breast cancer	tumor cell	45	female	not available	run 30	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (ER positive, ER negative), mammographic appearance (spiculated, nonspiculated)	7 ppm	10 ppm	orbitrap	TDM_H1707_241.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
