paper_id,total_extracted,judge_n_correct,judge_n_hallucinated,judge_n_mismatch,judge_n_wrong,judge_n_incomplete,judge_n_corrected,judge_n_technical_not_in_text,judge_n_inferred,judge_accuracy,judge_accuracy_adjusted,judge_accuracy_with_inference,source,mode
PXD012439,15,10,0,4,0,0,2,1,0,0.6667,0.7333,0.6667,human_annotation,strict
PXD012439,15,10,0,4,0,0,1,1,0,0.6667,0.7333,0.6667,human_annotation,inference
PXD012439,15,13,1,1,0,0,0,0,0,0.8667,0.8667,0.8667,hamlet_raw,strict
PXD012439,15,12,0,1,0,0,0,0,2,0.8,0.8,0.9333,hamlet_raw,inference
PXD012439,19,11,1,2,1,0,2,4,0,0.5789,0.7895,0.5789,hamlet_harmonized,strict
PXD012439,19,10,0,2,1,0,2,4,2,0.5263,0.7368,0.6316,hamlet_harmonized,inference
PXD013543,18,11,3,0,0,4,4,0,0,0.6111,0.6111,0.6111,human_annotation,strict
PXD013543,18,9,2,0,0,4,4,0,3,0.5,0.5,0.6667,human_annotation,inference
PXD013543,22,17,0,1,0,4,4,0,0,0.7727,0.7727,0.7727,hamlet_raw,strict
PXD013543,22,14,0,1,0,3,3,0,4,0.6364,0.6364,0.8182,hamlet_raw,inference
PXD013543,22,17,0,1,0,4,4,0,0,0.7727,0.7727,0.7727,hamlet_harmonized,strict
PXD013543,22,14,0,1,0,3,3,0,4,0.6364,0.6364,0.8182,hamlet_harmonized,inference
PXD013809,22,16,1,2,0,3,5,0,0,0.7273,0.7273,0.7273,human_annotation,strict
PXD013809,22,16,0,1,0,3,3,0,2,0.7273,0.7273,0.8182,human_annotation,inference
PXD013809,25,17,2,1,1,4,7,0,0,0.68,0.68,0.68,hamlet_raw,strict
PXD013809,25,15,0,1,2,3,6,0,4,0.6,0.6,0.76,hamlet_raw,inference
PXD013809,26,15,2,2,1,4,9,2,0,0.5769,0.6538,0.5769,hamlet_harmonized,strict
PXD013809,26,13,0,2,2,3,8,2,4,0.5,0.5769,0.6538,hamlet_harmonized,inference
PXD014762,18,11,2,5,0,0,6,0,0,0.6111,0.6111,0.6111,human_annotation,strict
PXD014762,18,9,2,5,0,0,5,0,2,0.5,0.5,0.6111,human_annotation,inference
PXD014762,21,19,1,1,0,0,2,0,0,0.9048,0.9048,0.9048,hamlet_raw,strict
PXD014762,21,13,0,0,1,0,1,0,7,0.619,0.619,0.9524,hamlet_raw,inference
PXD014762,22,18,1,1,1,0,3,1,0,0.8182,0.8636,0.8182,hamlet_harmonized,strict
PXD014762,22,12,0,1,1,0,3,1,7,0.5455,0.5909,0.8636,hamlet_harmonized,inference
PXD015272,14,5,3,6,0,0,8,0,0,0.3571,0.3571,0.3571,human_annotation,strict
PXD015272,14,5,4,4,0,0,7,0,1,0.3571,0.3571,0.4286,human_annotation,inference
PXD015272,23,21,0,0,1,1,1,0,0,0.913,0.913,0.913,hamlet_raw,strict
PXD015272,23,16,1,0,0,1,1,0,5,0.6957,0.6957,0.913,hamlet_raw,inference
PXD015272,23,21,0,0,1,1,1,0,0,0.913,0.913,0.913,hamlet_harmonized,strict
PXD015272,23,16,1,0,0,1,1,0,5,0.6957,0.6957,0.913,hamlet_harmonized,inference
PXD015289,28,22,2,3,0,1,4,0,0,0.7857,0.7857,0.7857,human_annotation,strict
PXD015289,28,19,1,4,2,1,4,0,1,0.6786,0.6786,0.7143,human_annotation,inference
PXD015289,25,22,1,0,1,1,2,0,0,0.88,0.88,0.88,hamlet_raw,strict
PXD015289,25,23,0,1,0,0,2,0,1,0.92,0.92,0.96,hamlet_raw,inference
PXD015289,26,19,1,2,1,2,5,1,0,0.7308,0.7692,0.7308,hamlet_harmonized,strict
PXD015289,26,21,0,2,0,0,4,1,2,0.8077,0.8462,0.8846,hamlet_harmonized,inference
PXD018830,38,14,19,0,2,3,10,0,0,0.3684,0.3684,0.3684,human_annotation,strict
PXD018830,38,12,17,1,3,4,14,0,1,0.3158,0.3158,0.3421,human_annotation,inference
PXD018830,26,21,1,1,2,1,3,0,0,0.8077,0.8077,0.8077,hamlet_raw,strict
PXD018830,26,19,0,1,2,1,2,0,3,0.7308,0.7308,0.8462,hamlet_raw,inference
PXD018830,27,18,1,2,1,2,6,3,0,0.6667,0.7778,0.6667,hamlet_harmonized,strict
PXD018830,27,16,0,3,1,2,5,2,3,0.5926,0.6667,0.7037,hamlet_harmonized,inference
PXD019394,87,29,44,10,2,2,29,0,0,0.3333,0.3333,0.3333,human_annotation,strict
PXD019394,87,23,44,10,2,2,29,0,6,0.2644,0.2644,0.3333,human_annotation,inference
PXD019394,21,17,1,0,0,3,3,0,0,0.8095,0.8095,0.8095,hamlet_raw,strict
PXD019394,21,14,1,0,0,3,3,0,3,0.6667,0.6667,0.8095,hamlet_raw,inference
PXD019394,22,13,1,0,0,5,8,3,0,0.5909,0.7273,0.5909,hamlet_harmonized,strict
PXD019394,22,12,1,1,0,4,8,2,2,0.5455,0.6364,0.6364,hamlet_harmonized,inference
PXD021383,15,12,0,2,0,1,1,0,0,0.8,0.8,0.8,human_annotation,strict
PXD021383,15,11,0,2,0,1,1,0,1,0.7333,0.7333,0.8,human_annotation,inference
PXD021383,20,13,3,2,2,0,3,0,0,0.65,0.65,0.65,hamlet_raw,strict
PXD021383,20,12,3,2,2,0,2,0,1,0.6,0.6,0.65,hamlet_raw,inference
PXD021383,21,11,3,3,3,0,5,1,0,0.5238,0.5714,0.5238,hamlet_harmonized,strict
PXD021383,21,10,3,2,3,0,4,2,1,0.4762,0.5714,0.5238,hamlet_harmonized,inference
PXD022741,42,9,28,1,1,3,31,0,0,0.2143,0.2143,0.2143,human_annotation,strict
PXD022741,42,10,28,1,1,2,30,0,0,0.2381,0.2381,0.2381,human_annotation,inference
PXD022741,22,19,1,0,0,2,3,0,0,0.8636,0.8636,0.8636,hamlet_raw,strict
PXD022741,22,20,1,0,0,1,2,0,0,0.9091,0.9091,0.9091,hamlet_raw,inference
PXD022741,23,17,1,1,1,2,6,1,0,0.7391,0.7826,0.7391,hamlet_harmonized,strict
PXD022741,23,18,1,1,1,1,4,1,0,0.7826,0.8261,0.7826,hamlet_harmonized,inference
PXD026287,73,8,63,0,2,0,63,0,0,0.1096,0.1096,0.1096,human_annotation,strict
PXD026287,73,6,57,1,7,0,63,0,2,0.0822,0.0822,0.1096,human_annotation,inference
PXD026287,17,16,0,1,0,0,0,0,0,0.9412,0.9412,0.9412,hamlet_raw,strict
PXD026287,17,13,0,1,0,0,1,0,3,0.7647,0.7647,0.9412,hamlet_raw,inference
PXD026287,19,14,0,2,1,0,2,2,0,0.7368,0.8421,0.7368,hamlet_harmonized,strict
PXD026287,19,12,0,2,0,0,2,2,3,0.6316,0.7368,0.7895,hamlet_harmonized,inference
PXD028781,21,16,2,1,2,0,3,0,0,0.7619,0.7619,0.7619,human_annotation,strict
PXD028781,21,16,0,2,2,0,3,0,1,0.7619,0.7619,0.8095,human_annotation,inference
PXD028781,22,21,1,0,0,0,0,0,0,0.9545,0.9545,0.9545,hamlet_raw,strict
PXD028781,22,18,0,0,2,0,0,0,2,0.8182,0.8182,0.9091,hamlet_raw,inference
PXD028781,23,19,1,1,1,0,2,1,0,0.8261,0.8696,0.8261,hamlet_harmonized,strict
PXD028781,23,16,0,1,2,0,2,1,3,0.6957,0.7391,0.8261,hamlet_harmonized,inference
PXD029966,15,8,2,1,3,1,4,0,0,0.5333,0.5333,0.5333,human_annotation,strict
PXD029966,15,8,1,1,4,0,6,0,1,0.5333,0.5333,0.6,human_annotation,inference
PXD029966,25,22,0,1,2,0,1,0,0,0.88,0.88,0.88,hamlet_raw,strict
PXD029966,25,19,0,1,2,0,2,0,3,0.76,0.76,0.88,hamlet_raw,inference
PXD029966,26,18,0,1,3,0,4,4,0,0.6923,0.8462,0.6923,hamlet_harmonized,strict
PXD029966,26,15,0,2,4,0,5,1,4,0.5769,0.6154,0.7308,hamlet_harmonized,inference
PXD029997,18,14,0,2,1,1,1,0,0,0.7778,0.7778,0.7778,human_annotation,strict
PXD029997,18,15,1,1,0,0,0,0,1,0.8333,0.8333,0.8889,human_annotation,inference
PXD029997,20,17,0,1,2,0,2,0,0,0.85,0.85,0.85,hamlet_raw,strict
PXD029997,20,14,0,1,2,1,3,0,2,0.7,0.7,0.8,hamlet_raw,inference
PXD029997,21,15,0,2,2,0,5,2,0,0.7143,0.8095,0.7143,hamlet_harmonized,strict
PXD029997,21,12,0,2,2,1,6,2,2,0.5714,0.6667,0.6667,hamlet_harmonized,inference
PXD030403,15,8,4,0,1,2,6,0,0,0.5333,0.5333,0.5333,human_annotation,strict
PXD030403,15,9,3,0,1,0,5,0,2,0.6,0.6,0.7333,human_annotation,inference
PXD030403,16,15,0,0,0,1,1,0,0,0.9375,0.9375,0.9375,hamlet_raw,strict
PXD030403,16,15,0,0,0,0,1,0,1,0.9375,0.9375,1.0,hamlet_raw,inference
PXD030403,16,15,0,0,0,1,1,0,0,0.9375,0.9375,0.9375,hamlet_harmonized,strict
PXD030403,16,15,0,0,0,0,1,0,1,0.9375,0.9375,1.0,hamlet_harmonized,inference
PXD031991,20,15,0,1,1,3,2,0,0,0.75,0.75,0.75,hamlet_raw,strict
PXD031991,20,14,0,0,0,3,3,0,3,0.7,0.7,0.85,hamlet_raw,inference
PXD031991,21,13,0,2,2,4,5,0,0,0.619,0.619,0.619,hamlet_harmonized,strict
PXD031991,21,13,0,1,0,4,6,0,3,0.619,0.619,0.7619,hamlet_harmonized,inference
PXD032098,6,1,1,0,3,1,5,0,0,0.1667,0.1667,0.1667,human_annotation,strict
PXD032098,6,2,0,0,3,1,4,0,0,0.3333,0.3333,0.3333,human_annotation,inference
PXD032098,18,13,1,0,2,2,4,0,0,0.7222,0.7222,0.7222,hamlet_raw,strict
PXD032098,18,11,0,0,2,2,4,0,3,0.6111,0.6111,0.7778,hamlet_raw,inference
PXD032098,21,13,1,1,2,2,4,2,0,0.619,0.7143,0.619,hamlet_harmonized,strict
PXD032098,21,11,0,1,2,2,4,2,3,0.5238,0.619,0.6667,hamlet_harmonized,inference
PXD034195,18,7,7,3,1,0,7,0,0,0.3889,0.3889,0.3889,human_annotation,strict
PXD034195,18,6,6,5,1,0,7,0,0,0.3333,0.3333,0.3333,human_annotation,inference
PXD034195,15,12,1,1,1,0,3,0,0,0.8,0.8,0.8,hamlet_raw,strict
PXD034195,15,9,1,1,0,0,3,0,4,0.6,0.6,0.8667,hamlet_raw,inference
PXD034195,15,12,1,1,1,0,3,0,0,0.8,0.8,0.8,hamlet_harmonized,strict
PXD034195,15,9,1,1,0,0,3,0,4,0.6,0.6,0.8667,hamlet_harmonized,inference
PXD036655,20,18,0,1,0,1,2,0,0,0.9,0.9,0.9,human_annotation,strict
PXD036655,20,14,0,1,0,1,2,0,4,0.7,0.7,0.9,human_annotation,inference
PXD036655,27,24,0,2,0,1,2,0,0,0.8889,0.8889,0.8889,hamlet_raw,strict
PXD036655,27,20,0,2,0,1,2,0,4,0.7407,0.7407,0.8889,hamlet_raw,inference
PXD036655,28,20,0,2,1,1,7,4,0,0.7143,0.8571,0.7143,hamlet_harmonized,strict
PXD036655,28,16,0,2,1,1,7,4,4,0.5714,0.7143,0.7143,hamlet_harmonized,inference
PXD036832,89,9,76,0,0,4,8,0,0,0.1011,0.1011,0.1011,human_annotation,strict
PXD036832,89,6,76,0,0,6,9,0,1,0.0674,0.0674,0.0787,human_annotation,inference
PXD036832,25,19,0,1,1,4,6,0,0,0.76,0.76,0.76,hamlet_raw,strict
PXD036832,25,14,0,1,0,7,8,0,3,0.56,0.56,0.68,hamlet_raw,inference
PXD036832,27,18,0,3,1,3,7,2,0,0.6667,0.7407,0.6667,hamlet_harmonized,strict
PXD036832,27,14,0,3,0,5,8,2,3,0.5185,0.5926,0.6296,hamlet_harmonized,inference
PXD040176,13,6,4,3,0,0,4,0,0,0.4615,0.4615,0.4615,human_annotation,strict
PXD040176,13,4,5,2,0,0,2,0,2,0.3077,0.3077,0.4615,human_annotation,inference
PXD040176,18,14,1,0,2,1,3,0,0,0.7778,0.7778,0.7778,hamlet_raw,strict
PXD040176,18,14,1,0,2,0,2,0,1,0.7778,0.7778,0.8333,hamlet_raw,inference
PXD040176,20,12,1,1,3,1,5,2,0,0.6,0.7,0.6,hamlet_harmonized,strict
PXD040176,20,13,1,1,3,0,5,2,0,0.65,0.75,0.65,hamlet_harmonized,inference
PXD040722,33,23,2,3,1,4,7,0,0,0.697,0.697,0.697,human_annotation,strict
PXD040722,33,25,2,2,0,4,6,0,0,0.7576,0.7576,0.7576,human_annotation,inference
PXD040722,24,19,0,1,1,3,3,0,0,0.7917,0.7917,0.7917,hamlet_raw,strict
PXD040722,24,19,1,1,1,2,2,0,0,0.7917,0.7917,0.7917,hamlet_raw,inference
PXD040722,25,17,0,1,1,4,5,2,0,0.68,0.76,0.68,hamlet_harmonized,strict
PXD040722,25,17,1,1,1,3,4,2,0,0.68,0.76,0.68,hamlet_harmonized,inference
PXD041681,30,8,21,0,1,0,2,0,0,0.2667,0.2667,0.2667,human_annotation,strict
PXD041681,30,6,22,0,1,0,3,0,1,0.2,0.2,0.2333,human_annotation,inference
PXD041681,25,20,2,2,0,1,3,0,0,0.8,0.8,0.8,hamlet_raw,strict
PXD041681,25,18,2,2,0,1,3,0,2,0.72,0.72,0.8,hamlet_raw,inference
PXD041681,26,17,2,3,0,2,5,2,0,0.6538,0.7308,0.6538,hamlet_harmonized,strict
PXD041681,26,16,2,2,0,1,4,3,2,0.6154,0.7308,0.6923,hamlet_harmonized,inference
PXD042574,17,14,0,1,0,2,3,0,0,0.8235,0.8235,0.8235,human_annotation,strict
PXD042574,17,15,0,0,0,1,1,0,1,0.8824,0.8824,0.9412,human_annotation,inference
PXD042574,21,19,0,1,0,1,2,0,0,0.9048,0.9048,0.9048,hamlet_raw,strict
PXD042574,21,18,0,0,0,0,0,0,3,0.8571,0.8571,1.0,hamlet_raw,inference
PXD042574,21,19,0,1,0,1,2,0,0,0.9048,0.9048,0.9048,hamlet_harmonized,strict
PXD042574,21,18,0,0,0,0,0,0,3,0.8571,0.8571,1.0,hamlet_harmonized,inference
PXD043392,11,3,7,1,0,0,1,0,0,0.2727,0.2727,0.2727,human_annotation,strict
PXD043392,11,3,7,0,0,1,1,0,0,0.2727,0.2727,0.2727,human_annotation,inference
PXD043392,10,9,1,0,0,0,1,0,0,0.9,0.9,0.9,hamlet_raw,strict
PXD043392,10,8,0,0,1,0,1,0,1,0.8,0.8,0.9,hamlet_raw,inference
PXD043392,15,8,1,2,0,0,2,4,0,0.5333,0.8,0.5333,hamlet_harmonized,strict
PXD043392,15,7,0,1,1,0,2,4,2,0.4667,0.7333,0.6,hamlet_harmonized,inference
PXD060381,15,9,0,3,3,0,3,0,0,0.6,0.6,0.6,human_annotation,strict
PXD060381,15,10,0,3,1,0,2,0,1,0.6667,0.6667,0.7333,human_annotation,inference
PXD060381,23,21,0,0,2,0,1,0,0,0.913,0.913,0.913,hamlet_raw,strict
PXD060381,23,20,0,0,0,0,0,0,3,0.8696,0.8696,1.0,hamlet_raw,inference
PXD060381,23,21,0,0,2,0,1,0,0,0.913,0.913,0.913,hamlet_harmonized,strict
PXD060381,23,20,0,0,0,0,0,0,3,0.8696,0.8696,1.0,hamlet_harmonized,inference
