mod_key,mod_name,unimod_id,mass_shift,group,n_pxds_observed,n_sample_obs,mean_fraction_modified,median_fraction_modified,total_peptides_with_mod,total_modified_sites
unimod:734,Carboxyl modification with ethanolamine,734,43.0422,Miscellaneous rare,2,7,0.08671057142857141,0.089659,9154,9553
unimod:989,replacement of proton with ammonium ion,989,17.026548,Miscellaneous rare,2,5,0.0562916,0.043516,76127,79066
unimod:529,Dimethylation of proline residue,529,29.039125,Methylation,2,4,0.0896055,0.103352,14592,15113
unimod:267,13C(6) 15N(4) Silac label,267,10.008269,SILAC labels,2,7,0.5743467142857144,0.598078,10790,20093
unimod:320,Nethylmaleimidehydrolysis,320,143.05824,Cys alkylation,2,5,0.12842760000000003,0.13459,12606,16659
unimod:1301,Addition of lysine due to transpeptidation,1301,128.09496,Miscellaneous rare,2,4,0.00448175,0.0037530000000000003,229,229
unimod:64,Succinic anhydride labeling reagent light form (N-term & K),64,100.016045,Other isotope labels,2,4,0.11012475000000001,0.096023,18371,21777
unimod:359,proline oxidation to pyroglutamic acid,359,13.979265,Oxidation,2,4,0.10881549999999998,0.1148985,436,445
unimod:392,quinone,392,29.974178,Miscellaneous rare,2,5,0.21954700000000002,0.21977,5250,5446
unimod:39,Beta-methylthiolation,39,45.98772,Miscellaneous rare,2,4,0.09515975,0.096797,13206,15279
unimod:36,di-Methylation,36,28.0313,Methylation,2,5,0.11610240000000001,0.115447,38412,48800
unimod:59,"Propionate labeling reagent heavy form (+3amu), N-term & K",59,59.036278,Other isotope labels,2,5,0.0758534,0.096778,11169,13057
unimod:481,"4,4,5,5-D4 Lysine",481,4.025107,TMT/isobaric labels,2,2,0.16375499999999998,0.16375499999999998,15463,23320
unimod:1302,mTRAQ heavy,1302,148.10916,TMT/isobaric labels,2,2,0.043678999999999996,0.043678999999999996,4088,4681
unimod:1789,Ammonium-quenched monolink of DSS/BS3 crosslinker,1789,155.09464,Crosslinkers/affinity,1,4,0.13213324999999998,0.1321875,2099,2758
unimod:1009,formaldehyde adduct,1009,12.0,Miscellaneous rare,1,1,0.124951,0.124951,19133,26297
unimod:105,Applied Biosystems cleavable ICAT(TM) light,105,227.12698,Other isotope labels,1,4,0.32772025000000005,0.31505,9965,10088
unimod:728,Methylphosphonylation,728,77.98707,Organophosphorus adducts,1,3,0.06159066666666666,0.058258,9508,10289
unimod:13,Applied Biosystems original ICAT(TM) d0,13,442.225,Other isotope labels,1,1,0.054502,0.054502,157,161
unimod:837,Arginine replacement by Nitropyrimidyl ornithine,837,80.98508,Miscellaneous rare,1,2,0.0846595,0.0846595,4557,5936
unimod:2035,Photo-induced Proline adduct,2035,129.04259,Miscellaneous rare,1,1,0.264018,0.264018,2572,2665
unimod:1382,reaction with phenyl vinyl sulfone,1382,168.0245,Miscellaneous rare,1,1,0.23545,0.23545,89,89
unimod:1021,Water quenched monolink of EGS cross-linker,1021,244.0583,Miscellaneous rare,1,4,0.34101675,0.33501800000000004,4864,5933
unimod:350,tryptophan oxidation to hydroxykynurenin,350,19.989828,Miscellaneous rare,1,4,0.23465400000000003,0.23456749999999998,1973,1998
unimod:207,Acrolein addition +38,207,38.01565,Lipid adducts,1,4,0.1297665,0.12775199999999998,4179,6189
unimod:344,Arginine oxidation to glutamic semialdehyde,344,-43.053432,Miscellaneous rare,1,1,0.27451,0.27451,10,14
unimod:952,Replacement of 2 protons by iron,952,53.91929,Miscellaneous rare,1,1,0.051369,0.051369,1974,2051
unimod:824,Intact or monolink BMOE crosslinker,824,220.0484,Crosslinkers/affinity,1,2,0.150673,0.150673,2853,2879
unimod:957,S-(2-succinyl) cysteine,957,116.010956,Miscellaneous rare,1,2,0.131073,0.131073,1410,1415
unimod:324,Cleaved and reduced DTBP crosslinker,324,87.01427,Crosslinkers/affinity,1,2,0.3962195,0.3962195,1088,1592
unimod:556,Asp->Gly substitution,556,-58.005478,Amino acid substitutions,1,3,0.14845333333333333,0.143726,570,575
unimod:1006,2H(3) 13C(1) monomethylated Arg13C(6) 15N(4),1006,28.046104,SILAC labels,1,2,0.052984,0.052984,770,849
unimod:23,Dehydration,23,-18.010565,Dehydration/Pyro-Glu,1,1,0.048402,0.048402,2248,2343
unimod:116,Oxidized arginine biotinylated with biotin-LC-hydrazide,116,310.1351,Miscellaneous rare,1,2,0.072631,0.072631,303,371
unimod:530,Replacement of proton by potassium,530,37.955883,Metal adducts,1,2,0.0657095,0.0657095,256,273
unimod:371,Michael addition of hydroxymethylvinyl ketone to cysteine,371,86.03678,Cys alkylation,1,3,0.376973,0.374871,1047,1060
unimod:402,oxoalanine,402,-17.992805,Miscellaneous rare,1,2,0.1201825,0.1201825,1633,1636
unimod:94,IMID d0,94,68.037445,Miscellaneous rare,1,1,0.381584,0.381584,7458,7940
unimod:1031,desthiobiotin modification of lysine,1031,196.12119,Crosslinkers/affinity,1,1,0.076797,0.076797,1040,1598
unimod:335,reduced 4-Hydroxynonenal,335,158.13068,Lipid adducts,1,5,0.0917482,0.094566,5763,6678
unimod:1342,Sixplex iodoacetyl Tandem Mass Tag®,1342,329.2266,TMT/isobaric labels,1,2,0.045313,0.045313,2729,2814
unimod:108,N-ethylmaleimide on cysteines,108,125.047676,Cys alkylation,1,2,0.5060199999999999,0.5060199999999999,1255,1257
unimod:864,13C(6) 15N(2) Lysine glygly,864,122.05713,Ubiquitination (GlyGly),1,3,0.19609100000000002,0.192734,2721,3606
unimod:345,cysteine oxidation to cysteic acid,345,47.984745,Oxidation,1,2,0.0935555,0.0935555,909,925
unimod:37,tri-Methylation,37,42.04695,Methylation,1,4,0.1067505,0.106625,2685,3398
unimod:2070,Monomodification with glutamine,2070,128.05858,Miscellaneous rare,1,1,0.125158,0.125158,4206,4361
unimod:1906,Ammonium-quenched monolink of BS2-G crosslinker,1906,113.047676,Crosslinkers/affinity,1,2,0.273251,0.273251,7485,11489
unimod:1882,Thiol fragment of DSSO crosslinker,1882,85.982635,Crosslinkers/affinity,1,1,0.237068,0.237068,591,747
unimod:129,Iodination,129,125.896645,Miscellaneous rare,1,2,0.088982,0.088982,791,835
unimod:1841,EZ-Link Sulfo-NHS-SS-Biotin,1841,389.09015,Crosslinkers/affinity,1,3,0.16452466666666668,0.163167,13931,14738
unimod:393,glucosylgalactosyl hydroxylysine,393,340.10056,Miscellaneous rare,1,2,0.1899775,0.1899775,3465,4165
unimod:127,fluorination,127,17.990578,Miscellaneous rare,1,2,0.0850835,0.0850835,7710,8044
unimod:662,Thr->Pro substitution,662,-3.994915,Amino acid substitutions,1,3,0.22162,0.217095,3256,3464
unimod:773,maleimide,773,97.01638,Cys alkylation,1,2,0.0855265,0.0855265,1197,1524
unimod:763,Beta elimination of modified S or T followed by Michael addition of labelled DTT,763,142.03932,Cys alkylation,1,2,0.0535095,0.0535095,10193,10287
unimod:739,Native Tandem Mass Tag®,739,224.15248,TMT/isobaric labels,1,3,0.13517733333333334,0.173797,29579,42951
unimod:256,Propionaldehyde +40,256,40.0313,Miscellaneous rare,1,3,0.143813,0.132795,12648,14859
unimod:738,Duplex Tandem Mass Tag®,738,225.15584,TMT/isobaric labels,1,3,0.036461,0.027362,14579,15550
unimod:1312,Reduced acrolein addition +58,1312,58.041866,Lipid adducts,1,2,0.152021,0.152021,1317,1425
unimod:768,Mono-methylated lysine labelled with Acetyl_heavy,768,59.045044,Miscellaneous rare,1,1,0.053686,0.053686,565,742
unimod:284,Deuterium Methylation of Lysine,284,16.028204,Other isotope labels,1,2,0.0960755,0.0960755,4391,5393
unimod:275,nitrosylation,275,28.990164,Nitrosylation/sulfonation,1,1,0.107055,0.107055,1440,1443
unimod:330,dimethylation,330,36.07567,Methylation,1,3,0.24082800000000001,0.240619,56777,90894
unimod:214,Representative mass and accurate mass for 116 & 117,214,144.10207,TMT/isobaric labels,1,3,0.5765786666666667,0.577981,25243,60148
unimod:369,Pyrrolidone from Proline,369,-27.994915,Oxidation,1,1,0.189129,0.189129,3102,3121
unimod:1829,LeudimethylArgGlyGly,1829,411.2594,Miscellaneous rare,1,1,0.090308,0.090308,943,1107
unimod:1365,N-dimethylphosphate,1365,107.01362,Organophosphorus adducts,1,3,0.08118333333333333,0.078527,9298,9559
unimod:434,"cis-14-hydroxy-10,13-dioxo-7-heptadecenoic ester",434,294.1831,Miscellaneous rare,1,2,0.032648,0.032648,119,119
unimod:1271,S-homocysteinylation,1271,133.01974,Miscellaneous rare,1,1,0.296524,0.296524,667,674
unimod:944,SILAC label,944,11.050561,Miscellaneous rare,1,4,0.100002,0.1010625,4406,6544
unimod:1425,Pentose,1425,132.04225,Glycosylation,1,3,0.07277133333333334,0.073202,1654,1795
unimod:1388,Modification by hydroxylated mechloroethamine (HN-2),1388,101.08406,Miscellaneous rare,1,3,0.10545633333333333,0.105225,11916,12791
unimod:56,"Acetate labeling reagent (N-term & K) (heavy form, +3amu)",56,45.029396,Other isotope labels,1,1,0.1325,0.1325,10527,11574
unimod:376,hydroxyfarnesyl,376,220.18271,Miscellaneous rare,1,2,0.111343,0.111343,2411,2425
unimod:1380,reaction with methyl vinyl sulfone,1380,106.00885,Miscellaneous rare,1,3,0.2715356666666667,0.267486,28737,37341
unimod:171,Shimadzu NBS-13C,171,159.00858,Miscellaneous rare,1,3,0.16554500000000003,0.168197,2524,2530
unimod:451,diglutamyl,451,258.08517,Miscellaneous rare,1,3,0.12093066666666667,0.118145,12485,12569
unimod:1987,O-dimethylphosphothione,1987,123.974785,Organophosphorus adducts,1,2,0.070342,0.070342,1975,2223
