source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD015957-Sample-11	homo sapiens	skin	metastatic melanoma	melanoma cell	108T, 12T, A375	not available	18	not available	not available	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (108T, 12T, A375), condition (OE, EV, IFNγ, NT), immunoproteasome subunit expression level (high vs low), response to immune-checkpoint inhibitors (responders vs non-responders)	6 ppm	8 ppm	orbitrap	108T_OE2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD015957-Sample-12	homo sapiens	skin	metastatic melanoma	melanoma cell	108T, 12T, A375	not available	18	not available	not available	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (108T, 12T, A375), condition (OE, EV, IFNγ, NT), immunoproteasome subunit expression level (high vs low), response to immune-checkpoint inhibitors (responders vs non-responders)	6 ppm	8 ppm	orbitrap	108T_OE3.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD015957-Sample-13	homo sapiens	skin	metastatic melanoma	melanoma cell	108T, 12T, A375	not available	18	not available	not available	run 13	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (108T, 12T, A375), condition (OE, EV, IFNγ, NT), immunoproteasome subunit expression level (high vs low), response to immune-checkpoint inhibitors (responders vs non-responders)	6 ppm	8 ppm	orbitrap	12T_EV1.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD015957-Sample-14	homo sapiens	skin	metastatic melanoma	melanoma cell	108T, 12T, A375	not available	18	not available	not available	run 14	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (108T, 12T, A375), condition (OE, EV, IFNγ, NT), immunoproteasome subunit expression level (high vs low), response to immune-checkpoint inhibitors (responders vs non-responders)	6 ppm	8 ppm	orbitrap	12T_EV2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD015957-Sample-15	homo sapiens	skin	metastatic melanoma	melanoma cell	108T, 12T, A375	not available	18	not available	not available	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (108T, 12T, A375), condition (OE, EV, IFNγ, NT), immunoproteasome subunit expression level (high vs low), response to immune-checkpoint inhibitors (responders vs non-responders)	6 ppm	8 ppm	orbitrap	12T_EV3.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD015957-Sample-16	homo sapiens	skin	metastatic melanoma	melanoma cell	108T, 12T, A375	not available	18	not available	not available	run 16	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (108T, 12T, A375), condition (OE, EV, IFNγ, NT), immunoproteasome subunit expression level (high vs low), response to immune-checkpoint inhibitors (responders vs non-responders)	6 ppm	8 ppm	orbitrap	12T_IFN1.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD015957-Sample-17	homo sapiens	skin	metastatic melanoma	melanoma cell	108T, 12T, A375	not available	18	not available	not available	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (108T, 12T, A375), condition (OE, EV, IFNγ, NT), immunoproteasome subunit expression level (high vs low), response to immune-checkpoint inhibitors (responders vs non-responders)	6 ppm	8 ppm	orbitrap	12T_IFN2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD015957-Sample-18	homo sapiens	skin	metastatic melanoma	melanoma cell	108T, 12T, A375	not available	18	not available	not available	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (108T, 12T, A375), condition (OE, EV, IFNγ, NT), immunoproteasome subunit expression level (high vs low), response to immune-checkpoint inhibitors (responders vs non-responders)	6 ppm	8 ppm	orbitrap	12T_IFN3.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD015957-Sample-19	homo sapiens	skin	metastatic melanoma	melanoma cell	108T, 12T, A375	not available	18	not available	not available	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (108T, 12T, A375), condition (OE, EV, IFNγ, NT), immunoproteasome subunit expression level (high vs low), response to immune-checkpoint inhibitors (responders vs non-responders)	6 ppm	8 ppm	orbitrap	12T_NT1.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD015957-Sample-20	homo sapiens	skin	metastatic melanoma	melanoma cell	108T, 12T, A375	not available	18	not available	not available	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (108T, 12T, A375), condition (OE, EV, IFNγ, NT), immunoproteasome subunit expression level (high vs low), response to immune-checkpoint inhibitors (responders vs non-responders)	6 ppm	8 ppm	orbitrap	12T_NT2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD015957-Sample-21	homo sapiens	skin	metastatic melanoma	melanoma cell	108T, 12T, A375	not available	18	not available	not available	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (108T, 12T, A375), condition (OE, EV, IFNγ, NT), immunoproteasome subunit expression level (high vs low), response to immune-checkpoint inhibitors (responders vs non-responders)	6 ppm	8 ppm	orbitrap	12T_NT3.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD015957-Sample-22	homo sapiens	skin	metastatic melanoma	melanoma cell	108T, 12T, A375	not available	18	not available	not available	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (108T, 12T, A375), condition (OE, EV, IFNγ, NT), immunoproteasome subunit expression level (high vs low), response to immune-checkpoint inhibitors (responders vs non-responders)	6 ppm	8 ppm	orbitrap	12T_OE1.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD015957-Sample-23	homo sapiens	skin	metastatic melanoma	melanoma cell	108T, 12T, A375	not available	18	not available	not available	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (108T, 12T, A375), condition (OE, EV, IFNγ, NT), immunoproteasome subunit expression level (high vs low), response to immune-checkpoint inhibitors (responders vs non-responders)	6 ppm	8 ppm	orbitrap	12T_OE2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD015957-Sample-24	homo sapiens	skin	metastatic melanoma	melanoma cell	108T, 12T, A375	not available	18	not available	not available	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (108T, 12T, A375), condition (OE, EV, IFNγ, NT), immunoproteasome subunit expression level (high vs low), response to immune-checkpoint inhibitors (responders vs non-responders)	6 ppm	8 ppm	orbitrap	12T_OE3.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD015957-Sample-25	homo sapiens	skin	metastatic melanoma	melanoma cell	108T, 12T, A375	not available	18	not available	not available	run 25	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (108T, 12T, A375), condition (OE, EV, IFNγ, NT), immunoproteasome subunit expression level (high vs low), response to immune-checkpoint inhibitors (responders vs non-responders)	6 ppm	8 ppm	orbitrap	A375_EV1.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD015957-Sample-26	homo sapiens	skin	metastatic melanoma	melanoma cell	108T, 12T, A375	not available	18	not available	not available	run 26	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (108T, 12T, A375), condition (OE, EV, IFNγ, NT), immunoproteasome subunit expression level (high vs low), response to immune-checkpoint inhibitors (responders vs non-responders)	6 ppm	8 ppm	orbitrap	A375_EV2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD015957-Sample-27	homo sapiens	skin	metastatic melanoma	melanoma cell	108T, 12T, A375	not available	18	not available	not available	run 27	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (108T, 12T, A375), condition (OE, EV, IFNγ, NT), immunoproteasome subunit expression level (high vs low), response to immune-checkpoint inhibitors (responders vs non-responders)	6 ppm	8 ppm	orbitrap	A375_EV3.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD015957-Sample-28	homo sapiens	skin	metastatic melanoma	melanoma cell	108T, 12T, A375	not available	18	not available	not available	run 28	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (108T, 12T, A375), condition (OE, EV, IFNγ, NT), immunoproteasome subunit expression level (high vs low), response to immune-checkpoint inhibitors (responders vs non-responders)	6 ppm	8 ppm	orbitrap	A375_OE1.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD015957-Sample-29	homo sapiens	skin	metastatic melanoma	melanoma cell	108T, 12T, A375	not available	18	not available	not available	run 29	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (108T, 12T, A375), condition (OE, EV, IFNγ, NT), immunoproteasome subunit expression level (high vs low), response to immune-checkpoint inhibitors (responders vs non-responders)	6 ppm	8 ppm	orbitrap	A375_OE2.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
PXD015957-Sample-30	homo sapiens	skin	metastatic melanoma	melanoma cell	108T, 12T, A375	not available	18	not available	not available	run 30	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell line (108T, 12T, A375), condition (OE, EV, IFNγ, NT), immunoproteasome subunit expression level (high vs low), response to immune-checkpoint inhibitors (responders vs non-responders)	6 ppm	8 ppm	orbitrap	A375_OE3.raw	v1.1.0	HAMLET-agentic v0.1.0	metastatic melanoma
