source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD005207-Sample-21	p. falciparum	blood	malaria	erythrocytes	5	not available	not available	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	Shld-1 (presence, absence)	7 ppm	15 ppm	orbitrap	CDPK1_phospho_14_R5.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD005207-Sample-22	p. falciparum	blood	malaria	erythrocytes	5	not available	not available	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	Shld-1 (presence, absence)	7 ppm	15 ppm	orbitrap	CDPK1_phospho_2_R5.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD005207-Sample-23	p. falciparum	blood	malaria	erythrocytes	5	not available	not available	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	Shld-1 (presence, absence)	7 ppm	15 ppm	orbitrap	CDPK1_phospho_7_R5.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD005207-Sample-24	p. falciparum	blood	malaria	erythrocytes	5	not available	not available	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	Shld-1 (presence, absence)	7 ppm	15 ppm	orbitrap	CDPK1_phospho_R4_11.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD005207-Sample-25	p. falciparum	blood	malaria	erythrocytes	5	not available	not available	run 25	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	Shld-1 (presence, absence)	7 ppm	15 ppm	orbitrap	CDPK1_phospho_R4_7.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD005207-Sample-26	p. falciparum	blood	malaria	erythrocytes	5	not available	not available	run 26	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	Shld-1 (presence, absence)	7 ppm	15 ppm	orbitrap	CDPK1_phospho_R4_8.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD005207-Sample-27	p. falciparum	blood	malaria	erythrocytes	5	not available	not available	run 27	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	Shld-1 (presence, absence)	7 ppm	15 ppm	orbitrap	PKARCDPK1_invitrokinase.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD005207-Sample-28	p. falciparum	blood	malaria	erythrocytes	5	not available	not available	run 28	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	Shld-1 (presence, absence)	7 ppm	15 ppm	orbitrap	Plasmo_TP3_R3.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD005207-Sample-29	p. falciparum	blood	malaria	erythrocytes	5	not available	not available	run 29	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	Shld-1 (presence, absence)	7 ppm	15 ppm	orbitrap	Plasmo_TP7_R3.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD005207-Sample-30	p. falciparum	blood	malaria	erythrocytes	5	not available	not available	run 30	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	Shld-1 (presence, absence)	7 ppm	15 ppm	orbitrap	Plfalci_TP_iTRAQ8_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
