source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD005554-Sample-11	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	150911_174_AN_G138_S1_f5.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-12	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	150911_174_AN_G138_S1_f7.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-13	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 13	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	160123_210_AN_12.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-14	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 14	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	160123_210_AN_13.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-15	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	160123_210_AN_15.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-16	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 16	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	160123_210_AN_2.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-17	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	160129_210_AN_6.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-18	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	160310_210_AN_4_f1.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-19	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	160310_210_AN_4_f12.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-20	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	160310_210_AN_4_f3.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-21	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	160310_210_AN_4_f5.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-22	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	160315_210_AN_10_f12.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-23	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	160315_210_AN_10_f13.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-24	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	160315_210_AN_10_f5.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-25	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 25	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	160315_210_AN_10_f7.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-26	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 26	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	160403_210_AN_5_f1.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-27	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 27	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	160403_210_AN_5_f12.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-28	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 28	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	160403_210_AN_5_f5.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-29	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 29	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	160403_210_AN_5_f9.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
PXD005554-Sample-30	homo sapiens	breast, omentum	triple-negative breast cancer, high-grade serous ovarian cancer, normal	tumor cells	8	female	not available	run 30	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	15	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (TNBC, adjacent breast, HGSOC omental metastasis, normal omentum)	7 ppm	10 ppm	orbitrap	160405_210_AN_5_f14.raw	v1.1.0	HAMLET-agentic v0.1.0	triple-negative breast cancer, high-grade serous ovarian cancer, normal
