source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD017035-Sample-11	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d1_12_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-12	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d1_24_hTT_I.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-13	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d1_48_hTT_I.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-14	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d1_48_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-15	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d2_24_hTT_I.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-16	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d2_48_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-17	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d3_24_hTT_I.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-18	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d4_12_hTT_I.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-19	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d4_12_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-20	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d4_48_hTT_I.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-21	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d5_48_hTT_I.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-22	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d5_48_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-23	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d7_12_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-24	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d7_48_hTT_I.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-25	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d7_48_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-26	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d8_12_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-27	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d8_24_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-28	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d8_48_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-29	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d9_24_hTT_I.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-30	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d9_24_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-31	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d15_12_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-32	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d9_48_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-33	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d15_12_hTT_I.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-34	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d3_48_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-35	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d9_12_hTT_I.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-36	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d4_48_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-37	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d12_12_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-38	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d4_24_hTT_I.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-39	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d4_24_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-40	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d6_48_hTT_I.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-41	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d12_48_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD017035-Sample-42	Anaerostipes caccae, Bacteroides thetaiotaomicron, Bifidobacterium longum, Blautia producta, Clostridium butyricum, Clostridium ramosum, Escherichia coli, Lactobacillus plantarum	not available	not available	bacteria	6	not available	not available	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	transit time (12 h, 24 h, 48 h)	not available	10 ppm	0.02 Da	orbitrap	d11_12_hTT_II.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
