source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD009815-Sample-24	Saccharomyces cerevisiae	not available	not available	4	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	UPS1 concentration (0.01, 0.05, 0.1, 0.250, 0.5, 1, 5, 10, 25, 50 fmol)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	8 ppm	dithiothreitol	iodoacetamide	orbitrap	QEKAC160601_65.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD009815-Sample-25	Saccharomyces cerevisiae	not available	not available	4	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	UPS1 concentration (0.01, 0.05, 0.1, 0.250, 0.5, 1, 5, 10, 25, 50 fmol)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	8 ppm	dithiothreitol	iodoacetamide	orbitrap	QEKAC160601_69.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD009815-Sample-26	Saccharomyces cerevisiae	not available	not available	4	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	UPS1 concentration (0.01, 0.05, 0.1, 0.250, 0.5, 1, 5, 10, 25, 50 fmol)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	8 ppm	dithiothreitol	iodoacetamide	orbitrap	QEKAC160601_73.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD009815-Sample-27	Saccharomyces cerevisiae	not available	not available	4	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	UPS1 concentration (0.01, 0.05, 0.1, 0.250, 0.5, 1, 5, 10, 25, 50 fmol)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	8 ppm	dithiothreitol	iodoacetamide	orbitrap	QEKAC160601_75.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD009815-Sample-28	Saccharomyces cerevisiae	not available	not available	4	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	UPS1 concentration (0.01, 0.05, 0.1, 0.250, 0.5, 1, 5, 10, 25, 50 fmol)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	8 ppm	dithiothreitol	iodoacetamide	orbitrap	QEKAC160601_77.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD009815-Sample-29	Saccharomyces cerevisiae	not available	not available	4	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	UPS1 concentration (0.01, 0.05, 0.1, 0.250, 0.5, 1, 5, 10, 25, 50 fmol)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	8 ppm	dithiothreitol	iodoacetamide	orbitrap	QEKAC160601_79.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD009815-Sample-30	Saccharomyces cerevisiae	not available	not available	4	not available	not available	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	UPS1 concentration (0.01, 0.05, 0.1, 0.250, 0.5, 1, 5, 10, 25, 50 fmol)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	8 ppm	dithiothreitol	iodoacetamide	orbitrap	QEKAC160601_81.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD009815-Sample-31	Saccharomyces cerevisiae	not available	not available	4	not available	not available	run 31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	UPS1 concentration (0.01, 0.05, 0.1, 0.250, 0.5, 1, 5, 10, 25, 50 fmol)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	8 ppm	dithiothreitol	iodoacetamide	orbitrap	QEKAC160601_16.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD009815-Sample-32	Saccharomyces cerevisiae	not available	not available	4	not available	not available	run 32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	UPS1 concentration (0.01, 0.05, 0.1, 0.250, 0.5, 1, 5, 10, 25, 50 fmol)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	8 ppm	dithiothreitol	iodoacetamide	orbitrap	QEKAC160601_02.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD009815-Sample-33	Saccharomyces cerevisiae	not available	not available	4	not available	not available	run 33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	UPS1 concentration (0.01, 0.05, 0.1, 0.250, 0.5, 1, 5, 10, 25, 50 fmol)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	8 ppm	dithiothreitol	iodoacetamide	orbitrap	QEKAC160601_14.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD009815-Sample-34	Saccharomyces cerevisiae	not available	not available	4	not available	not available	run 34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	UPS1 concentration (0.01, 0.05, 0.1, 0.250, 0.5, 1, 5, 10, 25, 50 fmol)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	8 ppm	dithiothreitol	iodoacetamide	orbitrap	QEKAC160601_34.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD009815-Sample-35	Saccharomyces cerevisiae	not available	not available	4	not available	not available	run 35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	UPS1 concentration (0.01, 0.05, 0.1, 0.250, 0.5, 1, 5, 10, 25, 50 fmol)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	8 ppm	dithiothreitol	iodoacetamide	orbitrap	QEKAC160601_48.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD009815-Sample-36	Saccharomyces cerevisiae	not available	not available	4	not available	not available	run 36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	UPS1 concentration (0.01, 0.05, 0.1, 0.250, 0.5, 1, 5, 10, 25, 50 fmol)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	8 ppm	dithiothreitol	iodoacetamide	orbitrap	QEKAC160601_71.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
PXD009815-Sample-37	Saccharomyces cerevisiae	not available	not available	4	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	4	NT=beam-type collision-induced dissociation;AC=MS:1000422	UPS1 concentration (0.01, 0.05, 0.1, 0.250, 0.5, 1, 5, 10, 25, 50 fmol)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	6 ppm	8 ppm	dithiothreitol	iodoacetamide	orbitrap	QEKAC160601_117.raw	v1.1.0	HAMLET-agentic v0.1.0	not available
