paper_id,source,mode,annotation_type,extracted_value,verdict_run1,value_correct_run1,hallucination_run1,error_category_run1,verdict_run2,value_correct_run2,hallucination_run2,error_category_run2,verdict_run3,value_correct_run3,hallucination_run3,error_category_run3,consensus_verdict,consensus_value_correct,consensus_hallucination,consensus_error_category,n_agree_verdict,n_total_verdict,n_agree_category,n_total_category,unanimous,unanimous_category
PXD001856,hamlet_harmonized,inference,instrument,Q Exactive,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,inference,label,SILAC,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,inference,mass_analyzer,Orbitrap,high,True,False,inferred,high,True,False,inferred,high,True,False,inferred,high,True,False,inferred,3,3,3,3,True,True
PXD001856,hamlet_harmonized,inference,material_type,cell culture,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,inference,material_type,cell line,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,inference,modification,monohydroxylated residue; acetylated residue,medium,True,False,incomplete,medium,True,False,incomplete,medium,True,False,inferred,medium,True,False,incomplete,3,3,2,3,True,False
PXD001856,hamlet_harmonized,inference,number_of_samples,9,high,True,False,inferred,high,True,False,inferred,high,True,False,inferred,high,True,False,inferred,3,3,3,3,True,True
PXD001856,hamlet_harmonized,inference,organ,Mesenchymal stem cell; Cell culture; Embryonic stem cell; Stem cell,low,False,False,type_mismatch,low,False,False,type_mismatch,low,False,False,type_mismatch,low,False,False,type_mismatch,3,3,3,3,True,True
PXD001856,hamlet_harmonized,inference,ptm,monohydroxylated residue; acetylated residue,high,True,False,inferred,high,True,False,inferred,high,True,False,inferred,high,True,False,inferred,3,3,3,3,True,True
PXD001856,hamlet_harmonized,inference,reduction_reagent,DTT,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,inference,replicates,3,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,inference,sex,male,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,inference,species,Homo sapiens,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,acquisition_method,DDA,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,age,"20y, 27y, 39y, 40y",high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,alkylation_reagent,iodoacetamide,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,cell_line,ES04,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,cell_type,mesenchymal stem cells,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,cleavage_agent,"Lys-C, trypsin",high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,collision_energy,25,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,developmental_stage,adult,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,disease,normal,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,experimental_design,Shotgun proteomics,low,False,False,type_mismatch,low,False,False,type_mismatch,low,False,False,meti_only,low,False,False,type_mismatch,3,3,2,3,True,False
PXD001856,hamlet_harmonized,strict,factor_value,ESC vs ESC-MSC vs BM-MSC,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,fractionation,in-solution isoelectric focusing,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,fractions,12,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,fragmentation,HCD,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,instrument,Q Exactive,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,label,SILAC,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,mass_analyzer,Orbitrap,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,material_type,cell culture,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,material_type,cell line,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,modification,monohydroxylated residue; acetylated residue,medium,True,False,incomplete,medium,True,False,incomplete,medium,True,False,incomplete,medium,True,False,incomplete,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,number_of_samples,9,low,False,True,hallucinated,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,2,3,2,3,False,False
PXD001856,hamlet_harmonized,strict,organ,Mesenchymal stem cell; Cell culture; Embryonic stem cell; Stem cell,low,False,False,type_mismatch,low,False,False,type_mismatch,low,False,False,type_mismatch,low,False,False,type_mismatch,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,ptm,monohydroxylated residue; acetylated residue,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,reduction_reagent,DTT,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,replicates,3,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,sex,male,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_harmonized,strict,species,Homo sapiens,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,inference,acquisition_method,DDA,high,True,False,inferred,high,True,False,inferred,high,True,False,inferred,high,True,False,inferred,3,3,3,3,True,True
PXD001856,hamlet_raw,inference,age,"20y, 27y, 39y, 40y",high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,inference,alkylation_reagent,iodoacetamide,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,inference,cell_line,ES04,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,inference,cell_type,mesenchymal stem cells,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,inference,cleavage_agent,"Lys-C, trypsin",high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,inference,collision_energy,25,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,inference,developmental_stage,adult,medium,True,False,inferred,high,True,False,inferred,high,True,False,inferred,high,True,False,inferred,2,3,3,3,False,True
PXD001856,hamlet_raw,inference,disease,normal,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,inferred,high,True,False,correct_explicit,3,3,2,3,True,False
PXD001856,hamlet_raw,inference,experimental_design,treated vs control,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,inference,factor_value,ESC vs ESC-MSC vs BM-MSC,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,inference,fractionation,in-solution isoelectric focusing,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,inference,fractions,12,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,inference,fragmentation,HCD,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,inference,instrument,Q Exactive,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,inference,label,SILAC,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,inference,mass_analyzer,Orbitrap,high,True,False,inferred,high,True,False,inferred,high,True,False,inferred,high,True,False,inferred,3,3,3,3,True,True
PXD001856,hamlet_raw,inference,material_type,cell culture,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,inference,material_type,cell line,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,inference,number_of_samples,9,high,True,False,inferred,high,True,False,inferred,high,True,False,inferred,high,True,False,inferred,3,3,3,3,True,True
PXD001856,hamlet_raw,inference,organ,bone marrow,medium,True,False,incomplete,medium,True,False,incomplete,medium,True,False,incomplete,medium,True,False,incomplete,3,3,3,3,True,True
PXD001856,hamlet_raw,inference,ptm,"methionine oxidation, cysteine carbamidomethylation, N-terminal acetylation",high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,inference,reduction_reagent,DTT,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,inference,replicates,3,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,inference,sex,male,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,inference,species,Homo sapiens,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,acquisition_method,DDA,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,age,"20y, 27y, 39y, 40y",high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,alkylation_reagent,iodoacetamide,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,cell_line,ES04,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,cell_type,mesenchymal stem cells,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,cleavage_agent,"Lys-C, trypsin",high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,collision_energy,25,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,developmental_stage,adult,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,disease,normal,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,experimental_design,treated vs control,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,factor_value,ESC vs ESC-MSC vs BM-MSC,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,fractionation,in-solution isoelectric focusing,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,fractions,12,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,fragmentation,HCD,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,instrument,Q Exactive,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,label,SILAC,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,mass_analyzer,Orbitrap,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,material_type,cell culture,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,material_type,cell line,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,number_of_samples,9,low,False,True,hallucinated,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,2,3,2,3,False,False
PXD001856,hamlet_raw,strict,organ,bone marrow,medium,True,False,incomplete,medium,True,False,incomplete,medium,True,False,incomplete,medium,True,False,incomplete,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,ptm,"methionine oxidation, cysteine carbamidomethylation, N-terminal acetylation",high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,reduction_reagent,DTT,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,replicates,3,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,sex,male,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,hamlet_raw,strict,species,Homo sapiens,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,inference,acquisition_method,DDA,high,True,False,inferred,high,True,False,inferred,high,True,False,inferred,high,True,False,inferred,3,3,3,3,True,True
PXD001856,human_annotation,inference,age,20y,low,False,False,wrong_value,low,False,False,wrong_value,high,True,False,correct_explicit,low,False,False,wrong_value,2,3,2,3,False,False
PXD001856,human_annotation,inference,age,27y,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,inference,age,39y,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,inference,age,40y,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,inference,cleavage_agent,Lys-C,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,inference,cleavage_agent,trypsin,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,inference,collision_energy,normalized collision energy 25,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,inference,fractionation,Isoelectric focusing (OFFGEL fractionator) into 12 fractions over a pH range of 3-10,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,inference,fractions,12,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,inference,fragmentation,HCD,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,inference,instrument,"Q Exactive mass spectrometer (Thermo Scientific, Bremen, Germany)",high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,inference,label,Light (unlabeled),high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,inference,label,Lys4/Arg6 (medium),high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,inference,label,Lys8/Arg10 (heavy),high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,inference,mass_analyzer,Orbitrap,high,True,False,inferred,high,True,False,inferred,high,True,False,inferred,high,True,False,inferred,3,3,3,3,True,True
PXD001856,human_annotation,inference,material_type,cell line,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,inference,material_type,chromatin-bound fraction,low,False,False,type_mismatch,low,False,False,type_mismatch,low,False,False,type_mismatch,low,False,False,type_mismatch,3,3,3,3,True,True
PXD001856,human_annotation,inference,material_type,cytosolic fraction,low,False,False,type_mismatch,low,False,False,type_mismatch,low,False,False,type_mismatch,low,False,False,type_mismatch,3,3,3,3,True,True
PXD001856,human_annotation,inference,material_type,nuclear fraction,low,False,False,type_mismatch,low,False,False,type_mismatch,low,False,False,type_mismatch,low,False,False,type_mismatch,3,3,3,3,True,True
PXD001856,human_annotation,inference,modification,N-terminal acetylation,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,inference,modification,carbamidomethylation,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,inference,modification,oxidation,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,inference,precursor_mass_tolerance,20 ppm,low,False,False,wrong_value,low,False,False,wrong_value,low,False,False,wrong_value,low,False,False,wrong_value,3,3,3,3,True,True
PXD001856,human_annotation,inference,reduction_reagent,DTT,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,inference,replicates,3,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,inference,species,human (Homo sapiens),high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,strict,acquisition_method,DDA,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,strict,age,20y,low,False,False,wrong_value,low,False,False,wrong_value,low,False,False,wrong_value,low,False,False,wrong_value,3,3,3,3,True,True
PXD001856,human_annotation,strict,age,27y,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,strict,age,39y,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,strict,age,40y,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,strict,cleavage_agent,Lys-C,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,strict,cleavage_agent,trypsin,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,strict,collision_energy,normalized collision energy 25,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,strict,fractionation,Isoelectric focusing (OFFGEL fractionator) into 12 fractions over a pH range of 3-10,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,strict,fractions,12,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,strict,fragmentation,HCD,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,strict,instrument,"Q Exactive mass spectrometer (Thermo Scientific, Bremen, Germany)",high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
PXD001856,human_annotation,strict,label,Light (unlabeled),high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,high,True,False,correct_explicit,3,3,3,3,True,True
