source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD013765-Sample-11	homo sapiens	skin, brain	melanoma	melanoma cells	DP, M12, M16, YDFR	not available	3	not available	not available	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	QExactive Orbitrap MS, Q Exactive HF	not available	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar)	7 ppm	12 ppm	orbitrap	M12-CB_SN_2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-12	homo sapiens	skin, brain	melanoma	melanoma cells	DP, M12, M16, YDFR	not available	3	not available	not available	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	QExactive Orbitrap MS, Q Exactive HF	not available	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar)	7 ppm	12 ppm	orbitrap	M12-C_CYT_1_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-13	homo sapiens	skin, brain	melanoma	melanoma cells	DP, M12, M16, YDFR	not available	3	not available	not available	run 13	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	QExactive Orbitrap MS, Q Exactive HF	not available	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar)	7 ppm	12 ppm	orbitrap	M12-C_NE_1_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-14	homo sapiens	skin, brain	melanoma	melanoma cells	DP, M12, M16, YDFR	not available	3	not available	not available	run 14	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	QExactive Orbitrap MS, Q Exactive HF	not available	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar)	7 ppm	12 ppm	orbitrap	M12-C_NE_2_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-15	homo sapiens	skin, brain	melanoma	melanoma cells	DP, M12, M16, YDFR	not available	3	not available	not available	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	QExactive Orbitrap MS, Q Exactive HF	not available	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar)	7 ppm	12 ppm	orbitrap	M12-C_SN_1_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-16	homo sapiens	skin, brain	melanoma	melanoma cells	DP, M12, M16, YDFR	not available	3	not available	not available	run 16	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	QExactive Orbitrap MS, Q Exactive HF	not available	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar)	7 ppm	12 ppm	orbitrap	M12-C_SN_3_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-17	homo sapiens	skin, brain	melanoma	melanoma cells	DP, M12, M16, YDFR	not available	3	not available	not available	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	QExactive Orbitrap MS, Q Exactive HF	not available	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar)	7 ppm	12 ppm	orbitrap	M12-C_SN_3_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-18	homo sapiens	skin, brain	melanoma	melanoma cells	DP, M12, M16, YDFR	not available	3	not available	not available	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	QExactive Orbitrap MS, Q Exactive HF	not available	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar)	7 ppm	12 ppm	orbitrap	M16-CB3_CYT_1_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-19	homo sapiens	skin, brain	melanoma	melanoma cells	DP, M12, M16, YDFR	not available	3	not available	not available	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	QExactive Orbitrap MS, Q Exactive HF	not available	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar)	7 ppm	12 ppm	orbitrap	M16-CB3_NE_2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-20	homo sapiens	skin, brain	melanoma	melanoma cells	DP, M12, M16, YDFR	not available	3	not available	not available	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	QExactive Orbitrap MS, Q Exactive HF	not available	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar)	7 ppm	12 ppm	orbitrap	M16-CB_SN_3_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-21	homo sapiens	skin, brain	melanoma	melanoma cells	DP, M12, M16, YDFR	not available	3	not available	not available	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	QExactive Orbitrap MS, Q Exactive HF	not available	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar)	7 ppm	12 ppm	orbitrap	M16-C_CYT_1_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-22	homo sapiens	skin, brain	melanoma	melanoma cells	DP, M12, M16, YDFR	not available	3	not available	not available	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	QExactive Orbitrap MS, Q Exactive HF	not available	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar)	7 ppm	12 ppm	orbitrap	M16-C_CYT_3_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-23	homo sapiens	skin, brain	melanoma	melanoma cells	DP, M12, M16, YDFR	not available	3	not available	not available	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	QExactive Orbitrap MS, Q Exactive HF	not available	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar)	7 ppm	12 ppm	orbitrap	M16-C_NE_1_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-24	homo sapiens	skin, brain	melanoma	melanoma cells	DP, M12, M16, YDFR	not available	3	not available	not available	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	QExactive Orbitrap MS, Q Exactive HF	not available	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar)	7 ppm	12 ppm	orbitrap	M16-C_NE_3_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-25	homo sapiens	skin, brain	melanoma	melanoma cells	DP, M12, M16, YDFR	not available	3	not available	not available	run 25	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	QExactive Orbitrap MS, Q Exactive HF	not available	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar)	7 ppm	12 ppm	orbitrap	M16-C_SN_2_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-26	homo sapiens	skin, brain	melanoma	melanoma cells	DP, M12, M16, YDFR	not available	3	not available	not available	run 26	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	QExactive Orbitrap MS, Q Exactive HF	not available	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar)	7 ppm	12 ppm	orbitrap	M16-C_SN_3_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-27	homo sapiens	skin, brain	melanoma	melanoma cells	DP, M12, M16, YDFR	not available	3	not available	not available	run 27	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	QExactive Orbitrap MS, Q Exactive HF	not available	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar)	7 ppm	12 ppm	orbitrap	YDFR-CB3_CYT_1_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-28	homo sapiens	skin, brain	melanoma	melanoma cells	DP, M12, M16, YDFR	not available	3	not available	not available	run 28	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	QExactive Orbitrap MS, Q Exactive HF	not available	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar)	7 ppm	12 ppm	orbitrap	YDFR-CB_SN_1_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-29	homo sapiens	skin, brain	melanoma	melanoma cells	DP, M12, M16, YDFR	not available	3	not available	not available	run 29	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	QExactive Orbitrap MS, Q Exactive HF	not available	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar)	7 ppm	12 ppm	orbitrap	YDFR-CB_SN_3_1.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
PXD013765-Sample-30	homo sapiens	skin, brain	melanoma	melanoma cells	DP, M12, M16, YDFR	not available	3	not available	not available	run 30	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	QExactive Orbitrap MS, Q Exactive HF	not available	3	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	metastatic variant (cutaneous, cerebellar)	7 ppm	12 ppm	orbitrap	YDFR-C_CYT_3_2.raw	v1.1.0	HAMLET-agentic v0.1.0	melanoma
