source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD013737-Sample-15	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_53.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-16	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 16	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_55.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-17	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_59.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-18	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_61.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-19	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_68.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-20	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_71.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-21	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_75.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-22	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_77.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-23	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_82.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-24	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_87.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-25	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 25	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_89.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-26	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 26	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_90.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-27	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 27	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_91.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-28	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 28	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_92.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-29	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 29	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_95.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
PXD013737-Sample-30	homo sapiens	liver	normal, mutant	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	3	not available	not available	run 30	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (WT, DBD Mut, SUMO Mut)	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_96.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, mutant
