source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD019113-Sample-11	chlorocebus sabaeus	kidney	sars-cov-2 infection	epithelial	Vero E6, A549-ACE2, Caco-2, HEK293T	not available	3	female	not available	run 11	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Exploris 480	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (mock infection, SARS-CoV-2 infection); time (0, 2, 4, 8, 12, 24 h)	8.1 ppm	15 ppm	orbitrap	LP1_08_AB_DIA_144.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD019113-Sample-12	chlorocebus sabaeus	kidney	sars-cov-2 infection	epithelial	Vero E6, A549-ACE2, Caco-2, HEK293T	not available	3	female	not available	run 12	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Exploris 480	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (mock infection, SARS-CoV-2 infection); time (0, 2, 4, 8, 12, 24 h)	8.1 ppm	15 ppm	orbitrap	LP1_08_phos_DIA_120.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD019113-Sample-13	chlorocebus sabaeus	kidney	sars-cov-2 infection	epithelial	Vero E6, A549-ACE2, Caco-2, HEK293T	not available	3	female	not available	run 13	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Exploris 480	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (mock infection, SARS-CoV-2 infection); time (0, 2, 4, 8, 12, 24 h)	8.1 ppm	15 ppm	orbitrap	LP1_09_AB_DIA_145.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD019113-Sample-14	chlorocebus sabaeus	kidney	sars-cov-2 infection	epithelial	Vero E6, A549-ACE2, Caco-2, HEK293T	not available	3	female	not available	run 14	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Exploris 480	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (mock infection, SARS-CoV-2 infection); time (0, 2, 4, 8, 12, 24 h)	8.1 ppm	15 ppm	orbitrap	LP1_09_phos_DIA_121.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD019113-Sample-15	chlorocebus sabaeus	kidney	sars-cov-2 infection	epithelial	Vero E6, A549-ACE2, Caco-2, HEK293T	not available	3	female	not available	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Exploris 480	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (mock infection, SARS-CoV-2 infection); time (0, 2, 4, 8, 12, 24 h)	8.1 ppm	15 ppm	orbitrap	LP1_10_AB_DDA_150.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD019113-Sample-16	chlorocebus sabaeus	kidney	sars-cov-2 infection	epithelial	Vero E6, A549-ACE2, Caco-2, HEK293T	not available	3	female	not available	run 16	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Exploris 480	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (mock infection, SARS-CoV-2 infection); time (0, 2, 4, 8, 12, 24 h)	8.1 ppm	15 ppm	orbitrap	LP1_10_AB_DIA_147.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD019113-Sample-17	chlorocebus sabaeus	kidney	sars-cov-2 infection	epithelial	Vero E6, A549-ACE2, Caco-2, HEK293T	not available	3	female	not available	run 17	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Exploris 480	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (mock infection, SARS-CoV-2 infection); time (0, 2, 4, 8, 12, 24 h)	8.1 ppm	15 ppm	orbitrap	LP1_13_AB_DIA_151.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD019113-Sample-18	chlorocebus sabaeus	kidney	sars-cov-2 infection	epithelial	Vero E6, A549-ACE2, Caco-2, HEK293T	not available	3	female	not available	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Exploris 480	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (mock infection, SARS-CoV-2 infection); time (0, 2, 4, 8, 12, 24 h)	8.1 ppm	15 ppm	orbitrap	LP1_13_phos_DDA_130.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD019113-Sample-19	chlorocebus sabaeus	kidney	sars-cov-2 infection	epithelial	Vero E6, A549-ACE2, Caco-2, HEK293T	not available	3	female	not available	run 19	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Exploris 480	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (mock infection, SARS-CoV-2 infection); time (0, 2, 4, 8, 12, 24 h)	8.1 ppm	15 ppm	orbitrap	LP1_14_AB_DIA_152.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD019113-Sample-20	chlorocebus sabaeus	kidney	sars-cov-2 infection	epithelial	Vero E6, A549-ACE2, Caco-2, HEK293T	not available	3	female	not available	run 20	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Exploris 480	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (mock infection, SARS-CoV-2 infection); time (0, 2, 4, 8, 12, 24 h)	8.1 ppm	15 ppm	orbitrap	LP1_14_phos_DIA_128.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD019113-Sample-21	chlorocebus sabaeus	kidney	sars-cov-2 infection	epithelial	Vero E6, A549-ACE2, Caco-2, HEK293T	not available	3	female	not available	run 21	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Exploris 480	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (mock infection, SARS-CoV-2 infection); time (0, 2, 4, 8, 12, 24 h)	8.1 ppm	15 ppm	orbitrap	LP1_16_AB_DIA_155.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD019113-Sample-22	chlorocebus sabaeus	kidney	sars-cov-2 infection	epithelial	Vero E6, A549-ACE2, Caco-2, HEK293T	not available	3	female	not available	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Exploris 480	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (mock infection, SARS-CoV-2 infection); time (0, 2, 4, 8, 12, 24 h)	8.1 ppm	15 ppm	orbitrap	LP1_18_AB_DDA_158.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD019113-Sample-23	chlorocebus sabaeus	kidney	sars-cov-2 infection	epithelial	Vero E6, A549-ACE2, Caco-2, HEK293T	not available	3	female	not available	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Exploris 480	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (mock infection, SARS-CoV-2 infection); time (0, 2, 4, 8, 12, 24 h)	8.1 ppm	15 ppm	orbitrap	LP1_18_phos_DDA_134.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD019113-Sample-24	chlorocebus sabaeus	kidney	sars-cov-2 infection	epithelial	Vero E6, A549-ACE2, Caco-2, HEK293T	not available	3	female	not available	run 24	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Exploris 480	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (mock infection, SARS-CoV-2 infection); time (0, 2, 4, 8, 12, 24 h)	8.1 ppm	15 ppm	orbitrap	LP1_18_phos_DIA_133.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD019113-Sample-25	chlorocebus sabaeus	kidney	sars-cov-2 infection	epithelial	Vero E6, A549-ACE2, Caco-2, HEK293T	not available	3	female	not available	run 25	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Exploris 480	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (mock infection, SARS-CoV-2 infection); time (0, 2, 4, 8, 12, 24 h)	8.1 ppm	15 ppm	orbitrap	LP1_19_phos_DIA_135.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD019113-Sample-26	chlorocebus sabaeus	kidney	sars-cov-2 infection	epithelial	Vero E6, A549-ACE2, Caco-2, HEK293T	not available	3	female	not available	run 26	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Exploris 480	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (mock infection, SARS-CoV-2 infection); time (0, 2, 4, 8, 12, 24 h)	8.1 ppm	15 ppm	orbitrap	LP1_21_AB_DIA_161.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD019113-Sample-27	chlorocebus sabaeus	kidney	sars-cov-2 infection	epithelial	Vero E6, A549-ACE2, Caco-2, HEK293T	not available	3	female	not available	run 27	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Exploris 480	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (mock infection, SARS-CoV-2 infection); time (0, 2, 4, 8, 12, 24 h)	8.1 ppm	15 ppm	orbitrap	LP1_21_phos_DIA_137.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD019113-Sample-28	chlorocebus sabaeus	kidney	sars-cov-2 infection	epithelial	Vero E6, A549-ACE2, Caco-2, HEK293T	not available	3	female	not available	run 28	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Exploris 480	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (mock infection, SARS-CoV-2 infection); time (0, 2, 4, 8, 12, 24 h)	8.1 ppm	15 ppm	orbitrap	LP1_23_AB_DDA_166.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD019113-Sample-29	chlorocebus sabaeus	kidney	sars-cov-2 infection	epithelial	Vero E6, A549-ACE2, Caco-2, HEK293T	not available	3	female	not available	run 29	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Exploris 480	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (mock infection, SARS-CoV-2 infection); time (0, 2, 4, 8, 12, 24 h)	8.1 ppm	15 ppm	orbitrap	LP1_23_phos_DIA_116.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
PXD019113-Sample-30	chlorocebus sabaeus	kidney	sars-cov-2 infection	epithelial	Vero E6, A549-ACE2, Caco-2, HEK293T	not available	3	female	not available	run 30	proteomic profiling by mass spectrometry	not available	label free sample	Orbitrap Exploris 480	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (mock infection, SARS-CoV-2 infection); time (0, 2, 4, 8, 12, 24 h)	8.1 ppm	15 ppm	orbitrap	LP1_24_AB_DIA_165.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2 infection
