source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD003668-Sample-11	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20131021_EXQ3_FaCo_SA_CL_ME180_B.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-12	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20131022_EXQ3_FaCo_SA_CL_TYKNU_C.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-13	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 13	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20131025_EXQ3_FaCo_SA_CL_IGROV1_A.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-14	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 14	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20131029_EXQ3_FaCo_SA_CL_TYKNU_B.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-15	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20140109_EXQ8_FaCo_SA_CL_KURAMOCHI_C.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-16	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 16	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20140109_EXQ8_FaCo_SA_CL_SNU119_C.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-17	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20140402_EXQ6_FaCo_SA_CL_PEO1_A.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-18	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20140516_QEp3_FaCo_SA_CL_TYKNUCP_B.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-19	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20140521_QEp4_FaCo_SA_PC_FTEC_1218.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-20	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20140521_QEp4_FaCo_SA_PC_FTEC_1229.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-21	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20140709_QEp3_FaCo_SA_CL_59M_C.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-22	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20141013_QEp8_FaCo_SA_TU_LOV_2.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-23	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20150305_QEp7_FaCo_SA_CL_COV318_B.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-24	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20150305_QEp7_FaCo_SA_CL_HEYA8_A.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-25	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 25	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20150305_QEp7_FaCo_SA_CL_HEYA8_B.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-26	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 26	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20150305_QEp7_FaCo_SA_CL_JHOS2_A.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-27	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 27	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20150305_QEp7_FaCo_SA_CL_OVCAR3_A.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-28	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 28	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20150305_QEp7_FaCo_SA_CL_OVCAR3_B.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-29	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 29	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20150305_QEp7_FaCo_SA_CL_OVKATE_A.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
PXD003668-Sample-30	homo sapiens	ovary, fallopian tube	high-grade serous ovarian cancer	epithelial cell	OVKATE, SNU119, JHOS4, OVCAR3, COV318, OVSAHO, KURAMOCHI, CAOV3, OVCA433, JHOS2, PEO1, PEO4, OVCAR5, ME180, C13, OVISE, IGROV1, SKOV3IP1, IOSE-397, IOSE-7576, HEYA8, DOV13, 59M, TOV112D, A2780, TYKNU	not available	3	not available	not available	run 30	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive, Q Exactive HF	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	cell type/origin (HGSOC tumours, OvCa cell lines, IOSE, FTEC); cell line category (epithelial, clear cell, mesenchymal)	7 ppm	12 ppm	orbitrap	20150305_QEp7_FaCo_SA_CL_OVKATE_C.raw	v1.1.0	HAMLET-agentic v0.1.0	high-grade serous ovarian cancer
