source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD036847-Sample-17	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 17	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	CK_P2004_174.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
PXD036847-Sample-18	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 18	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	CK_P2004_196.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
PXD036847-Sample-19	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 19	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	CK_P2004_228.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
PXD036847-Sample-20	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 20	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	CK_P2004_260.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
PXD036847-Sample-21	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 21	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	CK_P2004_277.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
PXD036847-Sample-22	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 22	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	TM_M1810_148.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
PXD036847-Sample-23	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 23	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	TM_P1812_007.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
PXD036847-Sample-24	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 24	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	TM_P1812_014.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
PXD036847-Sample-25	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 25	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	TM_P2012_039.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
PXD036847-Sample-26	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 26	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	TM_P2012_055.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
PXD036847-Sample-27	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 27	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	TM_P2012_118.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
PXD036847-Sample-28	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 28	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	TiM_P1908_139.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
PXD036847-Sample-29	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 29	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	TiM_P1908_145.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
PXD036847-Sample-30	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 30	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	TiM_P1908_236.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
PXD036847-Sample-31	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 31	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	CK_P2004_281.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
PXD036847-Sample-32	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 32	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	CK_P2003_065.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
PXD036847-Sample-33	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 33	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	TM_P2012_074.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
PXD036847-Sample-34	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 34	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	CK_P2004_214.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
PXD036847-Sample-35	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 35	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	CK_P2003_205.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
PXD036847-Sample-36	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 36	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	CK_P2004_249.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
PXD036847-Sample-37	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 37	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	TM_P2012_126.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
PXD036847-Sample-38	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 38	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	TM_P1812_006.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
PXD036847-Sample-39	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 39	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	CK_P1912_285.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
PXD036847-Sample-40	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 40	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	CK_P2002_219.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
PXD036847-Sample-41	Mus musculus	heart, kidney, liver, lung, spleen, leukocyte pool, blood plasma	sepsis, uninfected	leukocytes	1	not available	Nine-week-old	run 41	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	label free sample	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h)	not available	5 ppm	7 ppm	orbitrap	CK_P1912_197.raw	v1.1.0	HAMLET-agentic v0.1.0	sepsis, uninfected
