source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD005354-Sample-16	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 16	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ Orbitrap Velos, Orbitrap Elite	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	9 ppm	14 ppm	orbitrap	01262_C02_P013105_S00_N11_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-17	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ Orbitrap Velos, Orbitrap Elite	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	9 ppm	14 ppm	orbitrap	01264_G02_P013132_S00_N15_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-18	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ Orbitrap Velos, Orbitrap Elite	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	9 ppm	14 ppm	orbitrap	01266_D05_P013136_S00_N12_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-19	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ Orbitrap Velos, Orbitrap Elite	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	9 ppm	14 ppm	orbitrap	01267_F06_P013138_S00_N22_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-20	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ Orbitrap Velos, Orbitrap Elite	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	9 ppm	14 ppm	orbitrap	01268_F05_P013140_S00_N14_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-21	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ Orbitrap Velos, Orbitrap Elite	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	9 ppm	14 ppm	orbitrap	01330_B02_P013141_S00_N10_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-22	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ Orbitrap Velos, Orbitrap Elite	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	9 ppm	14 ppm	orbitrap	01331_D03_P013143_S00_N20_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-23	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ Orbitrap Velos, Orbitrap Elite	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	9 ppm	14 ppm	orbitrap	01332_H04_P013145_S00_N08_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-24	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ Orbitrap Velos, Orbitrap Elite	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	9 ppm	14 ppm	orbitrap	01333_B06_P013147_S00_N18_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-25	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 25	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ Orbitrap Velos, Orbitrap Elite	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	9 ppm	14 ppm	orbitrap	01334_A03_P013148_S00_N17_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-26	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 26	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ Orbitrap Velos, Orbitrap Elite	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	9 ppm	14 ppm	orbitrap	01336_C03_P013152_S00_N19_R2.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-27	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 27	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ Orbitrap Velos, Orbitrap Elite	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	9 ppm	14 ppm	orbitrap	01337_A06_P013155_S00_N17_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-28	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 28	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ Orbitrap Velos, Orbitrap Elite	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	9 ppm	14 ppm	orbitrap	01337_B04_P013155_S00_N02_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-29	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 29	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ Orbitrap Velos, Orbitrap Elite	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	9 ppm	14 ppm	orbitrap	01338_C03_P013156_S00_N19_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
PXD005354-Sample-30	homo sapiens	colon, rectum	colorectal cancer	epithelial cell	CRC65 panel	not available	155	not available	not available	run 30	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	LTQ Orbitrap Velos, Orbitrap Elite	not available	24	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (FPA, FPB, FPC)	9 ppm	14 ppm	orbitrap	01338_E07_P013158_S00_N05_R1.raw	v1.1.0	HAMLET-agentic v0.1.0	colorectal cancer
