source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD012755-Sample-11	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_20_A196677.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-12	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_21_A196337.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-13	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_22_A196994.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-14	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_23_A195666.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-15	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_24_A196401.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-16	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_25_A195569.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-17	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_26_A197090.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-18	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_27_A195334.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-19	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_28_A196200.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-20	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_2_CB7078.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-21	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_30_A195718.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-22	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_31_A191453.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-23	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_32_A194543.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-24	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_3_CB6677.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-25	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_6_CB5666_rerun.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-26	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_8_CB5569.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-27	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_9_CB7090.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-28	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_7_CB6401.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-29	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_5_CB6994.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-30	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_13_CB5718.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-31	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_29_A197561.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
PXD012755-Sample-32	Homo sapiens	brain	autism spectrum disorder, control	not available	not available	not available	run 32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Elite;AC=MS:1001910	NT=Lys-C;AC=MS:1001309	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (ASD, Control), brain region (BA19, CB)	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	25 ppm	0.8 Da	orbitrap	Nat_4_CB6337.raw	v1.1.0	HAMLET-agentic v2.1.0	autism spectrum disorder, control
