source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD006675-Sample-11	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160802_QEp2_SoDo_SA_LC12-13_CP3-frac4.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-12	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160802_QEp2_SoDo_SA_LC12-13_CP4.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-13	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 13	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160802_QEp2_SoDo_SA_LC12-13_KFcells-frac1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-14	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 14	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160802_QEp2_SoDo_SA_LC12-13_LH3-frac4.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-15	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160802_QEp2_SoDo_SA_LC12-13_PA3-frac3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-16	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 16	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160802_QEp2_SoDo_SA_LC12-13_PA3-frac4.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-17	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160802_QEp2_SoDo_SA_LC12-13_PA4-frac3misslabeled.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-18	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160802_QEp2_SoDo_SA_LC12-13_PVe3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-19	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160802_QEp2_SoDo_SA_LC12-13_SepA8-frac1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-20	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160802_QEp2_SoDo_SA_LC12-13_SepA8-frac4.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-21	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160802_QEp2_SoDo_SA_LC12-13_SepV3-frac7.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-22	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160802_QEp2_SoDo_SA_LC12-13_SepV8-frac4.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-23	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160802_QEp2_SoDo_SA_LC12-13_SmoothP1acells-frac1_160913114949.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-24	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160802_QEp2_SoDo_SA_LC12-13_TV3-frac3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-25	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 25	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160804_QEp2_SoDo_SA_LC12-13_RV8-boxCar2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-26	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 26	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160804_QEp2_SoDo_SA_LC12-13_RV8-frac6.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-27	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 27	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160901_QEp2_SoDo_SA_LC12-13_AFcells-frac2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-28	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 28	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160901_QEp2_SoDo_SA_LC12-13_CD31ECcells-frac2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-29	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 29	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20160901_QEp2_SoDo_SA_LC12-13_PV8-frac1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
PXD006675-Sample-30	homo sapiens	heart	normal, atrial fibrillation	cardiac fibroblasts, endothelial cells, smooth muscle cells, adipose fibroblasts	3	male	21–47 years	run 30	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	8	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	16 anatomically defined regions, cell type, atrial fibrillation	5365.7 ppm	13 ppm	orbitrap	20170227_QEp2_SoDo_SA_LC12_ECfrac6.raw	v1.1.0	HAMLET-agentic v0.1.0	normal, atrial fibrillation
