source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD002266-Sample-11	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130412_002_UL01429-LS-14.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-12	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130412_002_UL01429-LS-15.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-13	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130412_002_UL01429-LS-16.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-14	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130412_002_UL01429-LS-17.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-15	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130412_002_UL01429-LS-18.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-16	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130830_001_UL01504-LS-01.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-17	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130830_001_UL01504-LS-03.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-18	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130830_001_UL01504-LS-04.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-19	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130830_001_UL01504-LS-05.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-20	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130830_001_UL01504-LS-06.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-21	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130830_001_UL01504-LS-07.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-22	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130830_001_UL01504-LS-08.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-23	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130830_001_UL01504-LS-10.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-24	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130830_001_UL01504-LS-11.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-25	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130830_001_UL01504-LS-13.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-26	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130830_001_UL01504-LS-14.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-27	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130830_001_UL01504-LS-15.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-28	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130830_001_UL01504-LS-16.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-29	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130830_001_UL01504-LS-17.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-30	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130830_001_UL01504-LS-18.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-31	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130830_001_UL01504-LS-02.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-32	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130412_002_UL01429-LS-08.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-33	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130830_001_UL01504-LS-09.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-34	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130412_002_UL01429-LS-09.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-35	P. falciparum	blood	malaria	schizonts	3D7	not available	3	not available	not available	run 35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	8	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2)	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	10 p.p.m.	0.02 Da	orbitrap	130830_001_UL01504-LS-12.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
