source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD013737-Sample-11	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_36.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-12	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_37.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-13	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_41.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-14	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_50.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-15	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_53.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-16	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_55.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-17	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_59.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-18	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_61.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-19	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_68.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-20	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_71.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-21	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_75.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-22	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_77.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-23	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_82.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-24	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_87.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-25	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_89.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-26	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_90.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-27	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_91.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-28	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_92.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-29	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_95.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-30	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_96.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-31	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_34.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-32	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_51.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-33	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_60.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-34	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_81.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD013737-Sample-35	Homo sapiens	liver	normal	hepatic progenitor	WT, DBD Mut, SUMO Mut	not available	not available	not available	not available	run 35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	HNF4α genotype (WT, DBD Mut, SUMO Mut)	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=Variable;TA=K	7 ppm	11 ppm	orbitrap	20170929_MT_Celine_90m_06.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
