source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD003531-Sample-11	homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 11	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE), drug treatment (THZ1, U0126)	9 ppm	9 ppm	orbitrap	20130606_QE3_UPLC10_CFR_SA_OC_T_AS_04_01_01.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-12	homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 12	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE), drug treatment (THZ1, U0126)	9 ppm	9 ppm	orbitrap	20130606_QE3_UPLC9_CFR_SA_OC_T_AS_01_02_01.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-13	homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 13	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE), drug treatment (THZ1, U0126)	9 ppm	9 ppm	orbitrap	20130606_QE3_UPLC9_CFR_SA_OC_T_AS_01_03_01.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-14	homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 14	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE), drug treatment (THZ1, U0126)	9 ppm	9 ppm	orbitrap	20130608_QE3_UPLC10_CFR_SA_OC_T_AS_06_02_01.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-15	homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 15	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE), drug treatment (THZ1, U0126)	9 ppm	9 ppm	orbitrap	20130608_QE3_UPLC10_CFR_SA_OC_T_AS_06_03_01.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-16	homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 16	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE), drug treatment (THZ1, U0126)	9 ppm	9 ppm	orbitrap	20130611_QE3_UPLC10_CFR_SA_OC_T_FI_01_01_01.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-17	homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 17	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE), drug treatment (THZ1, U0126)	9 ppm	9 ppm	orbitrap	20130611_QE3_UPLC10_CFR_SA_OC_T_FI_04_01_01.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-18	homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 18	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE), drug treatment (THZ1, U0126)	9 ppm	9 ppm	orbitrap	20130611_QE3_UPLC10_CFR_SA_OC_T_NO_05_01_01.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-19	homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE), drug treatment (THZ1, U0126)	9 ppm	9 ppm	orbitrap	20150616_QE7_UPLC10_RJC_COLLAB_CFR_NTp1_1_01.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-20	homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE), drug treatment (THZ1, U0126)	9 ppm	9 ppm	orbitrap	20150616_QE7_UPLC10_RJC_COLLAB_CFR_NTp1_3_01.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-21	homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE), drug treatment (THZ1, U0126)	9 ppm	9 ppm	orbitrap	20150616_QE7_UPLC10_RJC_COLLAB_CFR_NTp1_4_01.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-22	homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE), drug treatment (THZ1, U0126)	9 ppm	9 ppm	orbitrap	20150616_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p1_2_01.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-23	homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE), drug treatment (THZ1, U0126)	9 ppm	9 ppm	orbitrap	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_3_01.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-24	homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE), drug treatment (THZ1, U0126)	9 ppm	9 ppm	orbitrap	20150619_QE7_UPLC10_RJC_COLLAB_CFR_NTp2_4_01.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-25	homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 25	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE), drug treatment (THZ1, U0126)	9 ppm	9 ppm	orbitrap	20150619_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p2_1_01.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-26	homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 26	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE), drug treatment (THZ1, U0126)	9 ppm	9 ppm	orbitrap	20150619_QE7_UPLC10_RJC_COLLAB_CFR_THZ1p2_4_01.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-27	homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 27	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE), drug treatment (THZ1, U0126)	9 ppm	9 ppm	orbitrap	20150619_QE7_UPLC10_RJC_COLLAB_CFR_UOp2_1_01.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-28	homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 28	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE), drug treatment (THZ1, U0126)	9 ppm	9 ppm	orbitrap	20150623_QE7_UPLC10_RJC_COLLAB_CFR_NTprot_1_01.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-29	homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 29	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE), drug treatment (THZ1, U0126)	9 ppm	9 ppm	orbitrap	20150623_QE7_UPLC10_RJC_COLLAB_CFR_NTprot_3_01.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-30	homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 30	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE), drug treatment (THZ1, U0126)	9 ppm	9 ppm	orbitrap	20150623_QE7_UPLC10_RJC_COLLAB_CFR_UOprot_1_01.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
